state,avg_max_aqi,avg_x90th_percentile_aqi,avg_median_aqi,avg_days_with_aqi,avg_good_days,avg_moderate_days,avg_unhealthy_for_sensitive_groups_days,avg_unhealthy_days,avg_very_unhealthy_days,avg_hazardous_days,avg_days_co,avg_days_no2,avg_days_ozone,avg_days_pm2_5,avg_days_pm10,year
Rhode Island,199.66666666666666,89.66666666666667,44,257,156,83.33333333333333,11.333333333333334,5.333333333333333,1,0,1,44.333333333333336,100,106.33333333333333,5.333333333333333,1999
South Carolina,160.56,97.6,48.6,275.88,148.72,99.08,23.56,4.36,0.16,0,0.36,12.36,179.4,60.2,23.56,1999
South Dakota,98,57,32.75,196.25,142,53.5,0.75,0,0,0,0,0,52,92.75,51.5,1999
Tennessee,165.0344827586207,110.51724137931035,54.6551724137931,256.41379310344826,120.93103448275862,89.27586206896552,33.758620689655174,11.758620689655173,0.6896551724137931,0,3.7241379310344827,30.896551724137932,162.55172413793105,40.724137931034484,18.517241379310345,1999
Texas,164.21428571428572,90.42857142857143,41.892857142857146,295.64285714285717,199.21428571428572,69.42857142857143,17.142857142857142,7.892857142857143,1.9642857142857142,0,4.428571428571429,23.75,233.39285714285714,27.142857142857142,6.928571428571429,1999
Utah,124.33333333333333,68.44444444444444,40.44444444444444,258.44444444444446,140.33333333333334,107.88888888888889,9.333333333333334,0.7777777777777778,0.1111111111111111,0,17.77777777777778,56.55555555555556,110.33333333333333,54.111111111111114,19.666666666666668,1999
Vermont,138.75,68.5,39,276.75,201.25,68.25,6.25,1,0,0,3.75,93.5,87.75,88.5,3.25,1999
Virgin Islands,80.66666666666667,49.666666666666664,23.333333333333332,150.33333333333334,140.33333333333334,10,0,0,0,0,0,0,100,26,24.333333333333332,1999
Virginia,134.57142857142858,85.28571428571429,39.642857142857146,211.3095238095238,125.83333333333333,62.785714285714285,17.571428571428573,4.904761904761905,0.21428571428571427,0,11.333333333333334,40.07142857142857,104.88095238095238,39.666666666666664,15.357142857142858,1999
Washington,113.05,50.95,29.3,240.75,193.95,44.95,1.5,0.35,0,0,48.1,0.85,89.5,62.65,39.65,1999
West Virginia,140.33333333333334,86.16666666666667,47.05555555555556,202.61111111111111,100,85.22222222222223,13.833333333333334,3.3333333333333335,0.2222222222222222,0,10.222222222222221,5,95,68.88888888888889,23.5,1999
Wisconsin,167.59375,88.96875,42.46875,222.4375,146.65625,58.34375,12.25,5.125,0.0625,0,14.03125,1.125,155.625,49.875,1.78125,1999
Wyoming,122.35714285714286,51.42857142857143,28.357142857142858,173.71428571428572,132.5,39.357142857142854,1.5714285714285714,0,0.14285714285714285,0.14285714285714285,0,0,75.71428571428571,17.857142857142858,80.14285714285714,1999
Alabama,151.13636363636363,96.45454545454545,55.86363636363637,201.0909090909091,75.22727272727273,99.0909090909091,22.681818181818183,3.772727272727273,0.3181818181818182,0,1.7727272727272727,0.8636363636363636,107.22727272727273,81.18181818181819,10.045454545454545,2000
Alaska,115.5,60,26,203,171,29.666666666666668,1.8333333333333333,0.5,0,0,42,0,59.666666666666664,84.16666666666667,17.166666666666668,2000
Arizona,105,70,43,202.6153846153846,114.07692307692308,70.6923076923077,16.307692307692307,1.5384615384615385,0,0,0.3076923076923077,11.846153846153847,121.84615384615384,45.30769230769231,23.307692307692307,2000
Arkansas,107.95238095238095,79.95238095238095,55.76190476190476,145.1904761904762,64.57142857142857,74.9047619047619,4.714285714285714,1,0,0,0.047619047619047616,0.047619047619047616,67.33333333333333,77.76190476190476,0,2000
California,569.2321428571429,97.39285714285714,48.5,331.82142857142856,196.03571428571428,87.44642857142857,31.214285714285715,14.946428571428571,1.6785714285714286,0.5,5.071428571428571,38.57142857142857,215.19642857142858,57.125,15.857142857142858,2000
Canada,75,50,32,114.5,107.5,7,0,0,0,0,0,0,91,23.5,0,2000
Colorado,99.66666666666667,56.333333333333336,31.133333333333333,255.96666666666667,191.46666666666667,59.06666666666667,5.3,0.13333333333333333,0,0,10.966666666666667,13.466666666666667,96.63333333333334,42.6,92.3,2000
Connecticut,200.125,81.125,42.5,302.75,191.75,92.5,14.875,3.125,0.5,0,4.5,26.5,185.625,79.875,6.25,2000
Country Of Mexico,488.6666666666667,140.66666666666666,74.33333333333333,264.3333333333333,75.33333333333333,114.66666666666667,45,15.333333333333334,11.333333333333334,2.6666666666666665,57.333333333333336,24.333333333333332,126.33333333333333,0,56.333333333333336,2000
Delaware,202,95.66666666666667,54.333333333333336,304.3333333333333,108.66666666666667,168.66666666666666,21.333333333333332,4.666666666666667,1,0,0,0.3333333333333333,144.66666666666666,159.33333333333334,0,2000
District Of Columbia,197,101,63,366,68,261,31,6,0,0,0,27,61,278,0,2000
Florida,138.37142857142857,76.25714285714285,41.457142857142856,290.8285714285714,174.28571428571428,100.85714285714286,13.714285714285714,1.9142857142857144,0.05714285714285714,0,1.1714285714285715,1.7714285714285714,180.11428571428573,84.4,23.37142857142857,2000
Georgia,169.1818181818182,98.03030303030303,54.24242424242424,205.1818181818182,88.93939393939394,89.51515151515152,20.757575757575758,4.818181818181818,1.1515151515151516,0,0,7.757575757575758,126.96969696969697,62.63636363636363,7.818181818181818,2000
Hawaii,87.5,36.25,20.75,271.75,261.5,9.75,0,0.25,0.25,0,3.25,1.5,112.5,72.75,81.75,2000
Idaho,101.78947368421052,58.73684210526316,28.105263157894736,197.47368421052633,154.31578947368422,38,3.473684210526316,1.368421052631579,0.3157894736842105,0,26.894736842105264,5.578947368421052,18.263157894736842,60.63157894736842,86.10526315789474,2000
Illinois,137.45833333333334,74.04166666666667,40.25,320.9583333333333,218.83333333333334,92.66666666666667,8.708333333333334,0.7083333333333334,0.041666666666666664,0,4.041666666666667,9.208333333333334,218.08333333333334,71.79166666666667,17.833333333333332,2000
Indiana,140.525,79.95,45.075,210.825,118.425,79.25,11.025,2.1,0.025,0,3.425,23.375,115.275,53.925,14.825,2000
Iowa,116.83333333333333,70.5,41.77777777777778,230.05555555555554,142.44444444444446,83.72222222222223,3.7222222222222223,0.16666666666666666,0,0,1.0555555555555556,0.05555555555555555,88.66666666666667,96.22222222222223,44.05555555555556,2000
Kansas,115.45454545454545,65.18181818181819,37.81818181818182,225,147.63636363636363,68,8.454545454545455,0.9090909090909091,0,0,4.363636363636363,10,112,48.63636363636363,50,2000
Kentucky,158.63888888888889,84.52777777777777,45,274.27777777777777,159.63888888888889,97.30555555555556,15.38888888888889,1.8888888888888888,0.05555555555555555,0,3.1944444444444446,26.47222222222222,184.30555555555554,50.361111111111114,9.944444444444445,2000
Louisiana,168.5,94.76923076923077,48.11538461538461,308.9230769230769,166.69230769230768,113.65384615384616,22.96153846153846,5.153846153846154,0.46153846153846156,0,0,2.4615384615384617,205.76923076923077,100.42307692307692,0.2692307692307692,2000
Maine,109.28571428571429,49.285714285714285,29.857142857142858,218.71428571428572,198.5,17.785714285714285,2.0714285714285716,0.35714285714285715,0,0,0,11.714285714285714,176.35714285714286,8.428571428571429,22.214285714285715,2000
Maryland,184.66666666666666,92.86666666666666,44.2,267.26666666666665,149.53333333333333,94,17.666666666666668,5.133333333333334,0.9333333333333333,0,0.2,8.733333333333333,187.13333333333333,66.86666666666666,4.333333333333333,2000
Massachusetts,158.9090909090909,74,44.63636363636363,275.54545454545456,163,104.0909090909091,7.363636363636363,1,0.09090909090909091,0,15.545454545454545,31.727272727272727,114.81818181818181,112.81818181818181,0.6363636363636364,2000
Michigan,145.06451612903226,71.2258064516129,40.16129032258065,212.93548387096774,139.74193548387098,66.16129032258064,5.935483870967742,0.9032258064516129,0.1935483870967742,0,8.225806451612904,7.032258064516129,119.96774193548387,75.64516129032258,2.064516129032258,2000
Minnesota,105.77272727272727,64.27272727272727,32.59090909090909,166.0909090909091,127.5,36.54545454545455,2,0.045454545454545456,0,0,36.22727272727273,19.318181818181817,50.54545454545455,51.04545454545455,8.954545454545455,2000
Mississippi,153.22222222222223,95.88888888888889,55,244.16666666666666,102.88888888888889,116.88888888888889,22.166666666666668,2.1666666666666665,0.05555555555555555,0,0.7777777777777778,10.11111111111111,137.5,91.72222222222223,4.055555555555555,2000
Missouri,142.94444444444446,77.88888888888889,48.44444444444444,266.77777777777777,131.05555555555554,121.38888888888889,11.777777777777779,2.5,0.05555555555555555,0,2.111111111111111,50.72222222222222,96.83333333333333,108.88888888888889,8.222222222222221,2000
Montana,130.64705882352942,52.1764705882353,20.705882352941178,263,223.76470588235293,36.05882352941177,2.1176470588235294,0.8823529411764706,0.17647058823529413,0,60.11764705882353,6.352941176470588,9.588235294117647,87.58823529411765,99.3529411764706,2000
Nebraska,93.08333333333333,62.5,37.583333333333336,144.41666666666666,94.83333333333333,48.666666666666664,0.9166666666666666,0,0,0,10.083333333333334,0,20.916666666666668,99.83333333333333,13.583333333333334,2000
Nevada,155.14285714285714,70.42857142857143,40.57142857142857,342.85714285714283,230.71428571428572,101,10.714285714285714,0.2857142857142857,0,0.14285714285714285,13.714285714285714,3.5714285714285716,212.71428571428572,27.571428571428573,85.28571428571429,2000
New Hampshire,126.7,58.1,35.6,250.4,212.2,36.6,1.3,0.3,0,0,3.1,20.6,178.6,37.2,10.9,2000
New Jersey,184.1764705882353,80.52941176470588,40.76470588235294,337.3529411764706,221.05882352941177,97.23529411764706,14.176470588235293,3.764705882352941,1.1176470588235294,0,39.94117647058823,61.529411764705884,167.35294117647058,68.17647058823529,0.35294117647058826,2000
New Mexico,87,54.94444444444444,30.77777777777778,203.66666666666666,136.88888888888889,59.94444444444444,6.444444444444445,0.3888888888888889,0,0,7.888888888888889,6.666666666666667,91.77777777777777,75.83333333333333,21.5,2000
New York,161.5,65.38235294117646,37.11764705882353,310.70588235294116,226.8235294117647,74.97058823529412,7.235294117647059,1.4705882352941178,0.20588235294117646,0,10.294117647058824,25.558823529411764,198.91176470588235,73.11764705882354,2.823529411764706,2000
North Carolina,154.0392156862745,94.82352941176471,53.431372549019606,221.4313725490196,97.23529411764706,101.09803921568627,19.49019607843137,3.5098039215686274,0.09803921568627451,0,5.921568627450981,0.27450980392156865,139.23529411764707,72.82352941176471,3.176470588235294,2000
North Dakota,67.16666666666667,42.333333333333336,26.333333333333332,248.16666666666666,232.25,15.75,0.16666666666666666,0,0,0,0,31.583333333333332,158.33333333333334,47.666666666666664,10.583333333333334,2000
Ohio,158.5,79.8913043478261,44.30434782608695,243.06521739130434,128.7173913043478,100.1086956521739,11.869565217391305,2.1739130434782608,0.1956521739130435,0,4.413043478260869,0.5869565217391305,129.80434782608697,76.26086956521739,32,2000
Oklahoma,124.08,78.64,45.08,215.36,135.6,67.36,10.28,2,0.12,0,0.24,39.4,108.6,61.32,5.8,2000
Oregon,118.05555555555556,66.27777777777777,35.05555555555556,242.33333333333334,170.22222222222223,67,4.555555555555555,0.5555555555555556,0,0,17.11111111111111,0.3888888888888889,33.5,186.72222222222223,4.611111111111111,2000
Pennsylvania,180.71428571428572,80.77142857142857,44.2,329.1142857142857,199.22857142857143,111.37142857142857,14.942857142857143,3.2,0.37142857142857144,0,12.628571428571428,62.371428571428574,153.0857142857143,97.85714285714286,3.1714285714285713,2000
Puerto Rico,78.75,51.9375,30.4375,146,109.4375,35.5,1.0625,0,0,0,6.8125,9.5,6.0625,86.3125,37.3125,2000
Rhode Island,203.66666666666666,76,45.666666666666664,278.6666666666667,158.33333333333334,108,9.333333333333334,2.3333333333333335,0.6666666666666666,0,0.6666666666666666,17,111.33333333333333,148,1.6666666666666667,2000
South Carolina,150.88888888888889,90.4074074074074,49.407407407407405,259.25925925925924,128.92592592592592,109.11111111111111,19.074074074074073,2.1481481481481484,0,0,0.037037037037037035,5.888888888888889,162.77777777777777,67.92592592592592,22.62962962962963,2000
South Dakota,108.16666666666667,56.166666666666664,31,195,148.66666666666666,46,0.16666666666666666,0,0.16666666666666666,0,0,0,55.666666666666664,94.16666666666667,45.166666666666664,2000
Tennessee,165.24137931034483,100.37931034482759,51.275862068965516,272.0689655172414,129.0344827586207,109.34482758620689,27.06896551724138,6.241379310344827,0.3793103448275862,0,0.2413793103448276,25.275862068965516,165.10344827586206,64.96551724137932,16.482758620689655,2000
Texas,158.25714285714287,87.94285714285714,42.885714285714286,280,167.05714285714285,89.51428571428572,17.057142857142857,5.514285714285714,0.8571428571428571,0,4.285714285714286,9.657142857142857,183.42857142857142,80.51428571428572,2.1142857142857143,2000
Utah,118.61538461538461,62.92307692307692,31.692307692307693,200.53846153846155,121.53846153846153,67.38461538461539,9.307692307692308,2.076923076923077,0.23076923076923078,0,20.53846153846154,26.846153846153847,79.6923076923077,62.46153846153846,11,2000
Vermont,134.75,62.75,35.75,268,208,57.5,2.25,0.25,0,0,5.5,76,81.5,102.75,2.25,2000
Virgin Islands,84,53,31.666666666666668,153.66666666666666,141.33333333333334,12.333333333333334,0,0,0,0,0,0,105.66666666666667,31.333333333333332,16.666666666666668,2000
Virginia,123.45,71.325,38.675,222.65,137.825,74.7,9.35,0.75,0.025,0,9.2,36.575,103.95,57.875,15.05,2000
Washington,105.17391304347827,57.56521739130435,33.30434782608695,214.47826086956522,152.3913043478261,58.47826086956522,3.347826086956522,0.2608695652173913,0,0,21.869565217391305,0.043478260869565216,60.69565217391305,97.82608695652173,34.04347826086956,2000
West Virginia,141.88235294117646,83.05882352941177,50.294117647058826,226.76470588235293,122.3529411764706,95.29411764705883,8.176470588235293,0.9411764705882353,0,0,7.764705882352941,0,103.88235294117646,90.88235294117646,24.235294117647058,2000
Wisconsin,145.875,70.34375,41.53125,220.71875,155.28125,59.34375,5.0625,1.03125,0,0,9.59375,1.0625,150.59375,58.53125,0.9375,2000
Wyoming,107.5,54.285714285714285,27.928571428571427,195.78571428571428,153.14285714285714,40.357142857142854,2,0.2857142857142857,0,0,0,0,75.85714285714286,37.57142857142857,82.35714285714286,2000
Alabama,137.23809523809524,81.52380952380952,48.666666666666664,219,111.23809523809524,94.0952380952381,11.380952380952381,1.9047619047619047,0.38095238095238093,0,3.0476190476190474,0.23809523809523808,122.9047619047619,83.33333333333333,9.476190476190476,2001
Alaska,84.75,57.75,23.25,151.25,126.625,23.625,1,0,0,0,31,0,44.875,63.125,12.25,2001
Arizona,104.3076923076923,66.53846153846153,40.76923076923077,206.15384615384616,122.23076923076923,73.6923076923077,9.23076923076923,1,0,0,0,9.307692307692308,131.6153846153846,47.15384615384615,18.076923076923077,2001
Arkansas,104.04761904761905,74.95238095238095,53.38095238095238,160.85714285714286,80.33333333333333,76.38095238095238,3.5238095238095237,0.6190476190476191,0,0,0,0.09523809523809523,67.66666666666667,93.0952380952381,0,2001
California,672.9272727272727,99.67272727272727,50.03636363636364,340.09090909090907,193.98181818181817,96.87272727272727,32.81818181818182,13.636363636363637,2.1454545454545455,0.6363636363636364,3.4,32.945454545454545,224,63.127272727272725,16.618181818181817,2001
Canada,95.5,52.5,33.5,129.5,115,13.5,1,0,0,0,0,0,95.5,34,0,2001
Colorado,94.33333333333333,52.833333333333336,30.766666666666666,259.8666666666667,199.53333333333333,56.833333333333336,3.3,0.2,0,0,8.433333333333334,14.633333333333333,94.16666666666667,48.9,93.73333333333333,2001
Connecticut,208.5,96.875,45.75,280.5,155.5,99.25,15.25,8.25,2.25,0,2.375,28.125,163,80.375,6.625,2001
Country Of Mexico,373.3333333333333,134.33333333333334,69.66666666666667,237.66666666666666,64,104.33333333333333,45,14,9.333333333333334,1,39,31,114.66666666666667,0,53,2001
Delaware,199,104,57.666666666666664,306.3333333333333,104.33333333333333,166.66666666666666,23,11.666666666666666,0.6666666666666666,0,0,3.3333333333333335,151,152,0,2001
District Of Columbia,203,106,65,365,53,272,29,9,2,0,3,32,66,264,0,2001
Florida,142.40540540540542,63.86486486486486,39.5945945945946,314.3243243243243,216.13513513513513,89.32432432432432,7.8108108108108105,1.054054054054054,0,0,0.5945945945945946,2.108108108108108,206.54054054054055,87.67567567567568,17.405405405405407,2001
Georgia,154.5151515151515,86.54545454545455,49.24242424242424,207.33333333333334,107.57575757575758,84.6969696969697,12.969696969696969,1.9696969696969697,0.12121212121212122,0,0,8.333333333333334,122.75757575757575,66.78787878787878,9.454545454545455,2001
Hawaii,124.66666666666667,38,22.666666666666668,357.3333333333333,340,16.666666666666668,0,0.3333333333333333,0.3333333333333333,0,2,2.3333333333333335,152.33333333333334,95,105.66666666666667,2001
Idaho,99.47368421052632,55.1578947368421,29.68421052631579,211.47368421052633,163.10526315789474,45.526315789473685,2.473684210526316,0.3684210526315789,0,0,22.05263157894737,0.05263157894736842,28.36842105263158,87.6842105263158,73.3157894736842,2001
Illinois,144.92,78.44,40.76,321.96,210.08,98.36,12.2,1.32,0,0,3.88,6.92,228.24,67.08,15.84,2001
Indiana,139,85.95348837209302,44.51162790697674,206.58139534883722,114.27906976744185,74.95348837209302,15.372093023255815,1.9767441860465116,0,0,3.558139534883721,14.534883720930232,118.23255813953489,52.16279069767442,18.093023255813954,2001
Iowa,111.73684210526316,63.78947368421053,39.8421052631579,234.89473684210526,154.78947368421052,76.89473684210526,3.1578947368421053,0.05263157894736842,0,0,0.5789473684210527,0.3684210526315789,83.3157894736842,93.84210526315789,56.78947368421053,2001
Kansas,105.18181818181819,63.45454545454545,36,236.63636363636363,160.8181818181818,66.36363636363636,9.090909090909092,0.36363636363636365,0,0,1.6363636363636365,11.909090909090908,125.36363636363636,46.45454545454545,51.27272727272727,2001
Kentucky,148.75675675675674,83.51351351351352,44.5945945945946,276.1621621621622,163.86486486486487,95.05405405405405,15.91891891891892,1.2702702702702702,0.05405405405405406,0,1.4324324324324325,24.405405405405407,188.59459459459458,50.54054054054054,11.18918918918919,2001
Louisiana,141.1851851851852,74.55555555555556,45.7037037037037,303,184.03703703703704,107.25925925925925,10.703703703703704,1,0,0,0,3.259259259259259,191.62962962962962,107.62962962962963,0.48148148148148145,2001
Maine,147.69230769230768,62.76923076923077,31.153846153846153,226.23076923076923,192.84615384615384,23.846153846153847,6.384615384615385,2.923076923076923,0.23076923076923078,0,0,18,171,16.692307692307693,20.53846153846154,2001
Maryland,185.2,105.26666666666667,47.4,272,138.8,99.8,22.066666666666666,10.333333333333334,1,0,0,2.7333333333333334,194.53333333333333,70.73333333333333,4,2001
Massachusetts,186.54545454545453,92,49,290.72727272727275,153.54545454545453,115.18181818181819,12.727272727272727,8.090909090909092,1.1818181818181819,0,11.272727272727273,32,130,117.36363636363636,0.09090909090909091,2001
Michigan,159.25806451612902,90.19354838709677,43.225806451612904,222.7741935483871,132.03225806451613,72.74193548387096,13.709677419354838,4.193548387096774,0.0967741935483871,0,8.483870967741936,4.419354838709677,122.3225806451613,86.7741935483871,0.7741935483870968,2001
Minnesota,113.36842105263158,61.10526315789474,35,207.6315789473684,154.47368421052633,50.73684210526316,2.210526315789474,0.21052631578947367,0,0,43.1578947368421,13.157894736842104,64.84210526315789,75.78947368421052,10.68421052631579,2001
Mississippi,128.89473684210526,82,49.73684210526316,247,133.1578947368421,103.52631578947368,9.947368421052632,0.3684210526315789,0,0,1.1578947368421053,10.263157894736842,138.10526315789474,94.15789473684211,3.3157894736842106,2001
Missouri,191.33333333333334,78.57142857142857,46.04761904761905,238.52380952380952,124.47619047619048,101.66666666666667,10.714285714285714,1.5238095238095237,0.047619047619047616,0.09523809523809523,1.7142857142857142,47.80952380952381,85.14285714285714,93.71428571428571,10.142857142857142,2001
