REPORTING_YEAR,STATE_ABBR,CHEM_NAME,CARCINOGEN,CLEAN_AIR,LIST_3350,PBT_IND,PFAS_IND
2000,MS,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2000,AR,Styrene,Y,Y,N,N,N
2000,OH,Nickel compounds,Y,Y,Y,N,N
2000,VA,Cobalt compounds,Y,Y,N,N,N
2000,NC,Styrene,Y,Y,N,N,N
2000,GA,Tetrachloroethylene,Y,Y,Y,N,N
2000,CA,Vinyl acetate,Y,Y,N,N,N
2000,KY,Ethyl acrylate,Y,Y,N,N,N
2000,KY,Nickel,Y,Y,Y,N,N
2000,SC,Aniline,Y,Y,N,N,N
2000,TX,"Toluene-2,4-diisocyanate",Y,Y,N,N,N
2000,OH,Vinyl acetate,Y,Y,N,N,N
2000,WA,Cumene,Y,Y,N,N,N
2000,MI,Polycyclic aromatic compounds,Y,Y,N,Y,N
2000,MI,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2000,OK,Benzene,Y,Y,Y,N,N
2000,SD,Formaldehyde,Y,Y,N,N,N
2000,AL,Ethylene oxide,Y,Y,N,N,N
2000,KY,"1,1,1,2-Tetrachloroethane",Y,N,N,N,N
2000,CA,Methyl isobutyl ketone,Y,Y,Y,N,N
2000,PA,Benzene,Y,Y,Y,N,N
2000,RI,Styrene,Y,Y,N,N,N
2000,MT,Cadmium compounds,Y,Y,Y,N,N
2000,CA,Molybdenum trioxide,Y,N,N,N,N
2000,GA,Acetaldehyde,Y,Y,N,N,N
2000,VA,Chloroform,Y,Y,Y,N,N
2000,MS,Cobalt compounds,Y,Y,N,N,N
2000,AR,"1,2-Dichloropropane",Y,Y,N,N,N
2000,ME,Acrolein,Y,Y,N,N,N
2000,GA,Acrylonitrile,Y,Y,N,N,N
2000,WV,Arsenic compounds,Y,Y,N,N,N
2000,OR,Tetrachloroethylene,Y,Y,Y,N,N
2000,DE,Nickel compounds,Y,Y,Y,N,N
2000,VA,Cadmium,Y,Y,Y,N,N
2000,IL,"2,4-D",Y,Y,N,N,N
2000,PA,p-Chloroaniline,Y,N,N,N,N
2000,PA,Asbestos (friable),Y,Y,N,N,N
2000,PA,Acetaldehyde,Y,Y,N,N,N
2000,ID,Cadmium compounds,Y,Y,Y,N,N
2000,PR,Naphthalene,Y,Y,N,N,N
2000,MA,Ethyl acrylate,Y,Y,N,N,N
2000,PA,Beryllium,Y,Y,N,N,N
2000,WV,Benzoic trichloride,Y,Y,N,N,N
2000,LA,Nitrilotriacetic acid,Y,N,N,N,N
2000,LA,Molybdenum trioxide,Y,N,N,N,N
2000,MT,Polycyclic aromatic compounds,Y,Y,N,Y,N
2000,SC,Beryllium,Y,Y,N,N,N
2000,IN,Acetaldehyde,Y,Y,N,N,N
2000,MO,"2,4-D 2-butoxyethyl ester",Y,Y,N,N,N
2000,MO,"N,N-Dimethylformamide",Y,Y,N,N,N
2000,TX,"2,4-D",Y,Y,N,N,N
2000,MS,"1,2-Dichloroethane",Y,Y,N,N,N
2000,GA,Cumene,Y,Y,N,N,N
2000,LA,Diaminotoluene (mixed isomers),Y,N,N,N,N
2000,NJ,2-Nitropropane,Y,Y,N,N,N
2000,NJ,Creosote,Y,N,N,N,N
2000,NJ,Pentachlorophenol,Y,Y,N,N,N
2000,MI,Polychlorinated alkanes (C10-C13),Y,N,N,N,N
2000,LA,Methyl acrylate,Y,N,N,N,N
2000,WY,Arsenic compounds,Y,Y,N,N,N
2000,AR,Nitrobenzene,Y,Y,N,N,N
2000,TX,"1,2,3-Trichloropropane",Y,N,N,N,N
2000,AR,Polychlorinated biphenyls,Y,Y,N,Y,N
2000,AZ,Tetrachloroethylene,Y,Y,Y,N,N
2000,NH,Vinyl acetate,Y,Y,N,N,N
2000,LA,"1,2-Butylene oxide",Y,Y,N,N,N
2000,UT,Carbon tetrachloride,Y,Y,Y,N,N
2000,MN,"1,3-Butadiene",Y,Y,N,N,N
2000,MI,"1,4-Dioxane",Y,Y,N,N,N
2000,OH,2-Nitropropane,Y,Y,N,N,N
2000,OH,"1,2-Dichloropropane",Y,Y,N,N,N
2000,OH,o-Toluidine hydrochloride,Y,N,N,N,N
2000,OH,"1,1,1,2-Tetrachloroethane",Y,N,N,N,N
2000,MI,Hexachloroethane,Y,Y,N,N,N
2000,OH,Polychlorinated biphenyls,Y,Y,N,Y,N
2000,VT,Formaldehyde,Y,Y,N,N,N
2000,AL,Cadmium,Y,Y,Y,N,N
2000,MA,"1,2-Dichloroethane",Y,Y,N,N,N
2000,SC,Creosote,Y,N,N,N,N
2000,GU,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2000,ID,Polychlorinated biphenyls,Y,Y,N,Y,N
2000,TN,Creosote,Y,N,N,N,N
2001,CA,Lead,Y,N,Y,Y,N
2001,MO,Dichloromethane,Y,Y,Y,N,N
2001,CA,Styrene,Y,Y,N,N,N
2001,FL,Styrene,Y,Y,N,N,N
2001,GA,Formaldehyde,Y,Y,N,N,N
2001,AR,Styrene,Y,Y,N,N,N
2001,NC,Ethylbenzene,Y,Y,N,N,N
2001,PA,Lead,Y,N,Y,Y,N
2001,PA,Nickel,Y,Y,Y,N,N
2001,GA,Nickel compounds,Y,Y,Y,N,N
2001,NJ,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2001,OR,Dichloromethane,Y,Y,Y,N,N
2001,TX,Vinyl chloride,Y,Y,N,N,N
2001,NC,Nickel compounds,Y,Y,Y,N,N
2001,SC,Propylene oxide,Y,Y,N,N,N
2001,PA,Vinyl acetate,Y,Y,N,N,N
2001,MT,Polycyclic aromatic compounds,Y,Y,N,Y,N
2001,SC,Dichloromethane,Y,Y,Y,N,N
2001,MA,Cobalt,Y,Y,N,N,N
2001,OH,2-Mercaptobenzothiazole,Y,N,N,N,N
2001,PA,Polychlorinated biphenyls,Y,Y,N,Y,N
2001,PA,"1,3-Butadiene",Y,Y,N,N,N
2001,OK,Trichloroethylene,Y,Y,Y,N,N
2001,AR,Benzene,Y,Y,Y,N,N
2001,TX,Nitrobenzene,Y,Y,N,N,N
2001,MA,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2001,ID,Arsenic compounds,Y,Y,N,N,N
2001,LA,Cobalt compounds,Y,Y,N,N,N
2001,TX,Arsenic,Y,Y,N,N,N
2001,AZ,"1,1,1,2-Tetrachloroethane",Y,N,N,N,N
2001,ME,Lead,Y,N,Y,Y,N
2001,ND,Nickel,Y,Y,Y,N,N
2001,OR,Lindane,Y,Y,N,N,N
2001,GA,Propylene oxide,Y,Y,N,N,N
2001,PR,Polycyclic aromatic compounds,Y,Y,N,Y,N
2001,MS,Epichlorohydrin,Y,Y,N,N,N
2001,DE,Molybdenum trioxide,Y,N,N,N,N
2001,WI,Chloroform,Y,Y,Y,N,N
2001,NY,Vinylidene chloride,Y,Y,N,N,N
2001,AR,Amitrole,Y,N,N,N,N
2001,AR,Chlorophenols,Y,N,N,N,N
2001,TN,Benzoic trichloride,Y,Y,N,N,N
2001,AL,Chlordane,Y,Y,N,Y,N
2001,TN,Aniline,Y,Y,N,N,N
2001,TN,"N,N-Dimethylformamide",Y,Y,N,N,N
2001,TN,o-Anisidine,Y,Y,N,N,N
2001,MI,Cobalt compounds,Y,Y,N,N,N
2001,NY,Benzoic trichloride,Y,Y,N,N,N
2001,AK,Benzene,Y,Y,Y,N,N
2001,PR,Nickel compounds,Y,Y,Y,N,N
2001,LA,Acrolein,Y,Y,N,N,N
2001,NC,Cadmium,Y,Y,Y,N,N
2001,OK,Propylene oxide,Y,Y,N,N,N
2001,NE,"Toluene-2,4-diisocyanate",Y,Y,N,N,N
2001,IL,Vinyl chloride,Y,Y,N,N,N
2001,SC,"4,4&apos;-Diaminodiphenyl ether",Y,Y,N,N,N
2001,CO,Naphthalene,Y,Y,N,N,N
2001,MI,Chloromethyl methyl ether,Y,Y,N,N,N
2001,UT,Carbon tetrachloride,Y,Y,Y,N,N
2001,TX,Quinoline,Y,Y,N,N,N
2001,AK,Cadmium compounds,Y,Y,Y,N,N
2001,WY,Cumene,Y,Y,N,N,N
2001,NY,Hexachlorobenzene,Y,Y,N,Y,N
2001,MI,"2,4-D 2-butoxyethyl ester",Y,Y,N,N,N
2001,OH,2-Nitropropane,Y,Y,N,N,N
2001,OH,"1,3-Propane sultone",Y,Y,N,N,N
2002,CT,Lead,Y,N,Y,Y,N
2002,PA,Styrene,Y,Y,N,N,N
2002,WA,Ethylbenzene,Y,Y,N,N,N
2002,NC,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2002,MI,Epichlorohydrin,Y,Y,N,N,N
2002,MN,Styrene,Y,Y,N,N,N
2002,AZ,Styrene,Y,Y,N,N,N
2002,PA,Cobalt compounds,Y,Y,N,N,N
2002,CT,Cobalt,Y,Y,N,N,N
2002,DE,Cumene,Y,Y,N,N,N
2002,PA,Benzene,Y,Y,Y,N,N
2002,OH,Polycyclic aromatic compounds,Y,Y,N,Y,N
2002,OK,Nickel compounds,Y,Y,Y,N,N
2002,IL,Acrylamide,Y,Y,N,N,N
2002,WV,Naphthalene,Y,Y,N,N,N
2002,MI,Trichloroethylene,Y,Y,Y,N,N
2002,NC,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2002,NH,Lead,Y,N,Y,Y,N
2002,IA,Cumene,Y,Y,N,N,N
2002,MN,Molybdenum trioxide,Y,N,N,N,N
2002,DE,Trichloroethylene,Y,Y,Y,N,N
2002,ND,Cobalt compounds,Y,Y,N,N,N
2002,GA,Ethyl acrylate,Y,Y,N,N,N
2002,GA,Catechol,Y,Y,N,N,N
2002,UT,Polychlorinated biphenyls,Y,Y,N,Y,N
2002,NY,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2002,TX,Nitrobenzene,Y,Y,N,N,N
2002,PA,Chloroform,Y,Y,Y,N,N
2002,NH,"N,N-Dimethylformamide",Y,Y,N,N,N
2002,MS,Vinyl acetate,Y,Y,N,N,N
2002,SC,Aniline,Y,Y,N,N,N
2002,WY,Naphthalene,Y,Y,N,N,N
2002,MT,Catechol,Y,Y,N,N,N
2002,RI,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2002,UT,Ethylene oxide,Y,Y,N,N,N
2002,VI,Nickel compounds,Y,Y,Y,N,N
2002,AR,Ethylene oxide,Y,Y,N,N,N
2002,KS,Acetaldehyde,Y,Y,N,N,N
2002,WV,Quinoline,Y,Y,N,N,N
2002,TN,Acrolein,Y,Y,N,N,N
2002,MO,Cadmium compounds,Y,Y,Y,N,N
2002,LA,Hydrazine sulfate (1:1),Y,N,N,N,N
2002,MI,Chloromethyl methyl ether,Y,Y,N,N,N
2002,TN,Acrylamide,Y,Y,N,N,N
2002,NM,Beryllium compounds,Y,Y,N,N,N
2002,OK,"1,2-Dibromoethane",Y,Y,N,N,N
2002,KY,Polychlorinated biphenyls,Y,Y,N,Y,N
2002,VA,"1,2-Dichloroethane",Y,Y,N,N,N
2002,LA,"1,4-Dioxane",Y,Y,N,N,N
2002,LA,Dichlorobromomethane,Y,N,N,N,N
2002,NC,Epichlorohydrin,Y,Y,N,N,N
2002,WI,Polychlorinated biphenyls,Y,Y,N,Y,N
2002,NV,Naphthalene,Y,Y,N,N,N
2002,NV,Nitrobenzene,Y,Y,N,N,N
2002,NV,Urethane,Y,Y,N,N,N
2002,MA,"4,4&apos;-Methylenebis(2-chloroaniline)",Y,Y,N,N,N
2002,KS,"N,N-Dimethylformamide",Y,Y,N,N,N
2002,NE,Polychlorinated biphenyls,Y,Y,N,Y,N
2002,OK,Vinyl chloride,Y,Y,N,N,N
2002,WY,"1,3-Butadiene",Y,Y,N,N,N
2003,WI,Styrene,Y,Y,N,N,N
2003,NV,Styrene,Y,Y,N,N,N
2003,NE,Naphthalene,Y,Y,N,N,N
2003,VA,Formaldehyde,Y,Y,N,N,N
2003,AZ,Ethylene oxide,Y,Y,N,N,N
2003,PA,Styrene,Y,Y,N,N,N
2003,UT,Styrene,Y,Y,N,N,N
2003,OK,Dichloromethane,Y,Y,Y,N,N
2003,IA,Tetrachloroethylene,Y,Y,Y,N,N
2003,NJ,Nickel,Y,Y,Y,N,N
2003,OH,Cadmium,Y,Y,Y,N,N
2003,WA,Trichloroethylene,Y,Y,Y,N,N
2003,AZ,Nickel,Y,Y,Y,N,N
2003,PA,"1,3-Butadiene",Y,Y,N,N,N
2003,OH,Acrylonitrile,Y,Y,N,N,N
2003,AR,Pyridine,Y,N,N,N,N
2003,AR,Ethyl acrylate,Y,Y,N,N,N
2003,LA,Dichloromethane,Y,Y,Y,N,N
2003,KY,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2003,SC,Aniline,Y,Y,N,N,N
2003,MO,Acetaldehyde,Y,Y,N,N,N
2003,NM,Nickel,Y,Y,Y,N,N
2003,SC,Ethyl acrylate,Y,Y,N,N,N
2003,MO,Methoxone,Y,N,N,N,N
2003,NC,Beryllium,Y,Y,N,N,N
2003,WV,Quinoline,Y,Y,N,N,N
2003,TX,Cadmium compounds,Y,Y,Y,N,N
2003,AR,"1,4-Dioxane",Y,Y,N,N,N
2003,FL,"1,2-Butylene oxide",Y,Y,N,N,N
2003,NV,Nickel,Y,Y,Y,N,N
2003,NM,Polycyclic aromatic compounds,Y,Y,N,Y,N
2003,SC,Diaminotoluene (mixed isomers),Y,N,N,N,N
2003,WV,Vinyl acetate,Y,Y,N,N,N
2003,WV,"1,3-Butadiene",Y,Y,N,N,N
2003,NC,"2,4-D 2-butoxyethyl ester",Y,Y,N,N,N
2003,CO,Benzene,Y,Y,Y,N,N
2003,TN,"Toluene-2,4-diisocyanate",Y,Y,N,N,N
2003,KY,Acetaldehyde,Y,Y,N,N,N
2003,RI,Naphthalene,Y,Y,N,N,N
2003,AL,Diethyl sulfate,Y,Y,N,N,N
2003,AL,Vinylidene chloride,Y,Y,N,N,N
2003,NC,"1,4-Dichlorobenzene",Y,Y,N,N,N
2003,OR,Cadmium,Y,Y,Y,N,N
2003,OR,Heptachlor,Y,Y,N,Y,N
2003,OR,Trichloroethylene,Y,Y,Y,N,N
2003,AL,Cadmium,Y,Y,Y,N,N
2003,NY,Acetaldehyde,Y,Y,N,N,N
2003,VA,Arsenic,Y,Y,N,N,N
2003,GA,Propylene oxide,Y,Y,N,N,N
2003,KS,Formaldehyde,Y,Y,N,N,N
2003,OH,"1,2-Dibromoethane",Y,Y,N,N,N
2003,MO,Tetrachlorvinphos,Y,N,N,N,N
2003,NC,"1,3-Dichloropropylene",Y,Y,N,N,N
2003,KS,Hexachlorobenzene,Y,Y,N,Y,N
2003,AR,Ethyleneimine,Y,Y,N,N,N
2003,PA,Quinoline,Y,Y,N,N,N
2003,AL,Hydrazine,Y,Y,N,N,N
2003,NY,Arsenic,Y,Y,N,N,N
2003,MS,Tetrachloroethylene,Y,Y,Y,N,N
2003,CT,Cobalt,Y,Y,N,N,N
2003,TX,Diazinon,Y,N,N,N,N
2003,NJ,"1,3-Butadiene",Y,Y,N,N,N
2003,IN,Vinyl acetate,Y,Y,N,N,N
2003,MI,Polychlorinated alkanes (C10-C13),Y,N,N,N,N
2003,RI,Ethylbenzene,Y,Y,N,N,N
2003,TX,"3,3&apos;-Dichlorobenzidine",Y,Y,N,N,N
2003,NH,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2003,OH,Benzidine,Y,Y,N,N,N
2003,AK,Formaldehyde,Y,Y,N,N,N
2003,KS,"1,2-Dichloroethane",Y,Y,N,N,N
2003,AZ,Tetrachloroethylene,Y,Y,Y,N,N
2003,ND,Cumene,Y,Y,N,N,N
2003,KS,Molybdenum trioxide,Y,N,N,N,N
2003,LA,"1,2-Butylene oxide",Y,Y,N,N,N
2003,MN,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2003,OK,Catechol,Y,Y,N,N,N
2003,IN,Creosote,Y,N,N,N,N
2004,LA,Molybdenum trioxide,Y,N,N,N,N
2004,LA,Styrene,Y,Y,N,N,N
2004,LA,Polycyclic aromatic compounds,Y,Y,N,Y,N
2004,AZ,Lead,Y,N,Y,Y,N
2004,TN,Beryllium compounds,Y,Y,N,N,N
2004,CA,Ethyl acrylate,Y,Y,N,N,N
2004,TX,Vinyl acetate,Y,Y,N,N,N
2004,NJ,Styrene,Y,Y,N,N,N
2004,KS,Methyl isobutyl ketone,Y,Y,Y,N,N
2004,OH,Methyl isobutyl ketone,Y,Y,Y,N,N
2004,MD,Lead,Y,N,Y,Y,N
2004,LA,"1,2-Dichloroethane",Y,Y,N,N,N
2004,SD,Acetaldehyde,Y,Y,N,N,N
2004,NC,"2,4-D 2-butoxyethyl ester",Y,Y,N,N,N
2004,CT,Naphthalene,Y,Y,N,N,N
2004,LA,Chloroprene,Y,Y,N,N,N
2004,MI,"Toluene-2,6-diisocyanate",Y,N,N,N,N
2004,MD,Formaldehyde,Y,Y,N,N,N
2004,IA,Polycyclic aromatic compounds,Y,Y,N,Y,N
2004,IA,"1,3-Butadiene",Y,Y,N,N,N
2004,GA,Acrylamide,Y,Y,N,N,N
2004,NC,Catechol,Y,Y,N,N,N
2004,WI,Dimethyl sulfate,Y,Y,N,N,N
2004,NJ,Chlordane,Y,Y,N,Y,N
2004,PR,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2004,WY,Formaldehyde,Y,Y,N,N,N
2004,MS,Acrolein,Y,Y,N,N,N
2004,KS,Polycyclic aromatic compounds,Y,Y,N,Y,N
2004,MD,Catechol,Y,Y,N,N,N
2004,MI,Beryllium compounds,Y,Y,N,N,N
2004,MI,Creosote,Y,N,N,N,N
2004,OH,Asbestos (friable),Y,Y,N,N,N
2004,AR,Asbestos (friable),Y,Y,N,N,N
2004,AL,Aniline,Y,Y,N,N,N
2004,IL,"2,4-D 2-butoxyethyl ester",Y,Y,N,N,N
2004,IL,Mecoprop,Y,N,N,N,N
2004,OH,"1,2-Dibromoethane",Y,Y,N,N,N
2004,LA,Dichlorobromomethane,Y,N,N,N,N
2004,NE,Aniline,Y,Y,N,N,N
2004,NE,Hexachlorobenzene,Y,Y,N,Y,N
2004,NE,Catechol,Y,Y,N,N,N
2004,SC,"1,3-Butadiene",Y,Y,N,N,N
2004,MD,Propylene oxide,Y,Y,N,N,N
2004,TX,Heptachlor,Y,Y,N,Y,N
2004,CA,Acrolein,Y,Y,N,N,N
2004,OH,Dimethylcarbamoyl chloride,Y,Y,N,N,N
2004,KS,Aniline,Y,Y,N,N,N
2004,AR,Methyl acrylate,Y,N,N,N,N
2004,MA,Ethyl acrylate,Y,Y,N,N,N
2004,GA,"1,4-Dichlorobenzene",Y,Y,N,N,N
2004,KY,Methyl acrylate,Y,N,N,N,N
2004,AR,Pyridine,Y,N,N,N,N
2004,AR,"1,1,1,2-Tetrachloroethane",Y,N,N,N,N
2004,AR,"1,2-Dibromoethane",Y,Y,N,N,N
2004,CO,"N,N-Dimethylformamide",Y,Y,N,N,N
2004,TX,"trans-1,3-Dichloropropene",Y,N,N,N,N
2004,IA,Polychlorinated alkanes (C10-C13),Y,N,N,N,N
2004,DC,Lead,Y,N,Y,Y,N
2004,IL,Vinylidene chloride,Y,Y,N,N,N
2004,AR,Cadmium compounds,Y,Y,Y,N,N
2004,MS,o-Toluidine,Y,Y,N,N,N
2004,MN,Arsenic compounds,Y,Y,N,N,N
2005,OH,Styrene,Y,Y,N,N,N
2005,KS,Nickel,Y,Y,Y,N,N
2005,MO,Polycyclic aromatic compounds,Y,Y,N,Y,N
2005,IL,Methyl isobutyl ketone,Y,Y,Y,N,N
2005,FL,Nickel,Y,Y,Y,N,N
2005,MD,Polycyclic aromatic compounds,Y,Y,N,Y,N
2005,KY,Methyl isobutyl ketone,Y,Y,Y,N,N
2005,CA,Nickel,Y,Y,Y,N,N
2005,IL,Creosote,Y,N,N,N,N
2005,TX,Ethyl acrylate,Y,Y,N,N,N
2005,SC,Diethyl sulfate,Y,Y,N,N,N
2005,PA,Naphthalene,Y,Y,N,N,N
2005,TX,Trichloroethylene,Y,Y,Y,N,N
2005,LA,Aniline,Y,Y,N,N,N
2005,MA,Naphthalene,Y,Y,N,N,N
2005,MI,Naphthalene,Y,Y,N,N,N
2005,NH,Styrene,Y,Y,N,N,N
2005,CO,"1,1,1,2-Tetrachloroethane",Y,N,N,N,N
2005,ND,Acetaldehyde,Y,Y,N,N,N
2005,GA,Arsenic,Y,Y,N,N,N
2005,LA,o-Toluidine,Y,Y,N,N,N
2005,LA,Carbon tetrachloride,Y,Y,Y,N,N
2005,LA,Dichlorobromomethane,Y,N,N,N,N
2005,AR,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2005,IN,Polychlorinated biphenyls,Y,Y,N,Y,N
2005,VA,Acrylamide,Y,Y,N,N,N
2005,OH,"1,4-Dichlorobenzene",Y,Y,N,N,N
2005,IL,Cadmium compounds,Y,Y,Y,N,N
2005,WY,Molybdenum trioxide,Y,N,N,N,N
2005,IA,"2,4-D 2-ethylhexyl ester",Y,Y,N,N,N
2005,NE,Cobalt,Y,Y,N,N,N
2005,OR,Pentachlorophenol,Y,Y,N,N,N
2005,MI,Pyridine,Y,N,N,N,N
2005,MO,"1,2-Dichloroethane",Y,Y,N,N,N
2005,RI,Styrene,Y,Y,N,N,N
2005,MI,Ethylene oxide,Y,Y,N,N,N
2005,FL,Cobalt,Y,Y,N,N,N
2005,KS,"1,2-Dichloroethane",Y,Y,N,N,N
2005,NC,Tetrachloroethylene,Y,Y,Y,N,N
2005,TX,Pyridine,Y,N,N,N,N
2005,IL,"1,2-Dichloroethane",Y,Y,N,N,N
2005,GA,Dimethyl sulfate,Y,Y,N,N,N
2005,NJ,Ethyl acrylate,Y,Y,N,N,N
2005,VT,Methyl isobutyl ketone,Y,Y,Y,N,N
2005,HI,Ethylbenzene,Y,Y,N,N,N
2005,TX,Nitrobenzene,Y,Y,N,N,N
2005,NE,Pentachlorophenol,Y,Y,N,N,N
2005,NJ,Hydrazine,Y,Y,N,N,N
2005,IL,Molybdenum trioxide,Y,N,N,N,N
2005,MI,Acrolein,Y,Y,N,N,N
2005,TX,Quinoline,Y,Y,N,N,N
2005,WA,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2005,WI,"Toluene-2,6-diisocyanate",Y,N,N,N,N
2005,VT,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2005,LA,"1,1-Dimethylhydrazine",Y,Y,N,N,N
2005,NM,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2005,WY,"1,3-Butadiene",Y,Y,N,N,N
2005,DC,Nickel compounds,Y,Y,Y,N,N
2005,TX,Propyleneimine,Y,Y,N,N,N
2006,GA,Toluene diisocyanate (mixed isomers),Y,N,N,N,N
2006,PA,Lead,Y,N,Y,Y,N
2006,OH,Naphthalene,Y,Y,N,N,N
2006,CA,Nickel compounds,Y,Y,Y,N,N
2006,OR,Cobalt,Y,Y,N,N,N
2006,ME,Naphthalene,Y,Y,N,N,N
2006,IL,Nickel compounds,Y,Y,Y,N,N
2006,KY,Cobalt compounds,Y,Y,N,N,N
2006,WI,"Toluene-2,4-diisocyanate",Y,Y,N,N,N
2006,CT,Trichloroethylene,Y,Y,Y,N,N
2006,SD,Lead,Y,N,Y,Y,N
2006,NY,Nickel,Y,Y,Y,N,N
2006,MD,Dichloromethane,Y,Y,Y,N,N
2006,TN,Acetaldehyde,Y,Y,N,N,N
2006,OK,Dichloromethane,Y,Y,Y,N,N
2006,PA,Molybdenum trioxide,Y,N,N,N,N
2006,NE,Cobalt,Y,Y,N,N,N
2006,AR,"1,2-Dichloroethane",Y,Y,N,N,N
2006,AL,Cobalt compounds,Y,Y,N,N,N
2006,PR,Methyl isobutyl ketone,Y,Y,Y,N,N
2006,ID,Styrene,Y,Y,N,N,N
2006,GU,Naphthalene,Y,Y,N,N,N
2006,AL,Vinyl acetate,Y,Y,N,N,N
2006,OH,"1,2-Dibromoethane",Y,Y,N,N,N
2006,OH,Toxaphene,Y,Y,N,Y,N
2006,IA,"2,4-Dinitrotoluene",Y,Y,N,N,N
2006,DE,Nickel compounds,Y,Y,Y,N,N
2006,TX,Carbon tetrachloride,Y,Y,Y,N,N
2006,TX,Hexachloroethane,Y,Y,N,N,N
2006,MO,Malathion,Y,N,N,N,N
2006,SC,p-Cresidine,Y,N,N,N,N
2006,NH,"N,N-Dimethylformamide",Y,Y,N,N,N
2006,KY,Diethyl sulfate,Y,Y,N,N,N
2006,KY,"Toluene-2,4-diisocyanate",Y,Y,N,N,N
2006,MI,Epichlorohydrin,Y,Y,N,N,N
2006,IN,Propylene oxide,Y,Y,N,N,N
2006,VA,Benzene,Y,Y,Y,N,N
2006,KY,Ethyl acrylate,Y,Y,N,N,N
2006,MN,"1,2-Dichloroethane",Y,Y,N,N,N
2006,NC,"1,3-Butadiene",Y,Y,N,N,N
2006,VI,Polycyclic aromatic compounds,Y,Y,N,Y,N
2006,AL,Acrylonitrile,Y,Y,N,N,N
2006,MI,Diaminotoluene (mixed isomers),Y,N,N,N,N
2006,MS,Naphthalene,Y,Y,N,N,N
2006,TN,Creosote,Y,N,N,N,N
2006,VT,Trichloroethylene,Y,Y,Y,N,N
2006,IL,"1,4-Dioxane",Y,Y,N,N,N
2006,LA,Ethyl acrylate,Y,Y,N,N,N
2006,NV,Chlordane,Y,Y,N,Y,N
2006,CO,Trichloroethylene,Y,Y,Y,N,N
2006,PA,Carbon tetrachloride,Y,Y,Y,N,N
2006,CT,Acrylamide,Y,Y,N,N,N
2006,DE,Propylene oxide,Y,Y,N,N,N
2006,NE,Cadmium,Y,Y,Y,N,N
2006,NE,Chloroform,Y,Y,Y,N,N
2006,AR,Arsenic compounds,Y,Y,N,N,N
2006,WA,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2006,TX,Malathion,Y,N,N,N,N
2006,NH,Vinyl acetate,Y,Y,N,N,N
2006,NY,Propylene oxide,Y,Y,N,N,N
2006,FL,Acrylonitrile,Y,Y,N,N,N
2006,WV,"2,6-Xylidine",Y,N,N,N,N
2006,IA,"1,3-Butadiene",Y,Y,N,N,N
2006,OR,Chlordane,Y,Y,N,Y,N
2006,WI,Vinyl acetate,Y,Y,N,N,N
2006,PR,Polychlorinated alkanes (C10-C13),Y,N,N,N,N
2006,NC,Cadmium compounds,Y,Y,Y,N,N
2007,CA,Ethyl acrylate,Y,Y,N,N,N
2007,CO,Nickel,Y,Y,Y,N,N
2007,LA,Formaldehyde,Y,Y,N,N,N
2007,CO,Ethylene oxide,Y,Y,N,N,N
2007,VA,Formaldehyde,Y,Y,N,N,N
2007,CA,Lead,Y,N,Y,Y,N
2007,OH,Methyl isobutyl ketone,Y,Y,Y,N,N
2007,WI,Nickel,Y,Y,Y,N,N
2007,CT,Styrene,Y,Y,N,N,N
2007,NE,Lead,Y,N,Y,Y,N
2007,KY,Formaldehyde,Y,Y,N,N,N
2007,CA,"1,4-Dioxane",Y,Y,N,N,N
2007,OR,Arsenic compounds,Y,Y,N,N,N
2007,NJ,Ethylbenzene,Y,Y,N,N,N
2007,LA,Nickel,Y,Y,Y,N,N
2007,TN,Acetaldehyde,Y,Y,N,N,N
2007,CA,Benzene,Y,Y,Y,N,N
2007,TN,Cobalt,Y,Y,N,N,N
2007,AR,"1,2-Butylene oxide",Y,Y,N,N,N
2007,WV,Arsenic,Y,Y,N,N,N
2007,UT,Dioxin and dioxin-like compounds,Y,Y,N,Y,N
2007,WA,Catechol,Y,Y,N,N,N
2007,OH,Cadmium compounds,Y,Y,Y,N,N
2007,CA,Di(2-ethylhexyl) phthalate,Y,Y,N,N,N
2007,AL,Cadmium compounds,Y,Y,Y,N,N
2007,AL,Beryllium compounds,Y,Y,N,N,N
2007,VA,Methyl acrylate,Y,N,N,N,N
2007,LA,Hydrazine,Y,Y,N,N,N
