"WeightedAvg_Days_with_AQI","WeightedAvg_Good_Days","WeightedAvg_Moderate_Days","WeightedAvg_Unhealthy_for_Sensitive_Groups_Days","WeightedAvg_Unhealthy_Days","WeightedAvg_Very_Unhealthy_Days","WeightedAvg_Hazardous_Days","WeightedAvg_Max_AQI","WeightedAvg_90th_Percentile_AQI","WeightedAvg_Median_AQI","WeightedAvg_Days_CO","WeightedAvg_Days_NO2","WeightedAvg_Days_Ozone","WeightedAvg_Days_PM2.5","WeightedAvg_Days_PM10"
324.668942686253,210.81824144772,103.420816082257,8.36046788818467,1.80951370278995,0.212152792547535,0.0477507727536972,146.255212099621,70.3918872972998,42.7279229054121,3.81698380289345,10.3292378273569,162.727628839546,131.683340688672,16.1117515277837
