state,avg_max_aqi,avg_x90th_percentile_aqi,avg_median_aqi,year,avg_max_aqi_2020,avg_x90th_percentile_aqi_2020,avg_median_aqi_2020
South Carolina,109.42105263157895,60.26315789473684,43.68421052631579,2012,NA,NA,NA
South Dakota,106,64,42.888888888888886,2012,NA,NA,NA
Tennessee,139.69565217391303,70.26086956521739,42.30434782608695,2012,NA,NA,NA
Texas,154.48837209302326,71.27906976744185,45.372093023255815,2012,NA,NA,NA
Utah,129.66666666666666,75.93333333333334,46.333333333333336,2012,NA,NA,NA
Vermont,94.5,56.5,35.25,2012,NA,NA,NA
Virgin Islands,78.5,60.5,23,2012,NA,NA,NA
Virginia,108.10526315789474,55.31578947368421,35.36842105263158,2012,NA,NA,NA
Washington,129.6551724137931,58.89655172413793,33.172413793103445,2012,NA,NA,NA
West Virginia,123.13333333333334,70,44.13333333333333,2012,NA,NA,NA
Wisconsin,139.74193548387098,74.35483870967742,39.70967741935484,2012,NA,NA,NA
Wyoming,122.6842105263158,64.05263157894737,37.526315789473685,2012,NA,NA,NA
Alabama,86.77777777777777,57,41.27777777777778,2013,NA,NA,NA
Alaska,112.375,54.375,24.75,2013,NA,NA,NA
Arizona,244.53846153846155,75,45.07692307692308,2013,NA,NA,NA
Arkansas,93.9090909090909,62.18181818181818,44.09090909090909,2013,NA,NA,NA
California,226.85185185185185,88.5,53.48148148148148,2013,NA,NA,NA
Colorado,167.16666666666666,67.6,40.36666666666667,2013,NA,NA,NA
Connecticut,156.75,72.25,47.875,2013,NA,NA,NA
Country Of Mexico,381.5,95.5,31.5,2013,NA,NA,NA
Delaware,123,66,47,2013,NA,NA,NA
District Of Columbia,101,72,55,2013,NA,NA,NA
Florida,100.57894736842105,54.13157894736842,39.63157894736842,2013,NA,NA,NA
Georgia,98.375,60,45.09375,2013,NA,NA,NA
Hawaii,76,56,38.5,2013,NA,NA,NA
Idaho,126.53846153846153,57.92307692307692,30.46153846153846,2013,NA,NA,NA
Illinois,103.43478260869566,58.04347826086956,40.869565217391305,2013,NA,NA,NA
Indiana,102.33333333333333,63.30555555555556,46.916666666666664,2013,NA,NA,NA
Iowa,101.47368421052632,61.89473684210526,46.78947368421053,2013,NA,NA,NA
Kansas,88.61538461538461,51.61538461538461,33.92307692307692,2013,NA,NA,NA
Kentucky,93.58620689655173,55.41379310344828,41.44827586206897,2013,NA,NA,NA
Louisiana,114.63636363636364,59.81818181818182,43.40909090909091,2013,NA,NA,NA
Maine,117.45454545454545,51.18181818181818,36.18181818181818,2013,NA,NA,NA
Maryland,116.86666666666666,66.06666666666666,45.4,2013,NA,NA,NA
Massachusetts,120.33333333333333,61,42.666666666666664,2013,NA,NA,NA
Michigan,112.39285714285714,63.035714285714285,40.17857142857143,2013,NA,NA,NA
Minnesota,89.4,58.15,38,2013,NA,NA,NA
Mississippi,98.8,55,40.9,2013,NA,NA,NA
Missouri,109.38095238095238,64.76190476190476,45.38095238095238,2013,NA,NA,NA
Montana,93.36842105263158,53.63157894736842,32,2013,NA,NA,NA
Nebraska,84.9090909090909,54.45454545454545,31.90909090909091,2013,NA,NA,NA
Nevada,219.6,64.3,39.2,2013,NA,NA,NA
New Hampshire,103.28571428571429,60.142857142857146,40.57142857142857,2013,NA,NA,NA
New Jersey,122.9375,64.25,42.375,2013,NA,NA,NA
New Mexico,140.66666666666666,60.55555555555556,35.5,2013,NA,NA,NA
New York,106.72413793103448,55.89655172413793,38.689655172413794,2013,NA,NA,NA
North Carolina,92.65217391304348,56.56521739130435,42,2013,NA,NA,NA
North Dakota,82.88888888888889,54.333333333333336,39.44444444444444,2013,NA,NA,NA
Ohio,111.3157894736842,61.89473684210526,44.26315789473684,2013,NA,NA,NA
Oklahoma,110.69565217391305,64.95652173913044,42.608695652173914,2013,NA,NA,NA
Oregon,142.45833333333334,69.29166666666667,39.458333333333336,2013,NA,NA,NA
Pennsylvania,124.5,65.76315789473684,46.921052631578945,2013,NA,NA,NA
Puerto Rico,58.416666666666664,38.5,19.916666666666668,2013,NA,NA,NA
Rhode Island,154,60.333333333333336,43.666666666666664,2013,NA,NA,NA
South Carolina,84.47368421052632,53.05263157894737,39.526315789473685,2013,NA,NA,NA
South Dakota,90.55555555555556,59.111111111111114,42.333333333333336,2013,NA,NA,NA
Tennessee,87.96,57.44,43,2013,NA,NA,NA
Texas,126.55813953488372,67.37209302325581,43.04651162790697,2013,NA,NA,NA
Utah,144.86666666666667,86.26666666666667,46.46666666666667,2013,NA,NA,NA
Vermont,105,56.25,35.75,2013,NA,NA,NA
Virgin Islands,79.5,61,27.5,2013,NA,NA,NA
Virginia,84.27777777777777,48.94444444444444,33.52777777777778,2013,NA,NA,NA
Washington,113.82758620689656,62.03448275862069,34.37931034482759,2013,NA,NA,NA
West Virginia,99.2,58.266666666666666,40,2013,NA,NA,NA
Wisconsin,95.40625,58.21875,37.875,2013,NA,NA,NA
Wyoming,108.33333333333333,54.55555555555556,37.27777777777778,2013,NA,NA,NA
Alabama,93.77777777777777,58.94444444444444,41.77777777777778,2014,NA,NA,NA
Alaska,139.375,62,27,2014,NA,NA,NA
Arizona,211.07692307692307,73.46153846153847,44.61538461538461,2014,NA,NA,NA
Arkansas,89.18181818181819,60.18181818181818,42.45454545454545,2014,NA,NA,NA
California,216.9814814814815,86.01851851851852,52.51851851851852,2014,NA,NA,NA
Colorado,105.16666666666667,57.333333333333336,37.233333333333334,2014,NA,NA,NA
Connecticut,132.25,69.875,45.125,2014,NA,NA,NA
Country Of Mexico,126,93,48,2014,NA,NA,NA
Delaware,122,69.66666666666667,49.666666666666664,2014,NA,NA,NA
District Of Columbia,140,71,53,2014,NA,NA,NA
Florida,101.25641025641026,55.48717948717949,40.794871794871796,2014,NA,NA,NA
Georgia,104.125,61.9375,47.78125,2014,NA,NA,NA
Hawaii,127.5,52.25,35.5,2014,NA,NA,NA
Idaho,116.7,55.1,31.8,2014,NA,NA,NA
Illinois,104.6086956521739,60.17391304347826,40.91304347826087,2014,NA,NA,NA
Indiana,111.56410256410257,64.7948717948718,46.87179487179487,2014,NA,NA,NA
Iowa,100.57894736842105,61.63157894736842,44.89473684210526,2014,NA,NA,NA
Kansas,100.91666666666667,51.583333333333336,34,2014,NA,NA,NA
Kentucky,96.03448275862068,58.44827586206897,41.793103448275865,2014,NA,NA,NA
Louisiana,114.0909090909091,60.59090909090909,43.72727272727273,2014,NA,NA,NA
Maine,93.54545454545455,51.18181818181818,36,2014,NA,NA,NA
Maryland,107.375,66.125,46.5625,2014,NA,NA,NA
Massachusetts,95.46153846153847,58.38461538461539,42.92307692307692,2014,NA,NA,NA
Michigan,111.39285714285714,64.07142857142857,42.57142857142857,2014,NA,NA,NA
Minnesota,93.52380952380952,56.857142857142854,36.61904761904762,2014,NA,NA,NA
Mississippi,103.3,54.9,41.7,2014,NA,NA,NA
Missouri,107.28571428571429,63.714285714285715,43.80952380952381,2014,NA,NA,NA
Montana,112.73684210526316,54.36842105263158,31.68421052631579,2014,NA,NA,NA
Nebraska,84.0909090909091,51.72727272727273,30.09090909090909,2014,NA,NA,NA
Nevada,219.44444444444446,65.88888888888889,42.888888888888886,2014,NA,NA,NA
New Hampshire,106.42857142857143,56.285714285714285,40.857142857142854,2014,NA,NA,NA
New Jersey,124.625,61.75,43.0625,2014,NA,NA,NA
New Mexico,112.70588235294117,52.470588235294116,35.294117647058826,2014,NA,NA,NA
New York,103.96551724137932,53.93103448275862,38.41379310344828,2014,NA,NA,NA
North Carolina,91.91304347826087,59.82608695652174,44.5,2014,NA,NA,NA
North Dakota,117.66666666666667,51.333333333333336,36.333333333333336,2014,NA,NA,NA
Ohio,110.21052631578948,63.05263157894737,44.526315789473685,2014,NA,NA,NA
Oklahoma,106.36363636363636,60.77272727272727,41.63636363636363,2014,NA,NA,NA
Oregon,128.47826086956522,62.78260869565217,34.08695652173913,2014,NA,NA,NA
Pennsylvania,111.34210526315789,63.55263157894737,47.23684210526316,2014,NA,NA,NA
Puerto Rico,71.75,40.083333333333336,19.5,2014,NA,NA,NA
Rhode Island,106.33333333333333,54.333333333333336,40.333333333333336,2014,NA,NA,NA
South Carolina,89.78947368421052,55.63157894736842,42.10526315789474,2014,NA,NA,NA
South Dakota,91.33333333333333,53.666666666666664,36.333333333333336,2014,NA,NA,NA
Tennessee,92.20833333333333,59.5,42.833333333333336,2014,NA,NA,NA
Texas,110.3953488372093,61.674418604651166,42.53488372093023,2014,NA,NA,NA
Utah,118.26666666666667,62.86666666666667,42.86666666666667,2014,NA,NA,NA
Vermont,86.5,57.25,33.75,2014,NA,NA,NA
Virgin Islands,86.5,62,40.5,2014,NA,NA,NA
Virginia,79.37142857142857,48.77142857142857,34.457142857142856,2014,NA,NA,NA
Washington,106.55172413793103,57.55172413793103,31.586206896551722,2014,NA,NA,NA
West Virginia,89.73333333333333,57.2,39.06666666666667,2014,NA,NA,NA
Wisconsin,113.5,60.80769230769231,41.07692307692308,2014,NA,NA,NA
Wyoming,89.89473684210526,50.68421052631579,35.89473684210526,2014,NA,NA,NA
Alabama,106.77777777777777,60.388888888888886,44.94444444444444,2015,NA,NA,NA
Alaska,105.125,57.375,26.625,2015,NA,NA,NA
Arizona,178.15384615384616,67.15384615384616,41.38461538461539,2015,NA,NA,NA
Arkansas,85.36363636363636,58.45454545454545,41.27272727272727,2015,NA,NA,NA
California,254.8148148148148,86.0925925925926,52.648148148148145,2015,NA,NA,NA
Colorado,110.03225806451613,55.54838709677419,36.096774193548384,2015,NA,NA,NA
Connecticut,149.5,71.875,44.5,2015,NA,NA,NA
Country Of Mexico,174,141,73,2015,NA,NA,NA
Delaware,129,71.66666666666667,47,2015,NA,NA,NA
District Of Columbia,126,76,53,2015,NA,NA,NA
Florida,85.23076923076923,53.12820512820513,38.84615384615385,2015,NA,NA,NA
Georgia,107.53125,58.96875,44.25,2015,NA,NA,NA
Hawaii,75.25,56,38,2015,NA,NA,NA
Idaho,170.75,59.5,30.9,2015,NA,NA,NA
Illinois,104.56521739130434,59.56521739130435,42,2015,NA,NA,NA
Indiana,108.2051282051282,61.94871794871795,44.76923076923077,2015,NA,NA,NA
Iowa,105.36842105263158,58.94736842105263,43.68421052631579,2015,NA,NA,NA
Kansas,97.18181818181819,52.18181818181818,33.72727272727273,2015,NA,NA,NA
Kentucky,101.92857142857143,58.357142857142854,42.607142857142854,2015,NA,NA,NA
Louisiana,108.45454545454545,59.22727272727273,41.5,2015,NA,NA,NA
Maine,99.83333333333333,52.25,36.75,2015,NA,NA,NA
Maryland,125,69.875,46.875,2015,NA,NA,NA
Massachusetts,119.07692307692308,58.46153846153846,40.07692307692308,2015,NA,NA,NA
Michigan,116.85714285714286,61.892857142857146,42.035714285714285,2015,NA,NA,NA
Minnesota,110.76190476190476,53.95238095238095,36.095238095238095,2015,NA,NA,NA
Mississippi,87.81818181818181,55.09090909090909,40.18181818181818,2015,NA,NA,NA
Missouri,103.0952380952381,60,42.42857142857143,2015,NA,NA,NA
Montana,180.52631578947367,59.26315789473684,32.94736842105263,2015,NA,NA,NA
Nebraska,85.72727272727273,49.54545454545455,30.727272727272727,2015,NA,NA,NA
Nevada,134,65.66666666666667,41.666666666666664,2015,NA,NA,NA
New Hampshire,119.28571428571429,56,40.285714285714285,2015,NA,NA,NA
New Jersey,132.8125,68.6875,42.375,2015,NA,NA,NA
New Mexico,90.5,50.3125,32.125,2015,NA,NA,NA
New York,111.96551724137932,57.10344827586207,38.96551724137931,2015,NA,NA,NA
North Carolina,88.88636363636364,59.79545454545455,43.18181818181818,2015,NA,NA,NA
North Dakota,152.5,54.3,35.5,2015,NA,NA,NA
Ohio,109.07692307692308,63.76923076923077,42.69230769230769,2015,NA,NA,NA
Oklahoma,97.04347826086956,55.21739130434783,38.608695652173914,2015,NA,NA,NA
Oregon,171.6086956521739,64.95652173913044,35.391304347826086,2015,NA,NA,NA
Pennsylvania,118.24324324324324,68.13513513513513,46.972972972972975,2015,NA,NA,NA
Puerto Rico,82.1,46.4,22,2015,NA,NA,NA
Rhode Island,163.33333333333334,62.666666666666664,44.666666666666664,2015,NA,NA,NA
South Carolina,84.89473684210526,53.05263157894737,39.26315789473684,2015,NA,NA,NA
South Dakota,120.4,55.3,38.2,2015,NA,NA,NA
Tennessee,90.625,57.875,41.208333333333336,2015,NA,NA,NA
Texas,122.73170731707317,64.8048780487805,41.609756097560975,2015,NA,NA,NA
Utah,127.14285714285714,66.42857142857143,41.92857142857143,2015,NA,NA,NA
Vermont,96,57,34,2015,NA,NA,NA
Virgin Islands,81,70,43,2015,NA,NA,NA
Virginia,80.65714285714286,50.22857142857143,34.82857142857143,2015,NA,NA,NA
Washington,166.06896551724137,60.13793103448276,33.793103448275865,2015,NA,NA,NA
West Virginia,101.06666666666666,59.86666666666667,39.53333333333333,2015,NA,NA,NA
Wisconsin,109.18518518518519,59.407407407407405,39.74074074074074,2015,NA,NA,NA
Wyoming,110.78947368421052,53.10526315789474,35.89473684210526,2015,NA,NA,NA
Alabama,113.05555555555556,58.388888888888886,44.27777777777778,2016,NA,NA,NA
Alaska,92.28571428571429,56.285714285714285,28.571428571428573,2016,NA,NA,NA
Arizona,237.3846153846154,66.07692307692308,44.07692307692308,2016,NA,NA,NA
Arkansas,85.0909090909091,56.54545454545455,42.45454545454545,2016,NA,NA,NA
California,283.14814814814815,84.33333333333333,50.074074074074076,2016,NA,NA,NA
Colorado,104.21875,54.71875,36.03125,2016,NA,NA,NA
Connecticut,164.625,70.875,42.875,2016,NA,NA,NA
Country Of Mexico,194,126,67,2016,NA,NA,NA
Delaware,139.66666666666666,66,45.666666666666664,2016,NA,NA,NA
District Of Columbia,129,71,53,2016,NA,NA,NA
Florida,95.97435897435898,54.256410256410255,41.256410256410255,2016,NA,NA,NA
Georgia,130.21875,61.03125,44.5,2016,NA,NA,NA
Hawaii,92.5,53.75,35.75,2016,NA,NA,NA
Idaho,109.7,58.1,31.35,2016,NA,NA,NA
Illinois,115.34782608695652,59.30434782608695,41.43478260869565,2016,NA,NA,NA
Indiana,114.62162162162163,63.5945945945946,42.62162162162162,2016,NA,NA,NA
Iowa,98.6842105263158,57.05263157894737,41.421052631578945,2016,NA,NA,NA
Kansas,104.72727272727273,51.27272727272727,33.90909090909091,2016,NA,NA,NA
Kentucky,112.03571428571429,59,43.57142857142857,2016,NA,NA,NA
Louisiana,97.86363636363636,56.45454545454545,41.86363636363637,2016,NA,NA,NA
Maine,99.81818181818181,52.45454545454545,34.81818181818182,2016,NA,NA,NA
Maryland,131.0625,68.75,44.9375,2016,NA,NA,NA
Massachusetts,121.3076923076923,55.23076923076923,38.61538461538461,2016,NA,NA,NA
Michigan,123.60714285714286,63.07142857142857,39.785714285714285,2016,NA,NA,NA
Minnesota,103.35,50.85,32.05,2016,NA,NA,NA
Mississippi,86,54.54545454545455,41.54545454545455,2016,NA,NA,NA
Missouri,104.95238095238095,58.333333333333336,40.80952380952381,2016,NA,NA,NA
Montana,123.6842105263158,50.36842105263158,30.68421052631579,2016,NA,NA,NA
Nebraska,81.1,49.5,29.6,2016,NA,NA,NA
Nevada,150.33333333333334,59.666666666666664,38.55555555555556,2016,NA,NA,NA
New Hampshire,99.85714285714286,53.714285714285715,37.285714285714285,2016,NA,NA,NA
New Jersey,137.5625,65.125,44.375,2016,NA,NA,NA
New Mexico,121.75,49.9375,32.25,2016,NA,NA,NA
New York,119.41379310344827,54.724137931034484,37.41379310344828,2016,NA,NA,NA
North Carolina,115.72222222222223,59.111111111111114,42.30555555555556,2016,NA,NA,NA
North Dakota,93.4,44,30.9,2016,NA,NA,NA
Ohio,110.2051282051282,62.56410256410256,41.666666666666664,2016,NA,NA,NA
Oklahoma,93,51.88,38.12,2016,NA,NA,NA
Oregon,92.5,56.22727272727273,30,2016,NA,NA,NA
Pennsylvania,126.67567567567568,63.7027027027027,45.567567567567565,2016,NA,NA,NA
Puerto Rico,121.9090909090909,46.18181818181818,22,2016,NA,NA,NA
Rhode Island,146,57.666666666666664,40.666666666666664,2016,NA,NA,NA
South Carolina,117.6,53.7,40.5,2016,NA,NA,NA
South Dakota,90.8,51.2,33.5,2016,NA,NA,NA
Tennessee,113.45833333333333,57.541666666666664,41,2016,NA,NA,NA
Texas,106.02380952380952,57.357142857142854,40.19047619047619,2016,NA,NA,NA
Utah,126.42857142857143,65,41.07142857142857,2016,NA,NA,NA
Vermont,84.75,48.25,31,2016,NA,NA,NA
Virgin Islands,68,57.5,36,2016,NA,NA,NA
Virginia,91.82352941176471,48.38235294117647,32.705882352941174,2016,NA,NA,NA
Washington,91.06896551724138,51.724137931034484,29.689655172413794,2016,NA,NA,NA
West Virginia,96.71428571428571,56.07142857142857,38.785714285714285,2016,NA,NA,NA
Wisconsin,118.70370370370371,59.81481481481482,37.851851851851855,2016,NA,NA,NA
Wyoming,94.88888888888889,52.166666666666664,37.833333333333336,2016,NA,NA,NA
Alabama,106.88888888888889,58.333333333333336,42.888888888888886,2017,NA,NA,NA
Alaska,96.42857142857143,53.714285714285715,25.428571428571427,2017,NA,NA,NA
Arizona,148.92307692307693,70.76923076923077,45.30769230769231,2017,NA,NA,NA
Arkansas,85.9090909090909,57.18181818181818,44.09090909090909,2017,NA,NA,NA
California,316,89.84905660377359,52.56603773584906,2017,NA,NA,NA
Colorado,99.96875,58.21875,37.4375,2017,NA,NA,NA
Connecticut,151.5,59.125,40.625,2017,NA,NA,NA
Country Of Mexico,370.5,92.5,52,2017,NA,NA,NA
Delaware,122.33333333333333,63.666666666666664,45.333333333333336,2017,NA,NA,NA
District Of Columbia,119,69,56,2017,NA,NA,NA
Florida,106.1025641025641,55.56410256410256,41.41025641025641,2017,NA,NA,NA
Georgia,107.51612903225806,57.70967741935484,43.25806451612903,2017,NA,NA,NA
Hawaii,78.25,51.75,33.25,2017,NA,NA,NA
Idaho,219.5,69.15,35.8,2017,NA,NA,NA
Illinois,112.73913043478261,61.82608695652174,44.17391304347826,2017,NA,NA,NA
Indiana,100.52631578947368,57.8421052631579,42.473684210526315,2017,NA,NA,NA
Iowa,86.33333333333333,58.666666666666664,43.05555555555556,2017,NA,NA,NA
Kansas,94.45454545454545,51,34.81818181818182,2017,NA,NA,NA
Kentucky,91.57142857142857,55.392857142857146,43.32142857142857,2017,NA,NA,NA
Louisiana,103.95454545454545,56.63636363636363,41,2017,NA,NA,NA
Maine,122.0909090909091,52.18181818181818,36.36363636363637,2017,NA,NA,NA
Maryland,117.75,62.375,44.125,2017,NA,NA,NA
Massachusetts,129.76923076923077,55.07692307692308,40.30769230769231,2017,NA,NA,NA
Michigan,104.53571428571429,58.035714285714285,39.357142857142854,2017,NA,NA,NA
Minnesota,87.25,54.1,35.6,2017,NA,NA,NA
Mississippi,78.72727272727273,53.54545454545455,40.09090909090909,2017,NA,NA,NA
Missouri,99.19047619047619,58.95238095238095,42.76190476190476,2017,NA,NA,NA
Montana,228.57894736842104,74.10526315789474,35.578947368421055,2017,NA,NA,NA
Nebraska,90.66666666666667,54.111111111111114,34.55555555555556,2017,NA,NA,NA
Nevada,146.66666666666666,61.888888888888886,39.55555555555556,2017,NA,NA,NA
New Hampshire,104.85714285714286,53.57142857142857,37.142857142857146,2017,NA,NA,NA
New Jersey,115.625,61,42.9375,2017,NA,NA,NA
New Mexico,136.1875,56.8125,33.6875,2017,NA,NA,NA
New York,102.03448275862068,52.793103448275865,37.275862068965516,2017,NA,NA,NA
North Carolina,87.30555555555556,55.583333333333336,41.94444444444444,2017,NA,NA,NA
North Dakota,142.72727272727272,51.63636363636363,35,2017,NA,NA,NA
Ohio,106.1025641025641,57.794871794871796,40.51282051282051,2017,NA,NA,NA
Oklahoma,92.81481481481481,54.925925925925924,39.25925925925926,2017,NA,NA,NA
Oregon,242.3913043478261,73.04347826086956,35.08695652173913,2017,NA,NA,NA
Pennsylvania,106.32432432432432,62.2972972972973,46.16216216216216,2017,NA,NA,NA
Puerto Rico,113.36363636363636,51.54545454545455,28.636363636363637,2017,NA,NA,NA
Rhode Island,144.66666666666666,54.333333333333336,37.333333333333336,2017,NA,NA,NA
South Carolina,84.52631578947368,51.63157894736842,38.36842105263158,2017,NA,NA,NA
South Dakota,108.4,52.9,35.1,2017,NA,NA,NA
Tennessee,90.8695652173913,56.95652173913044,41.91304347826087,2017,NA,NA,NA
Texas,114.61904761904762,60,41.595238095238095,2017,NA,NA,NA
Utah,138,74.57142857142857,45.714285714285715,2017,NA,NA,NA
Vermont,79,49.75,32,2017,NA,NA,NA
Virgin Islands,76,60,26.5,2017,NA,NA,NA
Virginia,75.72727272727273,46.75757575757576,33.515151515151516,2017,NA,NA,NA
Washington,195.33333333333334,64.86666666666666,32.93333333333333,2017,NA,NA,NA
West Virginia,83.14285714285714,54.785714285714285,39.285714285714285,2017,NA,NA,NA
Wisconsin,100.88888888888889,57.18518518518518,38.74074074074074,2017,NA,NA,NA
Wyoming,169.58823529411765,60.05882352941177,39.05882352941177,2017,NA,NA,NA
Alabama,99.11764705882354,58.1764705882353,41.411764705882355,2018,NA,NA,NA
Alaska,87.25,51.25,25.875,2018,NA,NA,NA
Arizona,206.76923076923077,72.6923076923077,44.46153846153846,2018,NA,NA,NA
Arkansas,95.08333333333333,58.833333333333336,42.833333333333336,2018,NA,NA,NA
California,252.0943396226415,89.05660377358491,52.56603773584906,2018,NA,NA,NA
Colorado,129.84848484848484,68.78787878787878,40.27272727272727,2018,NA,NA,NA
Connecticut,144,62,39.875,2018,NA,NA,NA
Country Of Mexico,303,95,57,2018,NA,NA,NA
Delaware,141,63.666666666666664,44,2018,NA,NA,NA
District Of Columbia,164,74,52,2018,NA,NA,NA
Florida,101.6923076923077,54.23076923076923,39.35897435897436,2018,NA,NA,NA
Georgia,95.62068965517241,57.13793103448276,40.62068965517241,2018,NA,NA,NA
Hawaii,89.5,51.25,32.25,2018,NA,NA,NA
Idaho,154.15,62.9,33.7,2018,NA,NA,NA
Illinois,124.43478260869566,62.69565217391305,44.869565217391305,2018,NA,NA,NA
Indiana,115.8108108108108,58.108108108108105,40.567567567567565,2018,NA,NA,NA
Iowa,97.5625,60.6875,45,2018,NA,NA,NA
Kansas,105.18181818181819,55.90909090909091,35.72727272727273,2018,NA,NA,NA
Kentucky,101.07407407407408,57.074074074074076,41.74074074074074,2018,NA,NA,NA
Louisiana,104.13636363636364,59.36363636363637,39.90909090909091,2018,NA,NA,NA
Maine,116,52.1,37.2,2018,NA,NA,NA
Maryland,122.25,63.75,42.9375,2018,NA,NA,NA
Massachusetts,117.23076923076923,56.69230769230769,40.15384615384615,2018,NA,NA,NA
Michigan,121.75,59.32142857142857,38.357142857142854,2018,NA,NA,NA
Minnesota,100.42857142857143,57.285714285714285,37.095238095238095,2018,NA,NA,NA
Mississippi,105.54545454545455,59,42.54545454545455,2018,NA,NA,NA
Missouri,109.85714285714286,62.04761904761905,41.23809523809524,2018,NA,NA,NA
Montana,142.47368421052633,60.68421052631579,33.94736842105263,2018,NA,NA,NA
Nebraska,83.55555555555556,52.77777777777778,33,2018,NA,NA,NA
Nevada,143.11111111111111,66.77777777777777,38.44444444444444,2018,NA,NA,NA
New Hampshire,95.71428571428571,53.714285714285715,38,2018,NA,NA,NA
New Jersey,140.1875,63.9375,42.9375,2018,NA,NA,NA
New Mexico,110.1875,64.0625,35.6875,2018,NA,NA,NA
New York,122.92857142857143,55.607142857142854,37,2018,NA,NA,NA
North Carolina,91.22222222222223,58.02777777777778,40.861111111111114,2018,NA,NA,NA
North Dakota,110,57,37.4,2018,NA,NA,NA
Ohio,108.25,60.525,40.125,2018,NA,NA,NA
Oklahoma,122.88,62.04,41.52,2018,NA,NA,NA
Oregon,171.52173913043478,71.04347826086956,36.56521739130435,2018,NA,NA,NA
Pennsylvania,111.76923076923077,61.717948717948715,41.794871794871796,2018,NA,NA,NA
Puerto Rico,104.57142857142857,50.857142857142854,31.714285714285715,2018,NA,NA,NA
Rhode Island,134,58,39.333333333333336,2018,NA,NA,NA
South Carolina,83.38888888888889,53.333333333333336,37.72222222222222,2018,NA,NA,NA
South Dakota,134.3,54.1,35.8,2018,NA,NA,NA
Tennessee,98.73913043478261,59.08695652173913,40.52173913043478,2018,NA,NA,NA
Texas,130.42857142857142,62.714285714285715,40.904761904761905,2018,NA,NA,NA
Utah,131.73333333333332,79,45.8,2018,NA,NA,NA
Vermont,84.5,52,32,2018,NA,NA,NA
Virgin Islands,78.33333333333333,50.666666666666664,32.333333333333336,2018,NA,NA,NA
Virginia,80.96875,48.46875,32.71875,2018,NA,NA,NA
Washington,216.26666666666668,62.06666666666667,31.666666666666668,2018,NA,NA,NA
West Virginia,87.28571428571429,55.357142857142854,37.285714285714285,2018,NA,NA,NA
Wisconsin,124.5925925925926,62.55555555555556,41.629629629629626,2018,NA,NA,NA
Wyoming,106.5,59.27777777777778,39.77777777777778,2018,NA,NA,NA
Alabama,89.88235294117646,58.588235294117645,43.470588235294116,2019,NA,NA,NA
Alaska,163.22222222222223,49.55555555555556,23.11111111111111,2019,NA,NA,NA
Arizona,166.15384615384616,64.46153846153847,43.07692307692308,2019,NA,NA,NA
Arkansas,85.3076923076923,57.69230769230769,43.76923076923077,2019,NA,NA,NA
California,234.39622641509433,75.35849056603773,46.716981132075475,2019,NA,NA,NA
Colorado,98.29032258064517,57.12903225806452,38.096774193548384,2019,NA,NA,NA
Connecticut,131.625,59.25,41.125,2019,NA,NA,NA
Country Of Mexico,135,89,57.5,2019,NA,NA,NA
Delaware,104.66666666666667,64.33333333333333,45,2019,NA,NA,NA
District Of Columbia,159,73,49,2019,NA,NA,NA
Florida,93.1025641025641,54.23076923076923,40,2019,NA,NA,NA
Georgia,106.06896551724138,60.41379310344828,44.55172413793103,2019,NA,NA,NA
Hawaii,96,36.25,21.25,2019,NA,NA,NA
Idaho,92.5,54.25,30.55,2019,NA,NA,NA
Illinois,106.04347826086956,61.17391304347826,45.17391304347826,2019,NA,NA,NA
Indiana,90.05405405405405,56.67567567567568,40.83783783783784,2019,NA,NA,NA
Iowa,86.25,57.6875,40.4375,2019,NA,NA,NA
Kansas,100.81818181818181,51.54545454545455,34.27272727272727,2019,NA,NA,NA
Kentucky,82.07407407407408,54.925925925925924,42.629629629629626,2019,NA,NA,NA
Louisiana,92.31818181818181,57.59090909090909,40.68181818181818,2019,NA,NA,NA
Maine,94.7,49.2,35.6,2019,NA,NA,NA
Maryland,109.0625,60.3125,42.5625,2019,NA,NA,NA
Massachusetts,96.15384615384616,53.69230769230769,40.76923076923077,2019,NA,NA,NA
Michigan,91.53571428571429,53.392857142857146,37.107142857142854,2019,NA,NA,NA
Minnesota,97.80952380952381,53.57142857142857,33.19047619047619,2019,NA,NA,NA
Mississippi,92.3,57.5,43.7,2019,NA,NA,NA
Missouri,91.76190476190476,55.38095238095238,40.76190476190476,2019,NA,NA,NA
Montana,98.63157894736842,51.578947368421055,30.736842105263158,2019,NA,NA,NA
Nebraska,70.66666666666667,47.55555555555556,29.444444444444443,2019,NA,NA,NA
Nevada,95.22222222222223,53.44444444444444,35.44444444444444,2019,NA,NA,NA
New Hampshire,77.28571428571429,48.285714285714285,36.285714285714285,2019,NA,NA,NA
New Jersey,114.5625,60.8125,43.5,2019,NA,NA,NA
New Mexico,154.5625,55.4375,33.3125,2019,NA,NA,NA
New York,85.79310344827586,51.758620689655174,37.10344827586207,2019,NA,NA,NA
North Carolina,84.61111111111111,57.361111111111114,42.083333333333336,2019,NA,NA,NA
North Dakota,88.2,49.8,34.9,2019,NA,NA,NA
Ohio,93.2,56.975,40.5,2019,NA,NA,NA
Oklahoma,95.18181818181819,55.63636363636363,39.45454545454545,2019,NA,NA,NA
Oregon,107.75,60.916666666666664,33.083333333333336,2019,NA,NA,NA
Pennsylvania,103.175,59.35,42.05,2019,NA,NA,NA
