"State","Year","Avg_Days_with_AQI","Avg_Good_Days","Avg_Moderate_Days","Avg_Unhealthy_for_Sensitive_Groups_Days","Avg_Unhealthy_Days","Avg_Very_Unhealthy_Days","Avg_Hazardous_Days","Avg_Max_AQI","Avg_90th_Percentile_AQI","Avg_Median_AQI","Avg_Days_CO","Avg_Days_NO2","Avg_Days_Ozone","Avg_Days_PM2.5","Avg_Days_PM10"
"Virgin Islands",2003,146,128.333333333333,16.3333333333333,1.33333333333333,0,0,0,94.3333333333333,59.6666666666667,29.6666666666667,0,0,82.6666666666667,47.6666666666667,15.6666666666667
"Virgin Islands",2004,78.6666666666667,67.6666666666667,11,0,0,0,0,74,54,22.3333333333333,0,0,0,69.3333333333333,9.33333333333333
"Virgin Islands",2005,69,57,12,0,0,0,0,83,58,23.3333333333333,0,0,0,58.3333333333333,10.6666666666667
"Virgin Islands",2006,63.3333333333333,46,16.6666666666667,0.666666666666667,0,0,0,94.6666666666667,63.6666666666667,33.6666666666667,0,0,0,58,5.33333333333333
"Virgin Islands",2007,52.3333333333333,40.3333333333333,11.3333333333333,0.666666666666667,0,0,0,89,60.3333333333333,31,0,0,0,39,13.3333333333333
"Virgin Islands",2008,129,108.333333333333,20.3333333333333,0.333333333333333,0,0,0,99,55,21.6666666666667,0,0,0,47.3333333333333,81.6666666666667
"Virgin Islands",2009,156.666666666667,137.333333333333,19,0.333333333333333,0,0,0,94.6666666666667,51.3333333333333,21,0,0,0,46,110.666666666667
"Virgin Islands",2010,89,59,29.5,0.5,0,0,0,96,64.5,40,0,0,0,67.5,21.5
"Virgin Islands",2011,75,61.5,13.5,0,0,0,0,72.5,52.5,28,0,0,0,67,8
"Virgin Islands",2012,77.5,55,22.5,0,0,0,0,78.5,60.5,23,0,0,0,77.5,0
"Virgin Islands",2013,68,53.5,14.5,0,0,0,0,79.5,61,27.5,0,0,0,60.5,7.5
"Virgin Islands",2014,78.5,55,23.5,0,0,0,0,86.5,62,40.5,0,0,0,65.5,13
"Virgin Islands",2015,73.5,47.5,26,0,0,0,0,81,70,43,0,0,0,65,8.5
"Virgin Islands",2016,57.5,46.5,11,0,0,0,0,68,57.5,36,0,0,0,57.5,0
"Virgin Islands",2017,46.5,38.5,8,0,0,0,0,76,60,26.5,0,0,0,46.5,0
"Virgin Islands",2018,69,48.3333333333333,20.3333333333333,0.333333333333333,0,0,0,78.3333333333333,50.6666666666667,32.3333333333333,0,0,0,69,0
"Virgin Islands",2019,142,109.333333333333,32.6666666666667,0,0,0,0,81,59.6666666666667,28.3333333333333,0,0,0,142,0
"Virgin Islands",2021,82,70,12,0,0,0,0,72.5,53.5,25,0,0,0,82,0
"Virginia",1999,211.309523809524,125.833333333333,62.7857142857143,17.5714285714286,4.90476190476191,0.214285714285714,0,134.571428571429,85.2857142857143,39.6428571428571,11.3333333333333,40.0714285714286,104.880952380952,39.6666666666667,15.3571428571429
"Virginia",2000,222.65,137.825,74.7,9.35,0.75,0.025,0,123.45,71.325,38.675,9.2,36.575,103.95,57.875,15.05
"Virginia",2001,228.15,136.175,78.075,11.125,2.7,0.075,0,135.075,75.7,39.525,9,35,111.85,58.45,13.85
"Virginia",2002,228.3,132.85,75.2,15.2,4.275,0.775,0,145.875,82.65,39.925,8.875,34.4,112.65,59.075,13.3
"Virginia",2003,218,139.7,71.125,5.7,1.225,0.25,0,146.175,65.8,38.375,6.2,33.85,102.525,63.075,12.35
"Virginia",2004,233.842105263158,161.210526315789,67.3421052631579,4.63157894736842,0.552631578947368,0.105263157894737,0,118.210526315789,62.7631578947368,36.6578947368421,8.13157894736842,42.8947368421053,110.763157894737,59.6842105263158,12.3684210526316
"Virginia",2005,238.540540540541,154.567567567568,73.7027027027027,9.45945945945946,0.810810810810811,0,0,116.378378378378,71.5405405405405,39.4594594594595,10.4324324324324,45.027027027027,114.459459459459,56.5945945945946,12.027027027027
"Virginia",2006,232.105263157895,154.184210526316,70.1578947368421,6.57894736842105,1.05263157894737,0.131578947368421,0,120.131578947368,66.6578947368421,38.0526315789474,11.2368421052632,39.6052631578947,115.605263157895,53.0526315789474,12.6052631578947
"Virginia",2007,244.513513513514,151.864864864865,83.4054054054054,8.43243243243243,0.810810810810811,0,0,117.864864864865,70.6756756756757,39.8918918918919,3.81081081081081,41.8108108108108,124.189189189189,61.4054054054054,13.2972972972973
"Virginia",2008,246.684210526316,173.157894736842,67.7105263157895,5.02631578947368,0.763157894736842,0.0263157894736842,0,121.657894736842,60.3157894736842,37.7368421052632,3.39473684210526,41.8421052631579,125.184210526316,65.1315789473684,11.1315789473684
"Virginia",2009,241.076923076923,189.179487179487,51.5384615384615,0.358974358974359,0,0,0,83.1282051282051,50.6666666666667,33.7179487179487,2.76923076923077,39.9487179487179,120.435897435897,67.5384615384615,10.3846153846154
"Virginia",2010,238,157.487179487179,75.4615384615385,4.41025641025641,0.641025641025641,0,0,114.025641025641,63.1025641025641,38.8205128205128,2.79487179487179,34.3076923076923,125,65.4102564102564,10.4871794871795
"Virginia",2011,252.710526315789,180.789473684211,68.1315789473684,3.36842105263158,0.421052631578947,0,0,105.526315789474,57.4210526315789,36.3684210526316,0.552631578947368,41.3157894736842,117.526315789474,82.2631578947368,11.0526315789474
"Virginia",2012,253.184210526316,189.184210526316,60.2631578947368,3.28947368421053,0.421052631578947,0.0263157894736842,0,108.105263157895,55.3157894736842,35.3684210526316,0.657894736842105,40.8421052631579,123.947368421053,76.8157894736842,10.9210526315789
"Virginia",2013,249,203.666666666667,44.9444444444444,0.388888888888889,0,0,0,84.2777777777778,48.9444444444444,33.5277777777778,1,33.4444444444444,122.888888888889,82.5555555555556,9.11111111111111
"Virginia",2014,260.971428571429,210.085714285714,50.5428571428571,0.314285714285714,0.0285714285714286,0,0,79.3714285714286,48.7714285714286,34.4571428571429,5.42857142857143,38.4285714285714,122.2,85.5142857142857,9.4
"Virginia",2015,260.742857142857,207.857142857143,52.3714285714286,0.514285714285714,0,0,0,80.6571428571429,50.2285714285714,34.8285714285714,1.25714285714286,32.2857142857143,127.742857142857,90.5428571428571,8.91428571428571
"Virginia",2016,254.852941176471,210.794117647059,42.9705882352941,1.08823529411765,0,0,0,91.8235294117647,48.3823529411765,32.7058823529412,1.20588235294118,27.6470588235294,126.264705882353,88.8823529411765,10.8529411764706
