"State","Year","WeightedAvg_Days_with_AQI","WeightedAvg_Good_Days","WeightedAvg_Moderate_Days","WeightedAvg_Unhealthy_for_Sensitive_Groups_Days","WeightedAvg_Unhealthy_Days","WeightedAvg_Very_Unhealthy_Days","WeightedAvg_Hazardous_Days","WeightedAvg_Max_AQI","WeightedAvg_90th_Percentile_AQI","WeightedAvg_Median_AQI","WeightedAvg_Days_CO","WeightedAvg_Days_NO2","WeightedAvg_Days_Ozone","WeightedAvg_Days_PM2.5","WeightedAvg_Days_PM10"
"New Jersey",2010,354.477571608719,218.593766888849,119.326968113853,14.1421365519726,2.34894613583138,0.0657539182129346,0,163.476490722392,81.4736083588543,44.3986669068636,6.77265357593226,23.6714105566565,198.62096919474,124.9522608539,0.460277427490542
"New Jersey",2011,351.296534476599,208.906931046802,131.308145766345,9.22079314040729,1.86066452304394,0,0,157.743658449446,70.2100750267953,45.7234726688103,2.86513040371561,17.7876027152554,156.180242943909,173.617184708825,0.846373704894605
"New Jersey",2012,342.025013896609,208.754493236984,120.280340930146,11.650731888086,1.33944784139337,0,0,146.196961274782,74.3689086529553,44.9155086158977,0.20307578284232,16.4787845099129,171.111914026311,153.827682045581,0.403557531962201
"New Jersey",2013,343.119601328904,231.874492432632,108.294019933555,2.77131782945736,0.179771133259505,0,0,122.718899963086,64.4036544850498,42.6439645625692,0.0673680324843116,20.2667035806571,176.654485049834,146.131044665928,0
"New Jersey",2014,345.427994121969,238.287288758266,104.145297575312,2.86223365172667,0.133174136664217,0,0,125.077516531962,61.8528655400441,43.2332843497428,0.175238795003674,32.6236223365173,178.819250551065,133.608743570904,0.20113886847906
"New Jersey",2015,346.344922232388,233.744373284538,105.754437328454,6.60420860018298,0.241903019213175,0,0,132.049222323879,68.4967978042086,42.4757548032937,0,30.2433668801464,197.723147301006,117.910887465691,0.467520585544373
"New Jersey",2016,349.667392487752,217.817093086554,126.509889312285,4.94501905280348,0.395391036109599,0,0,137.47232807113,65.3168209036473,44.6614044637997,0.132825258573762,13.8072945019053,156.426601342769,178.702957720922,0.597713663581927
"New Jersey",2017,352.246734657363,233.055645016998,115.643048845947,3.54804079441761,0,0,0,115.812130971551,61.3213455000895,43.2776883163357,0,14.488638396851,156.023081052067,181.735015208445,0
"New Jersey",2018,348.338782924614,224.627792915531,118.936603088102,4.2488646684832,0.525522252497729,0,0,140.730971843778,64.1743869209809,43.2801089918256,0.264850136239782,12.830881017257,144.144232515895,191.098819255223,0
"New Jersey",2019,349.021762785637,231.727239753355,115.681356546971,1.61316648531012,0,0,0,114.404243743199,61.1800870511425,43.8159231048241,0,14.3536452665941,159.62513601741,175.042981501632,0
"New Jersey",2021,349.885998193315,236.582475158085,110.448419150858,2.80903342366757,0.046070460704607,0,0,119.975971093044,60.2959349593496,42.6383017163505,0,12.9714543812105,160.329719963866,176.584823848238,0
"New Mexico",1999,298.507968704723,195.58910460736,95.0872210953347,7.28774268328021,0.543900318748189,0,0,114.313242538395,63.1170675166618,38.4050999710229,16.6053317878876,18.932193567082,176.538394668212,61.0547667342799,25.3772819472617
"New Mexico",2000,294.312056737589,179.653027823241,102.383524277141,11.5766503000546,0.698854337152209,0,0,110.004637206765,69.80441898527,39.7804146208402,14.176759410802,11.9803600654664,164.534642662302,83.5856519367158,20.0346426623022
"New Mexico",2001,287.812381210969,184.161281563942,96.6801520499593,6.47542764051045,0.396415965245724,0.0991039913114309,0,107.871572087972,62.0608199837089,37.1107792560413,15.5593266358947,9.41487917458594,169.666304642954,72.1474341569373,21.0244366005973
"New Mexico",2002,294.226493506494,190.994285714286,91.8732467532467,10.6005194805195,0.568831168831169,0,0.18961038961039,137.644155844156,66.7680519480519,37.1753246753247,20.9820779220779,9.95454545454546,151.624935064935,99.1825974025974,12.4823376623377
"New Mexico",2003,289.745688475226,184.259512729264,90.1010128661374,13.8540925266904,0.999178757185875,0.232137968792773,0.299753627155762,209.825349028196,67.5767862031207,38.1338625787024,17.9362168081029,17.8852997536272,126.137147549959,107.269915138243,20.5171092252943
"New Mexico",2004,294.348233995585,197.423841059603,89.9564017660044,6.16004415011037,0.504966887417219,0.201986754966887,0.100993377483444,186.25027593819,59.8046357615894,36.8165011037528,2.82781456953642,9.20888520971302,126.284216335541,124.87417218543,31.1531456953642
"New Mexico",2005,311.024254674078,208.366346639717,94.6104092976251,7.77084386053562,0.184436584133401,0,0.0922182920667003,179.638453764528,62.877716018191,37.7822132390096,1.65992925720061,6.91637190500253,152.706670035371,118.047498736736,31.6937847397676
"New Mexico",2006,308.296217993892,200.680996006577,96.3929997650928,9.85036410617806,0.771670190274841,0.428705661263801,0.17148226450552,134.898285177355,66.1134601832276,38.9119097956307,1.88630490956072,11.5196147521729,155.595724688748,94.9647639182523,44.3298097251586
"New Mexico",2007,323.374103667281,222.702929727515,93.2679778733866,7.02929727514853,0.373898791231305,0,0,110.037902069248,59.6320426142184,38.1854128252407,0.299119032985044,4.93546404425323,170.127432903094,114.840606433108,33.1714812538414
"New Mexico",2008,326.41275910646,226.17146307104,93.9068222982491,4.49305695310928,0.957536727711813,0.441940028174683,0.441940028174683,181.851479170859,61.445562487422,37.6043469510968,0,6.75387401891729,176.364459649829,104.412557858724,38.8818675789897
"New Mexico",2009,323.277800080289,250.920112404657,70.6728221597752,1.5383380168607,0.146527498996387,0,0,98.5523885989562,52.3382175832999,36.5923323966279,0,6.22340425531915,194.11320754717,87.326174227218,35.6150140505821
"New Mexico",2010,324.895141700405,239.280769230769,82.9336032388664,1.86801619433198,0.22165991902834,0.147773279352227,0.44331983805668,169.131174089069,54.8293522267207,37.9643724696356,0,4.95040485829959,207.03036437247,76.4765182186235,36.4378542510121
"New Mexico",2011,324.901505901506,209.910256410256,107.432437932438,6.44464794464794,0.445665445665446,0.148555148555149,0.51994301994302,212.002238502238,65.5942205942206,40.7077737077737,0,5.84656084656085,196.233211233211,85.2977207977208,37.524013024013
"New Mexico",2012,324.29023047114,220.239037324087,96.8855802569855,6.05098919029166,0.22047725882113,0.223536610238629,0.670609830715888,305.699163777279,64.6653069549256,39.9957169080155,0,2.97266979400367,217.13644707322,76.8031817254742,27.3779318784418
"New Mexico",2013,321.993313069909,222.345491388045,93.1489361702128,4.79777102330294,0.961499493414387,0.147922998986829,0.591691995947315,162.903748733536,66.7527862208713,40.5126646403242,0,3.03242147922999,234.412968591692,68.4707193515704,16.0772036474164
"New Mexico",2014,328.54539788074,249.502181591523,76.6220652399751,1.7390400997299,0.378973613131103,0.227301059630168,0.0758362767504675,126.769166839809,57.0253480157906,39.6276750467484,0,4.00747974236443,242.756492831914,65.7816330770829,15.9997922293788
"New Mexico",2015,330.074613686534,250.495364238411,78.0492273730684,1.36975717439294,0.160264900662252,0,0,98.4022075055188,55.4613686534216,36.6479028697572,0,6.56203090507726,225.389183222958,68.4942604856512,29.6291390728477
"New Mexico",2016,332.551360842845,253.590649692713,77.1169885864794,1.44468832309043,0.318700614574188,0,0.0803336259877085,137.507682177349,56.0520193151888,37.1668129938543,0,1.44249341527656,229.230245829675,65.2385864793679,36.640035118525
"New Mexico",2017,331.265118317266,225.827782646801,99.932953549518,4.94456617002629,0.319894829097283,0,0.239921121822962,151.089176161262,63.659509202454,38.9020595968449,0,0.799737072743208,224.577563540754,68.1347502191061,37.7530674846626
"New Mexico",2018,331.133041575492,213.848796498906,107.822538293217,8.82275711159737,0.638949671772429,0,0,125.205251641138,71.6660831509847,40.7584245076586,0,0.958424507658643,224.483150984683,71.1814004376368,34.5100656455142
"New Mexico",2019,331.835504526386,229.990505630382,97.4954736144844,3.54449105762862,0.402958710532126,0.161183484212851,0.240892029145507,185.538529476706,63.1554427025834,38.6597482888055,0,1.04769264738353,227.800618238022,66.5570766173548,36.4301170236255
"New Mexico",2021,328.109691629956,223.03986784141,96.9449339207048,6.83920704845815,0.964757709251101,0.0803964757709251,0.240528634361233,199.454625550661,65.7180616740088,40.1563876651982,0,0.964757709251101,217.194052863436,64.7660792951542,45.1848017621145
"New York",1999,342.562932504262,254.480092267576,67.7868819576773,14.6278206799719,5.01203490121352,0.656102697823689,0,176.110319927791,81.0991876441681,38.8665128873734,20.6711463243406,45.857887874837,249.73633537258,24.7653194263364,1.53224350616789
"New York",2000,339.564558879212,247.306702006816,82.4655433547899,7.96535403256342,1.59513441878076,0.231825066262779,0,172.651079136691,67.9020257478228,38.4535213934116,12.0916319575918,29.9195380537675,219.98144642181,77.1174744414994,0.454468004543733
"New York",2001,339.179645122736,231.538107934173,89.1318378229291,13.9024547209709,4.22515399466765,0.382090649995403,0,170.905028960191,79.8285372805001,40.6996414452515,10.889583524869,24.0975452790291,215.881768870093,77.4423094603291,10.8684379884159
"New York",2002,335.337943585077,232.79262966333,80.6606915377616,13.8395814376706,7.15195632393085,0.893084622383985,0,184.932484076433,83.9170154686078,39.1990900818926,12.0227479526843,27.8628753412193,208.228480436761,74.8216560509554,12.4021838034577
"New York",2003,330.033124769967,243.813581155686,75.4554655870445,7.70417740154582,2.66553183658447,0.394368789105631,0,173.392988590357,68.6114280456386,38.1497975708502,16.1551343393449,22.2706109679794,210.806496135443,66.8819470003681,13.9189363268311
"New York",2004,336.912521596799,263.438392288806,67.034191143039,5.89460762026007,0.521323997453851,0.0240065472401564,0,138.458306810948,62.0132763480949,35.7802127853051,19.0778394107484,19.0110030008184,220.132217877603,69.0756569973629,9.61580431026644
"New York",2005,335.639556040757,243.660025473071,78.3218704512373,11.3344250363901,2.26528384279476,0.0579512372634643,0,157.051855895196,72.9445050946143,38.8184133915575,15.3296033478894,25.9780749636099,222.283933770015,66.2505458515284,5.7973981077147
"New York",2006,338.701438848921,266.95,65.222571942446,5.80458633093525,0.635791366906475,0.0884892086330935,0,139.445413669065,61.7737410071942,35.692535971223,13.9444244604317,26.3142086330935,234.67868705036,58.7380395683453,5.02607913669065
"New York",2007,352.388422601021,234.177295145799,104.882755040235,12.0488015921087,1.27957082287791,0,0,151.017565112053,70.9242883101151,41.8149173660985,1.54590291598166,9.24859392575928,217.779614086701,118.082201263304,5.73211040927576
"New York",2008,355.510627400768,236.235595390525,112.820145113103,5.55313700384123,0.870507895860009,0.0312419974391805,0,147.780879214682,63.8758002560819,42.1569782330346,0.749807938540333,6.49833546734955,217.07187366624,127.514127187367,3.67648314127187
"New York",2009,353.90139433915,263.298989730316,87.9494030224597,2.56499958253319,0.0880020038406947,0,0,119.566168489605,58.0226267011773,39.6762962344494,1.00267178759289,8.13166903231193,225.890122735243,118.665859564165,0.211071219838023
"New York",2010,359.204246214615,260.496790651745,92.0004937458854,6.2276991441738,0.44922646477946,0.0300362080315997,0,130.897218564845,63.4696346280448,40.0599901250823,0.510615536537195,9.41737985516787,238.890552995392,110.385697827518,0
"New York",2011,350.358740961293,252.714844746916,93.6176095278605,3.40893236920459,0.586303700552956,0.031050616758826,0,131.887196937473,58.0634623564441,40.856656741812,1.10650786899192,8.23904721395151,218.547596767333,122.465589111017,0
"New York",2012,352.87018220042,258.722669936931,87.6947266993693,6.0385423966363,0.414243167484233,0,0,127.699719691661,59.9011913104415,39.7994919411353,0.410213735108619,5.71180798878767,237.123072880168,109.625087596356,0
"New York",2013,355.942779291553,273.964480342546,80.4316854807318,1.44005449591281,0.106558972362787,0,0,106.925068119891,56.024717789023,38.8224017127287,1.03007006617361,8.1466523939276,219.703873102374,127.062183729077,0
"New York",2014,358.078983116631,279.701047933243,77.426159518727,0.880943139918494,0.0708325247428682,0,0,104.294003493111,54.076945468659,38.5294003493111,0.424995148457209,6.90607413157384,217.947700368717,132.800213467883,0
"New York",2015,354.891532060695,266.672834067548,85.469505628977,2.74919236417034,0,0,0,112.252667645619,57.4614782183064,39.1739598629466,0.140871267743514,8.13323543808125,214.005971610377,132.611453744493,0
"New York",2016,354.364179982355,284.468189393197,66.7269875502402,3.09822566415057,0.0707773747671797,0,0,119.647975688658,54.9296147436526,37.4952455641604,0.142338986373885,9.01793941770415,233.093226154299,112.110675423978,0
"New York",2017,352.698762035763,289.795539398703,61.2867950481431,1.50884260168992,0.107584987227353,0,0,102.302613480055,53.012281391236,37.4077421890352,0.107584987227353,8.14059736686972,223.527510316369,120.887207702889,0.0358616624091177
"New York",2018,352.903459536687,281.286968057965,68.1942034901521,3.2032860495969,0.181753240126544,0.0372486988468211,0,123.501581794061,55.8040616389427,37.0731707317073,0.111133789162159,3.42688029390754,220.035105623023,129.330339830595,0
"New York",2019,343.532028836251,288.028012358393,54.6830072090628,0.821009268795057,0,0,0,87.8450051493306,52.5181256436663,37.5046343975283,0,3.08238928939238,213.588568486097,126.861071060762,0
