Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2010,Malignant neoplasms (C00-C97),Cancer,Louisiana,9203,197.6
2010,Malignant neoplasms (C00-C97),Cancer,Maine,3248,187.9
2010,Malignant neoplasms (C00-C97),Cancer,Maryland,10269,171.2
2010,Malignant neoplasms (C00-C97),Cancer,Massachusetts,12993,171.3
2010,Malignant neoplasms (C00-C97),Cancer,Michigan,20620,182.9
2010,Malignant neoplasms (C00-C97),Cancer,Minnesota,9612,167.2
2010,Malignant neoplasms (C00-C97),Cancer,Mississippi,6271,201.4
2010,Malignant neoplasms (C00-C97),Cancer,Missouri,12626,185.6
2010,Malignant neoplasms (C00-C97),Cancer,Montana,1923,161
2010,Malignant neoplasms (C00-C97),Cancer,Nebraska,3438,167.4
2010,Malignant neoplasms (C00-C97),Cancer,Nevada,4529,174.2
2010,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2525,167.9
2010,Malignant neoplasms (C00-C97),Cancer,New Jersey,16815,169.5
2010,Malignant neoplasms (C00-C97),Cancer,New Mexico,3358,152.4
2010,Malignant neoplasms (C00-C97),Cancer,New York,35431,163.1
2010,Malignant neoplasms (C00-C97),Cancer,North Carolina,18061,179
2010,Malignant neoplasms (C00-C97),Cancer,North Dakota,1269,157.1
2010,Malignant neoplasms (C00-C97),Cancer,Ohio,25083,187.7
2010,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7831,191.3
2010,Malignant neoplasms (C00-C97),Cancer,Oregon,7638,173.9
2010,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29055,181.6
2010,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2266,178.3
2010,Malignant neoplasms (C00-C97),Cancer,South Carolina,9356,183.6
2010,Malignant neoplasms (C00-C97),Cancer,South Dakota,1655,171
2010,Malignant neoplasms (C00-C97),Cancer,Tennessee,13593,195.7
2010,Malignant neoplasms (C00-C97),Cancer,Texas,36717,165.9
2010,Malignant neoplasms (C00-C97),Cancer,United States,574743,172.8
2010,Malignant neoplasms (C00-C97),Cancer,Utah,2810,133.7
2010,Malignant neoplasms (C00-C97),Cancer,Vermont,1392,183.3
2010,Malignant neoplasms (C00-C97),Cancer,Virginia,14080,172.4
2010,Malignant neoplasms (C00-C97),Cancer,Washington,11874,170.5
2010,Malignant neoplasms (C00-C97),Cancer,West Virginia,4685,198
2010,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11279,174.5
2010,Malignant neoplasms (C00-C97),Cancer,Wyoming,1016,172.6
2009,Malignant neoplasms (C00-C97),Cancer,Alabama,10289,196.3
2009,Malignant neoplasms (C00-C97),Cancer,Alaska,895,183
2009,Malignant neoplasms (C00-C97),Cancer,Arizona,10271,152
2009,Malignant neoplasms (C00-C97),Cancer,Arkansas,6513,198.3
2009,Malignant neoplasms (C00-C97),Cancer,California,55991,158.8
2009,Malignant neoplasms (C00-C97),Cancer,Colorado,6950,151.4
2009,Malignant neoplasms (C00-C97),Cancer,Connecticut,6819,162.8
2009,Malignant neoplasms (C00-C97),Cancer,Delaware,1813,178.7
2009,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1131,197.4
2009,Malignant neoplasms (C00-C97),Cancer,Florida,40932,166.6
2009,Malignant neoplasms (C00-C97),Cancer,Georgia,15143,175.6
2009,Malignant neoplasms (C00-C97),Cancer,Hawaii,2244,141.3
2009,Malignant neoplasms (C00-C97),Cancer,Idaho,2458,158.9
2009,Malignant neoplasms (C00-C97),Cancer,Illinois,24185,181.8
2009,Malignant neoplasms (C00-C97),Cancer,Indiana,13093,190.4
2009,Malignant neoplasms (C00-C97),Cancer,Iowa,6249,170.4
2009,Malignant neoplasms (C00-C97),Cancer,Kansas,5319,171.9
2009,Malignant neoplasms (C00-C97),Cancer,Kentucky,9634,204.9
2009,Malignant neoplasms (C00-C97),Cancer,Louisiana,9098,198.6
2009,Malignant neoplasms (C00-C97),Cancer,Maine,3133,185.2
2009,Malignant neoplasms (C00-C97),Cancer,Maryland,10412,176.7
2009,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13112,175.5
2009,Malignant neoplasms (C00-C97),Cancer,Michigan,20257,182.2
2009,Malignant neoplasms (C00-C97),Cancer,Minnesota,9580,168.7
2009,Malignant neoplasms (C00-C97),Cancer,Mississippi,6131,199.8
2009,Malignant neoplasms (C00-C97),Cancer,Missouri,12472,185.7
2009,Malignant neoplasms (C00-C97),Cancer,Montana,1914,163
2009,Malignant neoplasms (C00-C97),Cancer,Nebraska,3336,165.1
2009,Malignant neoplasms (C00-C97),Cancer,Nevada,4461,175.3
2009,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2562,173.3
2009,Malignant neoplasms (C00-C97),Cancer,New Jersey,16541,169
2009,Malignant neoplasms (C00-C97),Cancer,New Mexico,3202,149
2009,Malignant neoplasms (C00-C97),Cancer,New York,35216,164.2
2009,Malignant neoplasms (C00-C97),Cancer,North Carolina,17513,176.9
2009,Malignant neoplasms (C00-C97),Cancer,North Dakota,1243,156.3
2009,Malignant neoplasms (C00-C97),Cancer,Ohio,25149,190.5
2009,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7639,189.2
2009,Malignant neoplasms (C00-C97),Cancer,Oregon,7487,172.7
2009,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,28881,182.5
2009,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2220,174.9
2009,Malignant neoplasms (C00-C97),Cancer,South Carolina,9123,182.8
2009,Malignant neoplasms (C00-C97),Cancer,South Dakota,1503,158.7
2009,Malignant neoplasms (C00-C97),Cancer,Tennessee,13482,197.5
2009,Malignant neoplasms (C00-C97),Cancer,Texas,35591,164.4
2009,Malignant neoplasms (C00-C97),Cancer,United States,567628,173.5
2009,Malignant neoplasms (C00-C97),Cancer,Utah,2555,124.7
2009,Malignant neoplasms (C00-C97),Cancer,Vermont,1254,169.2
2009,Malignant neoplasms (C00-C97),Cancer,Virginia,14122,176.2
2009,Malignant neoplasms (C00-C97),Cancer,Washington,11922,174.9
2009,Malignant neoplasms (C00-C97),Cancer,West Virginia,4786,204.2
2009,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10866,169.5
2009,Malignant neoplasms (C00-C97),Cancer,Wyoming,936,164.7
2008,Malignant neoplasms (C00-C97),Cancer,Alabama,10182,197.5
2008,Malignant neoplasms (C00-C97),Cancer,Alaska,867,181.1
2008,Malignant neoplasms (C00-C97),Cancer,Arizona,10081,153.2
2008,Malignant neoplasms (C00-C97),Cancer,Arkansas,6526,201.4
2008,Malignant neoplasms (C00-C97),Cancer,California,54686,158.8
2008,Malignant neoplasms (C00-C97),Cancer,Colorado,6719,150.9
2008,Malignant neoplasms (C00-C97),Cancer,Connecticut,6830,164.8
2008,Malignant neoplasms (C00-C97),Cancer,Delaware,1912,193.3
2008,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1143,201.6
2008,Malignant neoplasms (C00-C97),Cancer,Florida,40814,169.5
2008,Malignant neoplasms (C00-C97),Cancer,Georgia,14621,175.1
2008,Malignant neoplasms (C00-C97),Cancer,Hawaii,2194,142.5
2008,Malignant neoplasms (C00-C97),Cancer,Idaho,2511,166.7
2008,Malignant neoplasms (C00-C97),Cancer,Illinois,24300,185
2008,Malignant neoplasms (C00-C97),Cancer,Indiana,13137,194.3
2008,Malignant neoplasms (C00-C97),Cancer,Iowa,6424,177.1
2008,Malignant neoplasms (C00-C97),Cancer,Kansas,5294,173.1
2008,Malignant neoplasms (C00-C97),Cancer,Kentucky,9589,207.8
2008,Malignant neoplasms (C00-C97),Cancer,Louisiana,9197,205.7
2008,Malignant neoplasms (C00-C97),Cancer,Maine,3093,185
2008,Malignant neoplasms (C00-C97),Cancer,Maryland,10360,180.1
2008,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13031,177.2
2008,Malignant neoplasms (C00-C97),Cancer,Michigan,20211,184.4
2008,Malignant neoplasms (C00-C97),Cancer,Minnesota,9446,170.2
2008,Malignant neoplasms (C00-C97),Cancer,Mississippi,6166,202.9
2008,Malignant neoplasms (C00-C97),Cancer,Missouri,12523,189.5
2008,Malignant neoplasms (C00-C97),Cancer,Montana,1862,161.3
2008,Malignant neoplasms (C00-C97),Cancer,Nebraska,3376,169.7
2008,Malignant neoplasms (C00-C97),Cancer,Nevada,4404,179.4
2008,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2576,177.3
2008,Malignant neoplasms (C00-C97),Cancer,New Jersey,16876,175
2008,Malignant neoplasms (C00-C97),Cancer,New Mexico,3355,160.3
2008,Malignant neoplasms (C00-C97),Cancer,New York,35351,166.9
2008,Malignant neoplasms (C00-C97),Cancer,North Carolina,17453,181.3
2008,Malignant neoplasms (C00-C97),Cancer,North Dakota,1354,171.4
2008,Malignant neoplasms (C00-C97),Cancer,Ohio,24998,191.9
2008,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7657,193.1
2008,Malignant neoplasms (C00-C97),Cancer,Oregon,7479,177
2008,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,28964,184.7
2008,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2227,178.1
2008,Malignant neoplasms (C00-C97),Cancer,South Carolina,9199,190
2008,Malignant neoplasms (C00-C97),Cancer,South Dakota,1570,168.4
2008,Malignant neoplasms (C00-C97),Cancer,Tennessee,13162,197.2
2008,Malignant neoplasms (C00-C97),Cancer,Texas,35713,169.9
2008,Malignant neoplasms (C00-C97),Cancer,United States,565469,176.4
2008,Malignant neoplasms (C00-C97),Cancer,Utah,2492,125.4
2008,Malignant neoplasms (C00-C97),Cancer,Vermont,1279,176.3
2008,Malignant neoplasms (C00-C97),Cancer,Virginia,13983,179.1
2008,Malignant neoplasms (C00-C97),Cancer,Washington,11618,175.5
2008,Malignant neoplasms (C00-C97),Cancer,West Virginia,4605,198.5
2008,Malignant neoplasms (C00-C97),Cancer,Wisconsin,11185,177.8
2008,Malignant neoplasms (C00-C97),Cancer,Wyoming,874,156.7
2007,Malignant neoplasms (C00-C97),Cancer,Alabama,10025,198.7
2007,Malignant neoplasms (C00-C97),Cancer,Alaska,839,182.6
2007,Malignant neoplasms (C00-C97),Cancer,Arizona,10134,158.9
2007,Malignant neoplasms (C00-C97),Cancer,Arkansas,6388,201.3
2007,Malignant neoplasms (C00-C97),Cancer,California,55011,163.8
2007,Malignant neoplasms (C00-C97),Cancer,Colorado,6617,154.1
2007,Malignant neoplasms (C00-C97),Cancer,Connecticut,6827,167.2
2007,Malignant neoplasms (C00-C97),Cancer,Delaware,1853,193.5
2007,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1169,208.2
2007,Malignant neoplasms (C00-C97),Cancer,Florida,40088,169.8
2007,Malignant neoplasms (C00-C97),Cancer,Georgia,14983,185.5
2007,Malignant neoplasms (C00-C97),Cancer,Hawaii,2214,148
2007,Malignant neoplasms (C00-C97),Cancer,Idaho,2405,166.3
2007,Malignant neoplasms (C00-C97),Cancer,Illinois,24115,186.6
2007,Malignant neoplasms (C00-C97),Cancer,Indiana,12778,192.6
2007,Malignant neoplasms (C00-C97),Cancer,Iowa,6376,176.8
2007,Malignant neoplasms (C00-C97),Cancer,Kansas,5406,179.2
2007,Malignant neoplasms (C00-C97),Cancer,Kentucky,9692,214.7
2007,Malignant neoplasms (C00-C97),Cancer,Louisiana,8736,199.3
2007,Malignant neoplasms (C00-C97),Cancer,Maine,3112,189.9
2007,Malignant neoplasms (C00-C97),Cancer,Maryland,10179,180.5
2007,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13003,179.5
2007,Malignant neoplasms (C00-C97),Cancer,Michigan,20087,186.4
2007,Malignant neoplasms (C00-C97),Cancer,Minnesota,9176,168.7
2007,Malignant neoplasms (C00-C97),Cancer,Mississippi,6002,201.8
2007,Malignant neoplasms (C00-C97),Cancer,Missouri,12380,190.9
2007,Malignant neoplasms (C00-C97),Cancer,Montana,1921,170.7
2007,Malignant neoplasms (C00-C97),Cancer,Nebraska,3479,176.6
2007,Malignant neoplasms (C00-C97),Cancer,Nevada,4331,180.8
2007,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2609,184.7
2007,Malignant neoplasms (C00-C97),Cancer,New Jersey,17096,180.1
2007,Malignant neoplasms (C00-C97),Cancer,New Mexico,3238,158.1
2007,Malignant neoplasms (C00-C97),Cancer,New York,35485,169.8
2007,Malignant neoplasms (C00-C97),Cancer,North Carolina,17478,187.1
2007,Malignant neoplasms (C00-C97),Cancer,North Dakota,1264,162.6
2007,Malignant neoplasms (C00-C97),Cancer,Ohio,25230,196.3
2007,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7727,198.5
2007,Malignant neoplasms (C00-C97),Cancer,Oregon,7393,178.8
2007,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29014,186.9
2007,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2213,178.4
2007,Malignant neoplasms (C00-C97),Cancer,South Carolina,8867,188.5
2007,Malignant neoplasms (C00-C97),Cancer,South Dakota,1612,174.3
2007,Malignant neoplasms (C00-C97),Cancer,Tennessee,13161,201.6
2007,Malignant neoplasms (C00-C97),Cancer,Texas,35074,171.9
2007,Malignant neoplasms (C00-C97),Cancer,United States,562875,179.3
2007,Malignant neoplasms (C00-C97),Cancer,Utah,2572,133.2
2007,Malignant neoplasms (C00-C97),Cancer,Vermont,1346,188.6
2007,Malignant neoplasms (C00-C97),Cancer,Virginia,14009,184
2007,Malignant neoplasms (C00-C97),Cancer,Washington,11568,179
2007,Malignant neoplasms (C00-C97),Cancer,West Virginia,4690,204.3
2007,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10963,177.2
2007,Malignant neoplasms (C00-C97),Cancer,Wyoming,940,172.9
2006,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7491,195.2
2006,Malignant neoplasms (C00-C97),Cancer,Alabama,9899,199.4
2006,Malignant neoplasms (C00-C97),Cancer,Alaska,790,177.8
2006,Malignant neoplasms (C00-C97),Cancer,Arizona,9919,160
2006,Malignant neoplasms (C00-C97),Cancer,Arkansas,6177,196.7
2006,Malignant neoplasms (C00-C97),Cancer,California,54140,164.5
2006,Malignant neoplasms (C00-C97),Cancer,Colorado,6550,157.5
2006,Malignant neoplasms (C00-C97),Cancer,Connecticut,7044,175.5
2006,Malignant neoplasms (C00-C97),Cancer,Delaware,1780,190.7
2006,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1178,210.5
2006,Malignant neoplasms (C00-C97),Cancer,Florida,40415,174.6
2006,Malignant neoplasms (C00-C97),Cancer,Georgia,14474,184
2006,Malignant neoplasms (C00-C97),Cancer,Hawaii,2171,147.8
2006,Malignant neoplasms (C00-C97),Cancer,Idaho,2306,163.2
2006,Malignant neoplasms (C00-C97),Cancer,Illinois,24084,188.7
2006,Malignant neoplasms (C00-C97),Cancer,Indiana,12903,197.5
2006,Malignant neoplasms (C00-C97),Cancer,Iowa,6359,179
2006,Malignant neoplasms (C00-C97),Cancer,Kansas,5343,180.1
2006,Malignant neoplasms (C00-C97),Cancer,Kentucky,9394,212
2006,Malignant neoplasms (C00-C97),Cancer,Louisiana,8853,206.1
2006,Malignant neoplasms (C00-C97),Cancer,Maine,3089,192.7
2006,Malignant neoplasms (C00-C97),Cancer,Maryland,10350,187
2006,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13407,187.5
2006,Malignant neoplasms (C00-C97),Cancer,Michigan,20192,190.5
2006,Malignant neoplasms (C00-C97),Cancer,Minnesota,9079,170.7
2006,Malignant neoplasms (C00-C97),Cancer,Mississippi,6236,212.7
2006,Malignant neoplasms (C00-C97),Cancer,Missouri,12519,195.8
2006,Malignant neoplasms (C00-C97),Cancer,Montana,1943,177.9
2006,Malignant neoplasms (C00-C97),Cancer,Nebraska,3430,176.6
2006,Malignant neoplasms (C00-C97),Cancer,Nevada,4226,184.5
2006,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2534,183.9
2006,Malignant neoplasms (C00-C97),Cancer,New Jersey,17180,183
2006,Malignant neoplasms (C00-C97),Cancer,New Mexico,3147,158.5
2006,Malignant neoplasms (C00-C97),Cancer,New York,35284,170.9
2006,Malignant neoplasms (C00-C97),Cancer,North Carolina,17318,191.4
2006,Malignant neoplasms (C00-C97),Cancer,North Dakota,1387,180.2
2006,Malignant neoplasms (C00-C97),Cancer,Ohio,24975,197.3
2006,Malignant neoplasms (C00-C97),Cancer,Oregon,7309,180.9
2006,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29172,190.5
2006,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2250,181.4
2006,Malignant neoplasms (C00-C97),Cancer,South Carolina,8853,194.7
2006,Malignant neoplasms (C00-C97),Cancer,South Dakota,1570,173.1
2006,Malignant neoplasms (C00-C97),Cancer,Tennessee,13051,204.6
2006,Malignant neoplasms (C00-C97),Cancer,Texas,34939,176.1
2006,Malignant neoplasms (C00-C97),Cancer,United States,559888,181.8
2006,Malignant neoplasms (C00-C97),Cancer,Utah,2615,139.9
2006,Malignant neoplasms (C00-C97),Cancer,Vermont,1214,172.6
2006,Malignant neoplasms (C00-C97),Cancer,Virginia,13829,185.3
2006,Malignant neoplasms (C00-C97),Cancer,Washington,11055,175.3
2006,Malignant neoplasms (C00-C97),Cancer,West Virginia,4613,203.6
2006,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10925,179.9
2006,Malignant neoplasms (C00-C97),Cancer,Wyoming,927,174.6
2005,Malignant neoplasms (C00-C97),Cancer,Alabama,9913,204.4
2005,Malignant neoplasms (C00-C97),Cancer,Alaska,732,171
2005,Malignant neoplasms (C00-C97),Cancer,Arizona,9820,164.2
2005,Malignant neoplasms (C00-C97),Cancer,Arkansas,6361,207.7
2005,Malignant neoplasms (C00-C97),Cancer,California,54732,168.9
2005,Malignant neoplasms (C00-C97),Cancer,Colorado,6395,159.7
2005,Malignant neoplasms (C00-C97),Cancer,Connecticut,7052,176.8
2005,Malignant neoplasms (C00-C97),Cancer,Delaware,1799,199.1
2005,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1151,205.3
2005,Malignant neoplasms (C00-C97),Cancer,Florida,40592,178.4
2005,Malignant neoplasms (C00-C97),Cancer,Georgia,14358,189.9
2005,Malignant neoplasms (C00-C97),Cancer,Hawaii,2169,151.3
2005,Malignant neoplasms (C00-C97),Cancer,Idaho,2368,174.6
2005,Malignant neoplasms (C00-C97),Cancer,Illinois,24250,192.1
2005,Malignant neoplasms (C00-C97),Cancer,Indiana,12796,199.8
2005,Malignant neoplasms (C00-C97),Cancer,Iowa,6453,183.7
2005,Malignant neoplasms (C00-C97),Cancer,Kansas,5428,185.6
2005,Malignant neoplasms (C00-C97),Cancer,Kentucky,9505,219.1
2005,Malignant neoplasms (C00-C97),Cancer,Louisiana,9249,208.6
2005,Malignant neoplasms (C00-C97),Cancer,Maine,3218,204.8
2005,Malignant neoplasms (C00-C97),Cancer,Maryland,10371,190.4
2005,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13182,186.3
2005,Malignant neoplasms (C00-C97),Cancer,Michigan,20094,192.6
2005,Malignant neoplasms (C00-C97),Cancer,Minnesota,8823,169
2005,Malignant neoplasms (C00-C97),Cancer,Mississippi,6065,208.9
2005,Malignant neoplasms (C00-C97),Cancer,Missouri,12419,198
2005,Malignant neoplasms (C00-C97),Cancer,Montana,1956,184.2
2005,Malignant neoplasms (C00-C97),Cancer,Nebraska,3355,175.5
2005,Malignant neoplasms (C00-C97),Cancer,Nevada,4238,191
2005,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2549,189.8
2005,Malignant neoplasms (C00-C97),Cancer,New Jersey,17171,185
2005,Malignant neoplasms (C00-C97),Cancer,New Mexico,3141,162.9
2005,Malignant neoplasms (C00-C97),Cancer,New York,35556,173.4
2005,Malignant neoplasms (C00-C97),Cancer,North Carolina,16724,191.2
2005,Malignant neoplasms (C00-C97),Cancer,North Dakota,1302,170.5
2005,Malignant neoplasms (C00-C97),Cancer,Ohio,24702,198.1
2005,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7446,198
2005,Malignant neoplasms (C00-C97),Cancer,Oregon,7326,186.5
2005,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29616,195.6
2005,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2292,186.8
2005,Malignant neoplasms (C00-C97),Cancer,South Carolina,8652,198.2
2005,Malignant neoplasms (C00-C97),Cancer,South Dakota,1612,182.6
2005,Malignant neoplasms (C00-C97),Cancer,Tennessee,12995,210.3
2005,Malignant neoplasms (C00-C97),Cancer,Texas,34291,178.9
2005,Malignant neoplasms (C00-C97),Cancer,United States,559312,185.1
2005,Malignant neoplasms (C00-C97),Cancer,Utah,2520,140.9
2005,Malignant neoplasms (C00-C97),Cancer,Vermont,1202,175.9
2005,Malignant neoplasms (C00-C97),Cancer,Virginia,13877,190
2005,Malignant neoplasms (C00-C97),Cancer,Washington,11048,181
2005,Malignant neoplasms (C00-C97),Cancer,West Virginia,4617,207.4
2005,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10943,182.8
2005,Malignant neoplasms (C00-C97),Cancer,Wyoming,886,169.2
2004,Malignant neoplasms (C00-C97),Cancer,New Jersey,17208,187.1
2004,Malignant neoplasms (C00-C97),Cancer,Alabama,9756,204.5
2004,Malignant neoplasms (C00-C97),Cancer,Alaska,728,184.2
2004,Malignant neoplasms (C00-C97),Cancer,Arizona,9618,167.5
2004,Malignant neoplasms (C00-C97),Cancer,Arkansas,6304,208.6
2004,Malignant neoplasms (C00-C97),Cancer,California,53700,169.2
2004,Malignant neoplasms (C00-C97),Cancer,Colorado,6196,159.4
2004,Malignant neoplasms (C00-C97),Cancer,Connecticut,7175,182.4
2004,Malignant neoplasms (C00-C97),Cancer,Delaware,1827,208.3
2004,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1152,206.4
2004,Malignant neoplasms (C00-C97),Cancer,Florida,39840,179.4
2004,Malignant neoplasms (C00-C97),Cancer,Georgia,14313,195.5
2004,Malignant neoplasms (C00-C97),Cancer,Hawaii,2088,150.5
2004,Malignant neoplasms (C00-C97),Cancer,Idaho,2227,169.6
2004,Malignant neoplasms (C00-C97),Cancer,Illinois,24289,194.8
2004,Malignant neoplasms (C00-C97),Cancer,Indiana,12552,199.1
2004,Malignant neoplasms (C00-C97),Cancer,Iowa,6340,182.3
2004,Malignant neoplasms (C00-C97),Cancer,Kansas,5312,183.1
2004,Malignant neoplasms (C00-C97),Cancer,Kentucky,9159,215.5
2004,Malignant neoplasms (C00-C97),Cancer,Louisiana,9434,216.3
2004,Malignant neoplasms (C00-C97),Cancer,Maine,3124,202.2
2004,Malignant neoplasms (C00-C97),Cancer,Maryland,10168,190.5
2004,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13337,190.1
2004,Malignant neoplasms (C00-C97),Cancer,Michigan,19653,190.9
2004,Malignant neoplasms (C00-C97),Cancer,Minnesota,9093,177
2004,Malignant neoplasms (C00-C97),Cancer,Mississippi,5983,209.8
2004,Malignant neoplasms (C00-C97),Cancer,Missouri,12450,201.1
2004,Malignant neoplasms (C00-C97),Cancer,Montana,1867,179.6
2004,Malignant neoplasms (C00-C97),Cancer,Nebraska,3270,173.7
2004,Malignant neoplasms (C00-C97),Cancer,Nevada,4119,191.9
2004,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2554,194.8
2004,Malignant neoplasms (C00-C97),Cancer,New Mexico,3036,162.5
2004,Malignant neoplasms (C00-C97),Cancer,New York,36100,177.8
2004,Malignant neoplasms (C00-C97),Cancer,North Carolina,16477,193.7
2004,Malignant neoplasms (C00-C97),Cancer,North Dakota,1265,166.8
2004,Malignant neoplasms (C00-C97),Cancer,Ohio,24940,202.1
2004,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7269,196
2004,Malignant neoplasms (C00-C97),Cancer,Oregon,7236,188.8
2004,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29424,196.1
2004,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2418,196.8
2004,Malignant neoplasms (C00-C97),Cancer,South Carolina,8348,195.8
2004,Malignant neoplasms (C00-C97),Cancer,South Dakota,1555,177.5
2004,Malignant neoplasms (C00-C97),Cancer,Tennessee,12586,208.1
2004,Malignant neoplasms (C00-C97),Cancer,Texas,33937,182.1
2004,Malignant neoplasms (C00-C97),Cancer,United States,553888,186.8
2004,Malignant neoplasms (C00-C97),Cancer,Utah,2445,141.1
2004,Malignant neoplasms (C00-C97),Cancer,Vermont,1212,179.5
2004,Malignant neoplasms (C00-C97),Cancer,Virginia,13385,188.5
2004,Malignant neoplasms (C00-C97),Cancer,Washington,10989,184.6
2004,Malignant neoplasms (C00-C97),Cancer,West Virginia,4694,212.2
2004,Malignant neoplasms (C00-C97),Cancer,Wisconsin,10861,184.7
2004,Malignant neoplasms (C00-C97),Cancer,Wyoming,875,171.7
2003,Malignant neoplasms (C00-C97),Cancer,New Hampshire,2485,193.7
2003,Malignant neoplasms (C00-C97),Cancer,Alabama,9812,208.2
2003,Malignant neoplasms (C00-C97),Cancer,Alaska,735,188.4
2003,Malignant neoplasms (C00-C97),Cancer,Arizona,9627,173
2003,Malignant neoplasms (C00-C97),Cancer,Arkansas,6119,205.1
2003,Malignant neoplasms (C00-C97),Cancer,California,54319,174
2003,Malignant neoplasms (C00-C97),Cancer,Colorado,6417,169.4
2003,Malignant neoplasms (C00-C97),Cancer,Connecticut,7131,183
2003,Malignant neoplasms (C00-C97),Cancer,Delaware,1719,201.5
2003,Malignant neoplasms (C00-C97),Cancer,District of Columbia,1122,200.9
2003,Malignant neoplasms (C00-C97),Cancer,Florida,39404,181.7
2003,Malignant neoplasms (C00-C97),Cancer,Georgia,14032,196.3
2003,Malignant neoplasms (C00-C97),Cancer,Hawaii,2133,157.4
2003,Malignant neoplasms (C00-C97),Cancer,Idaho,2321,181.8
2003,Malignant neoplasms (C00-C97),Cancer,Illinois,24464,198.2
2003,Malignant neoplasms (C00-C97),Cancer,Indiana,12933,207.5
2003,Malignant neoplasms (C00-C97),Cancer,Iowa,6469,187.8
2003,Malignant neoplasms (C00-C97),Cancer,Kansas,5332,185.9
2003,Malignant neoplasms (C00-C97),Cancer,Kentucky,9378,223.7
2003,Malignant neoplasms (C00-C97),Cancer,Louisiana,9533,221.8
2003,Malignant neoplasms (C00-C97),Cancer,Maine,3120,205.4
2003,Malignant neoplasms (C00-C97),Cancer,Maryland,10292,196.4
2003,Malignant neoplasms (C00-C97),Cancer,Massachusetts,13551,194.6
2003,Malignant neoplasms (C00-C97),Cancer,Michigan,19713,194.1
2003,Malignant neoplasms (C00-C97),Cancer,Minnesota,9183,181.7
2003,Malignant neoplasms (C00-C97),Cancer,Mississippi,5960,212.2
2003,Malignant neoplasms (C00-C97),Cancer,Missouri,12354,202.1
2003,Malignant neoplasms (C00-C97),Cancer,Montana,1847,181.7
2003,Malignant neoplasms (C00-C97),Cancer,Nebraska,3339,179
2003,Malignant neoplasms (C00-C97),Cancer,Nevada,4138,200.2
2003,Malignant neoplasms (C00-C97),Cancer,New Jersey,17957,197.3
2003,Malignant neoplasms (C00-C97),Cancer,New Mexico,3103,170.1
2003,Malignant neoplasms (C00-C97),Cancer,New York,36238,180.2
2003,Malignant neoplasms (C00-C97),Cancer,North Carolina,16145,193.9
2003,Malignant neoplasms (C00-C97),Cancer,North Dakota,1334,179.2
2003,Malignant neoplasms (C00-C97),Cancer,Ohio,25076,205.3
2003,Malignant neoplasms (C00-C97),Cancer,Oklahoma,7338,199.8
2003,Malignant neoplasms (C00-C97),Cancer,Oregon,7232,192.5
2003,Malignant neoplasms (C00-C97),Cancer,Pennsylvania,29841,200
2003,Malignant neoplasms (C00-C97),Cancer,Rhode Island,2328,192.1
