States,States Code,Year,Sex,Age Groups,Count,Population,Crude Rate
Alabama,1,1999,Male,0-1 years,0,30075,0
Alabama,1,1999,Male,60-64 years ,23,88690,25.93
Alabama,1,1999,Male,65-69 years,18,75958,23.7
Alabama,1,2000,Female,70-74 years,19,85070,22.33
Alabama,1,2000,Female,75-79 years,16,71984,22.23
Alabama,1,2000,Male,70-74 years,16,63735,25.1
Alabama,1,2001,Female,0-1 years,0,30131,0
Alabama,1,2001,Female,55-59 years,17,120592,14.1
Alabama,1,2001,Female,75-79 years,20,71899,27.82
Alabama,1,2001,Male,0-1 years,0,31406,0
Alabama,1,2001,Male,55-59 years,23,110610,20.79
Alabama,1,2001,Male,65-69 years,19,77545,24.5
Alabama,1,2002,Female,15-19 years,0,157222,0
Alabama,1,2002,Female,75-79 years,17,71975,23.62
Alabama,1,2002,Male,0-1 years,0,29829,0
Alabama,1,2002,Male,55-59 years,17,119508,14.22
Alabama,1,2003,Female,0-1 years,0,28339,0
Alabama,1,2003,Female,10-14 years,0,159266,0
Alabama,1,2003,Male,55-59 years,20,124704,16.04
Alabama,1,2003,Male,60-64 years ,17,97551,17.43
Alabama,1,2003,Male,70-74 years,16,64399,24.85
Alabama,1,2004,Male,55-59 years,17,130369,13.04
Alabama,1,2004,Male,60-64 years ,21,101698,20.65
Alabama,1,2004,Male,65-69 years,16,81138,19.72
Alabama,1,2005,Female,15-19 years,0,161596,0
Alabama,1,2005,Male,50-54 years,22,152556,14.42
Alabama,1,2005,Male,55-59 years,18,136935,13.14
Alabama,1,2005,Male,65-69 years,16,82992,19.28
Alabama,1,2005,Male,70-74 years,18,66019,27.26
Alabama,1,2006,Female,65-69 years,17,99080,17.16
Alabama,1,2006,Male,0-1 years,0,30975,0
Alabama,1,2006,Male,55-59 years,16,143669,11.14
Alabama,1,2006,Male,60-64 years ,16,107124,14.94
Alabama,1,2006,Male,65-69 years,17,85514,19.88
Alabama,1,2007,Female,50-54 years,17,171281,9.93
Alabama,1,2007,Male,50-54 years,17,161263,10.54
Alabama,1,2007,Male,55-59 years,21,143382,14.65
Alabama,1,2007,Male,60-64 years ,17,115910,14.67
Alabama,1,2007,Male,65-69 years,23,88097,26.11
Alabama,1,2007,Male,70-74 years,17,68202,24.93
Alabama,1,2008,Female,65-69 years,20,106023,18.86
Alabama,1,2008,Female,75-79 years,16,70861,22.58
Alabama,1,2008,Male,50-54 years,20,164801,12.14
Alabama,1,2008,Male,55-59 years,18,145011,12.41
Alabama,1,2008,Male,60-64 years ,24,121294,19.79
Alabama,1,2008,Male,65-69 years,26,92099,28.23
Alabama,1,2008,Male,70-74 years,18,69592,25.87
Alabama,1,2008,Male,75-79 years,20,51001,39.21
Alabama,1,2009,Female,0-1 years,0,30462,0
Alabama,1,2009,Female,50-54 years,16,177413,9.02
Alabama,1,2009,Female,60-64 years ,17,139157,12.22
Alabama,1,2009,Female,65-69 years,16,109638,14.59
Alabama,1,2009,Female,70-74 years,23,88061,26.12
Alabama,1,2009,Female,80-84 years,16,54967,29.11
Alabama,1,2009,Male,50-54 years,27,167065,16.16
Alabama,1,2009,Male,55-59 years,20,147180,13.59
Alabama,1,2009,Male,60-64 years ,22,126713,17.36
Alabama,1,2009,Male,70-74 years,20,71027,28.16
Alabama,1,2010,Female,55-59 years,19,163397,11.63
Alabama,1,2010,Female,85+ years,19,53158,35.74
Alabama,1,2010,Male,0-1 years,0,30140,0
Alabama,1,2010,Male,55-59 years,23,150845,15.25
Alabama,1,2010,Male,60-64 years ,19,132800,14.31
Alabama,1,2010,Male,65-69 years,21,98401,21.34
Alabama,1,2010,Male,70-74 years,19,72560,26.19
Alabama,1,2011,Female,0-1 years,0,28726,0
Alabama,1,2011,Female,55-59 years,18,166954,10.78
Alabama,1,2011,Female,60-64 years ,20,151846,13.17
Alabama,1,2011,Male,0-1 years,0,30441,0
Alabama,1,2011,Male,55-59 years,19,154561,12.29
Alabama,1,2011,Male,60-64 years ,22,138473,15.89
Alabama,1,2011,Male,65-69 years,28,100496,27.86
Alabama,1,2011,Male,70-74 years,20,74159,26.97
Alabama,1,2011,Male,80-84 years,21,34448,60.96
Alabama,1,2012,Female,0-1 years,0,28780,0
Alabama,1,2012,Female,60-64 years ,20,151128,13.23
Alabama,1,2012,Female,65-69 years,24,123193,19.48
Alabama,1,2012,Female,80-84 years,19,55180,34.43
Alabama,1,2012,Male,50-54 years,16,169892,9.42
Alabama,1,2012,Male,55-59 years,31,158716,19.53
Alabama,1,2012,Male,60-64 years ,24,137543,17.45
Alabama,1,2012,Male,65-69 years,30,108851,27.56
Alabama,1,2012,Male,70-74 years,22,76836,28.63
Alabama,1,2013,Female,0-1 years,0,28204,0
Alabama,1,2013,Female,55-59 years,17,173753,9.78
Alabama,1,2013,Female,60-64 years ,17,152383,11.16
Alabama,1,2013,Female,65-69 years,17,127684,13.31
Alabama,1,2013,Male,55-59 years,16,161739,9.89
Alabama,1,2013,Male,60-64 years ,19,138532,13.72
Alabama,1,2013,Male,65-69 years,30,113252,26.49
Alabama,1,2013,Male,75-79 years,17,55522,30.62
Alabama,1,2014,Female,65-69 years,16,133282,12
Alabama,1,2014,Female,70-74 years,17,100172,16.97
Alabama,1,2014,Male,55-59 years,20,163564,12.23
Alabama,1,2014,Male,60-64 years ,29,140937,20.58
Alabama,1,2014,Male,70-74 years,17,83780,20.29
Alabama,1,2015,Female,0-1 years,0,29072,0
Alabama,1,2015,Male,0-1 years,0,30014,0
Alabama,1,2015,Male,50-54 years,19,168885,11.25
Alabama,1,2015,Male,55-59 years,21,165644,12.68
Alabama,1,2015,Male,60-64 years ,17,144108,11.8
Alabama,1,2015,Male,65-69 years,22,123374,17.83
Alabama,1,2015,Male,70-74 years,29,86067,33.69
Alabama,1,2016,Female,60-64 years ,20,162057,12.34
Alabama,1,2016,Female,65-69 years,22,144688,15.21
Alabama,1,2016,Female,70-74 years,22,104761,21
Alabama,1,2016,Male,20-24 years,0,174638,0
Alabama,1,2016,Male,55-59 years,25,166667,15
Alabama,1,2016,Male,60-64 years ,18,147520,12.2
Alabama,1,2016,Male,65-69 years,27,128698,20.98
Alabama,1,2016,Male,70-74 years,22,88035,24.99
Alabama,1,2017,Female,60-64 years ,21,165796,12.67
Alabama,1,2017,Female,65-69 years,22,143921,15.29
Alabama,1,2017,Male,55-59 years,16,166594,9.6
Alabama,1,2017,Male,60-64 years ,24,151343,15.86
Alabama,1,2017,Male,65-69 years,29,127445,22.75
Alabama,1,2017,Male,70-74 years,21,95463,22
Alabama,1,2017,Male,75-79 years,16,61875,25.86
Alabama,1,2018,Female,0-1 years,0,28374,0
Alabama,1,2018,Female,60-64 years ,23,168695,13.63
Alabama,1,2018,Female,65-69 years,21,145428,14.44
Alabama,1,2018,Female,70-74 years,23,116943,19.67
Alabama,1,2018,Female,75-79 years,19,83523,22.75
Alabama,1,2018,Female,80-84 years,18,57946,31.06
Alabama,1,2018,Male,0-1 years,0,29826,0
Alabama,1,2018,Male,50-54 years,18,158326,11.37
Alabama,1,2018,Male,55-59 years,19,167098,11.37
Alabama,1,2018,Male,60-64 years ,24,153993,15.59
Alabama,1,2018,Male,65-69 years,26,128319,20.26
Alabama,1,2018,Male,70-74 years,25,99545,25.11
Alabama,1,2018,Male,75-79 years,16,65125,24.57
Alabama,1,2019,Female,0-1 years,0,27693,0
Alabama,1,2019,Female,60-64 years ,17,170257,9.98
Alabama,1,2019,Female,65-69 years,16,148465,10.78
Alabama,1,2019,Female,70-74 years,18,122359,14.71
Alabama,1,2019,Female,75-79 years,18,86196,20.88
Alabama,1,2019,Male,0-1 years,0,29063,0
Alabama,1,2019,Male,50-54 years,18,155628,11.57
Alabama,1,2019,Male,55-59 years,22,167785,13.11
Alabama,1,2019,Male,60-64 years ,30,155993,19.23
Alabama,1,2019,Male,65-69 years,34,130749,26
Alabama,1,2019,Male,75-79 years,20,67637,29.57
Alabama,1,2020,Female,55-59 years,17,174926,9.72
Alabama,1,2020,Female,60-64 years ,18,171831,10.48
Alabama,1,2020,Female,65-69 years,23,152218,15.11
Alabama,1,2020,Female,70-74 years,25,127768,19.57
Alabama,1,2020,Female,75-79 years,19,88556,21.46
Alabama,1,2020,Female,80-84 years,17,60560,28.07
Alabama,1,2020,Male,55-59 years,20,166463,12.01
Alabama,1,2020,Male,60-64 years ,25,158102,15.81
Alabama,1,2020,Male,65-69 years,26,133788,19.43
Alabama,1,2020,Male,70-74 years,17,108610,15.65
Alabama,1,2020,Male,75-79 years,16,69529,23.01
Alabama,1,2021,Female,50-54 years,16,161463,9.91
Alabama,1,2021,Female,65-69 years,19,155074,12.25
Alabama,1,2021,Female,70-74 years,32,133221,24.02
Alabama,1,2021,Female,75-79 years,17,89857,18.92
Alabama,1,2021,Male,0-1 years,0,28870,0
Alabama,1,2021,Male,50-54 years,20,157313,12.71
Alabama,1,2021,Male,55-59 years,20,162742,12.29
Alabama,1,2021,Male,60-64 years ,25,159073,15.72
Alabama,1,2021,Male,70-74 years,30,112316,26.71
Alaska,2,1999,Female,0-1 years,0,4427,0
Alaska,2,1999,Female,10-14 years,0,27178,0
Alaska,2,1999,Female,15-19 years,0,23567,0
Alaska,2,1999,Female,25-29 years,0,20053,0
Alaska,2,1999,Female,45-49 years,0,25028,0
Alaska,2,1999,Female,80-84 years,0,2061,0
Alaska,2,1999,Female,85+ years,0,1627,0
Alaska,2,1999,Male,0-1 years,0,4838,0
Alaska,2,1999,Male,1-4 years,0,19756,0
Alaska,2,1999,Male,10-14 years,0,28699,0
Alaska,2,1999,Male,15-19 years,0,26165,0
Alaska,2,1999,Male,20-24 years,0,20966,0
Alaska,2,1999,Male,25-29 years,0,21634,0
Alaska,2,1999,Male,45-49 years,0,27512,0
Alaska,2,1999,Male,65-69 years,0,6150,0
Alaska,2,1999,Male,80-84 years,0,1466,0
Alaska,2,1999,Male,85+ years,0,834,0
Alaska,2,2000,Female,1-4 years,0,18643,0
Alaska,2,2000,Female,10-14 years,0,27698,0
Alaska,2,2000,Female,15-19 years,0,23780,0
Alaska,2,2000,Female,20-24 years,0,18825,0
Alaska,2,2000,Female,25-29 years,0,20624,0
Alaska,2,2000,Female,30-34 years,0,22298,0
Alaska,2,2000,Female,40-44 years,0,28587,0
Alaska,2,2000,Female,80-84 years,0,2209,0
Alaska,2,2000,Female,85+ years,0,1754,0
Alaska,2,2000,Male,0-1 years,0,4936,0
Alaska,2,2000,Male,1-4 years,0,19440,0
Alaska,2,2000,Male,5-9 years,0,27352,0
Alaska,2,2000,Male,10-14 years,0,29163,0
Alaska,2,2000,Male,25-29 years,0,21947,0
Alaska,2,2000,Male,35-39 years,0,28470,0
Alaska,2,2000,Male,40-44 years,0,29884,0
Alaska,2,2000,Male,70-74 years,0,4917,0
Alaska,2,2000,Male,75-79 years,0,3105,0
Alaska,2,2000,Male,80-84 years,0,1552,0
Alaska,2,2000,Male,85+ years,0,912,0
Alaska,2,2001,Female,0-1 years,0,4696,0
Alaska,2,2001,Female,1-4 years,0,18147,0
Alaska,2,2001,Female,5-9 years,0,25029,0
Alaska,2,2001,Female,10-14 years,0,27875,0
Alaska,2,2001,Female,15-19 years,0,24621,0
Alaska,2,2001,Female,25-29 years,0,19809,0
Alaska,2,2001,Female,35-39 years,0,25783,0
Alaska,2,2001,Female,60-64 years ,0,8668,0
Alaska,2,2001,Female,75-79 years,0,3975,0
Alaska,2,2001,Female,80-84 years,0,2373,0
Alaska,2,2001,Female,85+ years,0,1900,0
Alaska,2,2001,Male,0-1 years,0,5130,0
Alaska,2,2001,Male,1-4 years,0,19203,0
Alaska,2,2001,Male,10-14 years,0,29202,0
Alaska,2,2001,Male,25-29 years,0,21339,0
Alaska,2,2001,Male,30-34 years,0,23680,0
Alaska,2,2001,Male,35-39 years,0,27200,0
Alaska,2,2001,Male,50-54 years,0,24223,0
Alaska,2,2002,Female,0-1 years,0,4748,0
Alaska,2,2002,Female,10-14 years,0,28037,0
Alaska,2,2002,Female,15-19 years,0,25215,0
Alaska,2,2002,Female,35-39 years,0,24696,0
Alaska,2,2002,Female,45-49 years,0,27345,0
Alaska,2,2002,Female,50-54 years,0,21372,0
Alaska,2,2002,Female,60-64 years ,0,9395,0
Alaska,2,2002,Female,65-69 years,0,6687,0
Alaska,2,2002,Female,75-79 years,0,4060,0
Alaska,2,2002,Female,80-84 years,0,2568,0
Alaska,2,2002,Female,85+ years,0,2003,0
Alaska,2,2002,Male,0-1 years,0,4947,0
Alaska,2,2002,Male,20-24 years,0,24615,0
Alaska,2,2002,Male,75-79 years,0,3383,0
Alaska,2,2002,Male,80-84 years,0,1757,0
Alaska,2,2002,Male,85+ years,0,982,0
Alaska,2,2003,Female,0-1 years,0,4746,0
Alaska,2,2003,Female,1-4 years,0,18144,0
Alaska,2,2003,Female,10-14 years,0,27729,0
Alaska,2,2003,Female,15-19 years,0,25514,0
Alaska,2,2003,Female,20-24 years,0,21783,0
Alaska,2,2003,Female,35-39 years,0,23570,0
Alaska,2,2003,Female,40-44 years,0,27668,0
Alaska,2,2003,Female,50-54 years,0,22656,0
Alaska,2,2003,Female,60-64 years ,0,10294,0
Alaska,2,2003,Female,80-84 years,0,2733,0
Alaska,2,2003,Female,85+ years,0,2119,0
Alaska,2,2003,Male,1-4 years,0,19636,0
Alaska,2,2003,Male,5-9 years,0,24848,0
Alaska,2,2003,Male,15-19 years,0,28562,0
Alaska,2,2003,Male,25-29 years,0,21180,0
Alaska,2,2003,Male,30-34 years,0,23085,0
Alaska,2,2003,Male,65-69 years,0,7420,0
Alaska,2,2003,Male,75-79 years,0,3486,0
Alaska,2,2003,Male,85+ years,0,1045,0
Alaska,2,2004,Female,5-9 years,0,23417,0
Alaska,2,2004,Female,10-14 years,0,27647,0
Alaska,2,2004,Female,15-19 years,0,25744,0
Alaska,2,2004,Female,20-24 years,0,22888,0
Alaska,2,2004,Female,45-49 years,0,27930,0
Alaska,2,2004,Female,55-59 years,0,17130,0
Alaska,2,2004,Female,75-79 years,0,4219,0
Alaska,2,2004,Male,0-1 years,0,5083,0
Alaska,2,2004,Male,1-4 years,0,19825,0
Alaska,2,2004,Male,15-19 years,0,28868,0
Alaska,2,2004,Male,45-49 years,0,29626,0
Alaska,2,2004,Male,70-74 years,0,5328,0
Alaska,2,2004,Male,85+ years,0,1120,0
Alaska,2,2005,Female,0-1 years,0,4891,0
Alaska,2,2005,Female,1-4 years,0,18712,0
Alaska,2,2005,Female,10-14 years,0,26752,0
Alaska,2,2005,Female,20-24 years,0,23591,0
Alaska,2,2005,Female,25-29 years,0,21690,0
Alaska,2,2005,Female,35-39 years,0,22382,0
Alaska,2,2005,Female,60-64 years ,0,12052,0
Alaska,2,2005,Female,65-69 years,0,7332,0
Alaska,2,2005,Female,80-84 years,0,3024,0
Alaska,2,2005,Female,85+ years,0,2395,0
Alaska,2,2005,Male,0-1 years,0,5306,0
Alaska,2,2005,Male,1-4 years,0,20020,0
Alaska,2,2005,Male,10-14 years,0,27892,0
Alaska,2,2005,Male,15-19 years,0,28762,0
Alaska,2,2005,Male,20-24 years,0,29526,0
Alaska,2,2005,Male,25-29 years,0,22729,0
Alaska,2,2005,Male,30-34 years,0,22431,0
Alaska,2,2005,Male,35-39 years,0,24084,0
Alaska,2,2005,Male,40-44 years,0,27518,0
Alaska,2,2005,Male,55-59 years,0,21600,0
Alaska,2,2005,Male,70-74 years,0,5372,0
Alaska,2,2005,Male,80-84 years,0,2113,0
Alaska,2,2006,Female,0-1 years,0,4798,0
Alaska,2,2006,Female,1-4 years,0,19113,0
Alaska,2,2006,Female,15-19 years,0,26323,0
Alaska,2,2006,Female,20-24 years,0,24261,0
Alaska,2,2006,Female,25-29 years,0,22535,0
Alaska,2,2006,Female,30-34 years,0,21020,0
Alaska,2,2006,Female,40-44 years,0,25488,0
Alaska,2,2006,Female,45-49 years,0,27809,0
Alaska,2,2006,Female,65-69 years,0,7752,0
Alaska,2,2006,Female,80-84 years,0,3026,0
Alaska,2,2006,Male,0-1 years,0,5417,0
Alaska,2,2006,Male,1-4 years,0,20113,0
Alaska,2,2006,Male,5-9 years,0,24964,0
Alaska,2,2006,Male,10-14 years,0,27063,0
Alaska,2,2006,Male,20-24 years,0,29820,0
Alaska,2,2006,Male,40-44 years,0,26561,0
Alaska,2,2006,Male,65-69 years,0,8917,0
Alaska,2,2006,Male,75-79 years,0,4058,0
Alaska,2,2006,Male,85+ years,0,1283,0
Alaska,2,2007,Female,0-1 years,0,5143,0
Alaska,2,2007,Female,1-4 years,0,19101,0
Alaska,2,2007,Female,15-19 years,0,26055,0
Alaska,2,2007,Female,20-24 years,0,24336,0
Alaska,2,2007,Female,30-34 years,0,20973,0
Alaska,2,2007,Female,35-39 years,0,22611,0
Alaska,2,2007,Female,75-79 years,0,4465,0
Alaska,2,2007,Female,85+ years,0,2660,0
Alaska,2,2007,Male,0-1 years,0,5507,0
Alaska,2,2007,Male,10-14 years,0,26380,0
Alaska,2,2007,Male,15-19 years,0,28666,0
Alaska,2,2007,Male,60-64 years ,0,15686,0
Alaska,2,2007,Male,65-69 years,0,9607,0
Alaska,2,2007,Male,75-79 years,0,4050,0
Alaska,2,2007,Male,80-84 years,0,2292,0
Alaska,2,2007,Male,85+ years,0,1345,0
Alaska,2,2008,Female,0-1 years,0,5188,0
Alaska,2,2008,Female,5-9 years,0,23077,0
Alaska,2,2008,Female,10-14 years,0,24933,0
Alaska,2,2008,Female,20-24 years,0,23984,0
Alaska,2,2008,Female,25-29 years,0,24323,0
Alaska,2,2008,Female,40-44 years,0,23185,0
Alaska,2,2008,Female,60-64 years ,0,14672,0
Alaska,2,2008,Female,80-84 years,0,3127,0
Alaska,2,2008,Female,85+ years,0,2803,0
Alaska,2,2008,Male,0-1 years,0,5627,0
Alaska,2,2008,Male,5-9 years,0,25155,0
Alaska,2,2008,Male,20-24 years,0,30307,0
Alaska,2,2008,Male,35-39 years,0,23883,0
Alaska,2,2008,Male,65-69 years,0,10434,0
Alaska,2,2008,Male,85+ years,0,1482,0
Alaska,2,2009,Female,0-1 years,0,5341,0
Alaska,2,2009,Female,5-9 years,0,24144,0
Alaska,2,2009,Female,45-49 years,0,26861,0
Alaska,2,2009,Female,50-54 years,0,27184,0
Alaska,2,2009,Female,80-84 years,0,3246,0
Alaska,2,2009,Female,85+ years,0,2922,0
Alaska,2,2009,Male,0-1 years,0,5735,0
Alaska,2,2009,Male,10-14 years,0,26125,0
Alaska,2,2009,Male,15-19 years,0,27717,0
Alaska,2,2009,Male,80-84 years,0,2508,0
Alaska,2,2010,Female,0-1 years,0,5396,0
Alaska,2,2010,Female,1-4 years,0,20981,0
Alaska,2,2010,Female,10-14 years,0,24754,0
Alaska,2,2010,Female,15-19 years,0,24872,0
Alaska,2,2010,Female,20-24 years,0,24962,0
Alaska,2,2010,Female,65-69 years,0,10621,0
Alaska,2,2010,Female,75-79 years,0,4759,0
Alaska,2,2010,Female,80-84 years,0,3390,0
Alaska,2,2010,Female,85+ years,0,3082,0
Alaska,2,2010,Male,0-1 years,0,5650,0
Alaska,2,2010,Male,10-14 years,0,26196,0
Alaska,2,2010,Male,35-39 years,0,23750,0
Alaska,2,2011,Female,1-4 years,0,21164,0
Alaska,2,2011,Female,10-14 years,0,24806,0
Alaska,2,2011,Female,30-34 years,0,24078,0
Alaska,2,2011,Female,45-49 years,0,25088,0
Alaska,2,2011,Female,75-79 years,0,4839,0
Alaska,2,2011,Male,10-14 years,0,26221,0
Alaska,2,2011,Male,15-19 years,0,26742,0
Alaska,2,2011,Male,25-29 years,0,30461,0
Alaska,2,2011,Male,75-79 years,0,4318,0
Alaska,2,2011,Male,85+ years,0,1750,0
Alaska,2,2012,Female,0-1 years,0,5474,0
Alaska,2,2012,Female,1-4 years,0,21181,0
Alaska,2,2012,Female,5-9 years,0,25241,0
Alaska,2,2012,Female,10-14 years,0,24800,0
Alaska,2,2012,Female,15-19 years,0,23742,0
Alaska,2,2012,Female,30-34 years,0,24890,0
Alaska,2,2012,Female,40-44 years,0,22530,0
Alaska,2,2012,Female,80-84 years,0,3532,0
Alaska,2,2012,Male,0-1 years,0,5590,0
Alaska,2,2012,Male,5-9 years,0,26524,0
Alaska,2,2012,Male,15-19 years,0,26248,0
Alaska,2,2012,Male,20-24 years,0,32567,0
Alaska,2,2012,Male,25-29 years,0,31235,0
Alaska,2,2012,Male,35-39 years,0,23556,0
Alaska,2,2012,Male,40-44 years,0,24846,0
Alaska,2,2012,Male,85+ years,0,1791,0
Alaska,2,2013,Female,0-1 years,0,5458,0
Alaska,2,2013,Female,1-4 years,0,21327,0
Alaska,2,2013,Female,10-14 years,0,24716,0
Alaska,2,2013,Female,15-19 years,0,23425,0
Alaska,2,2013,Female,25-29 years,0,27837,0
Alaska,2,2013,Female,40-44 years,0,22238,0
Alaska,2,2013,Female,70-74 years,0,8021,0
Alaska,2,2013,Female,75-79 years,0,5125,0
Alaska,2,2013,Female,80-84 years,0,3606,0
Alaska,2,2013,Female,85+ years,0,3432,0
Alaska,2,2013,Male,0-1 years,0,5793,0
Alaska,2,2013,Male,1-4 years,0,22669,0
Alaska,2,2013,Male,5-9 years,0,26619,0
Alaska,2,2013,Male,15-19 years,0,25992,0
Alaska,2,2013,Male,35-39 years,0,24036,0
Alaska,2,2013,Male,70-74 years,0,8546,0
Alaska,2,2013,Male,80-84 years,0,2849,0
Alaska,2,2013,Male,85+ years,0,1929,0
Alaska,2,2014,Female,0-1 years,0,5531,0
Alaska,2,2014,Female,1-4 years,0,21300,0
Alaska,2,2014,Female,15-19 years,0,23139,0
Alaska,2,2014,Female,30-34 years,0,26341,0
Alaska,2,2014,Female,35-39 years,0,21967,0
Alaska,2,2014,Female,70-74 years,0,8574,0
Alaska,2,2014,Male,0-1 years,0,5778,0
Alaska,2,2014,Male,5-9 years,0,26656,0
Alaska,2,2014,Male,15-19 years,0,25680,0
Alaska,2,2014,Male,25-29 years,0,32378,0
Alaska,2,2014,Male,65-69 years,0,15291,0
Alaska,2,2014,Male,80-84 years,0,2895,0
Alaska,2,2014,Male,85+ years,0,2036,0
Alaska,2,2015,Female,0-1 years,0,5499,0
Alaska,2,2015,Female,10-14 years,0,24397,0
Alaska,2,2015,Female,15-19 years,0,22806,0
Alaska,2,2015,Female,30-34 years,0,26663,0
Alaska,2,2015,Female,35-39 years,0,22574,0
Alaska,2,2015,Female,45-49 years,0,21408,0
Alaska,2,2015,Female,80-84 years,0,3746,0
Alaska,2,2015,Male,0-1 years,0,5689,0
Alaska,2,2015,Male,10-14 years,0,25671,0
Alaska,2,2015,Male,20-24 years,0,34203,0
Alaska,2,2015,Male,40-44 years,0,23423,0
Alaska,2,2015,Male,85+ years,0,2193,0
Alaska,2,2016,Female,0-1 years,0,5385,0
Alaska,2,2016,Female,1-4 years,0,21278,0
Alaska,2,2016,Female,5-9 years,0,25186,0
Alaska,2,2016,Female,25-29 years,0,28659,0
Alaska,2,2016,Female,30-34 years,0,27192,0
Alaska,2,2016,Female,85+ years,0,3865,0
Alaska,2,2016,Male,0-1 years,0,5750,0
Alaska,2,2016,Male,15-19 years,0,25479,0
Alaska,2,2016,Male,40-44 years,0,22947,0
Alaska,2,2016,Male,85+ years,0,2295,0
Alaska,2,2017,Female,0-1 years,0,5196,0
Alaska,2,2017,Female,5-9 years,0,25174,0
Alaska,2,2017,Female,10-14 years,0,24615,0
Alaska,2,2017,Female,20-24 years,0,23268,0
Alaska,2,2017,Female,25-29 years,0,28698,0
Alaska,2,2017,Female,35-39 years,0,24139,0
Alaska,2,2017,Female,40-44 years,0,20291,0
Alaska,2,2017,Female,80-84 years,0,4002,0
Alaska,2,2017,Male,5-9 years,0,26872,0
Alaska,2,2017,Male,35-39 years,0,26862,0
Alaska,2,2017,Male,75-79 years,0,6161,0
Alaska,2,2017,Male,85+ years,0,2365,0
Alaska,2,2018,Female,0-1 years,0,4942,0
Alaska,2,2018,Female,5-9 years,0,25105,0
Alaska,2,2018,Female,10-14 years,0,24461,0
Alaska,2,2018,Female,25-29 years,0,27904,0
Alaska,2,2018,Female,40-44 years,0,20354,0
Alaska,2,2018,Female,45-49 years,0,20581,0
Alaska,2,2018,Female,55-59 years,0,23428,0
Alaska,2,2018,Female,85+ years,0,4194,0
Alaska,2,2018,Male,0-1 years,0,5245,0
Alaska,2,2018,Male,5-9 years,0,26652,0
Alaska,2,2018,Male,20-24 years,0,30435,0
Alaska,2,2018,Male,25-29 years,0,32655,0
Alaska,2,2018,Male,35-39 years,0,27654,0
Alaska,2,2018,Male,40-44 years,0,22950,0
Alaska,2,2018,Male,45-49 years,0,23473,0
Alaska,2,2018,Male,80-84 years,0,3409,0
Alaska,2,2019,Female,0-1 years,0,4706,0
Alaska,2,2019,Female,1-4 years,0,19848,0
Alaska,2,2019,Female,20-24 years,0,21898,0
Alaska,2,2019,Female,25-29 years,0,27277,0
Alaska,2,2019,Female,35-39 years,0,25090,0
Alaska,2,2019,Female,70-74 years,0,11778,0
Alaska,2,2019,Female,85+ years,0,4327,0
Alaska,2,2019,Male,0-1 years,0,4955,0
Alaska,2,2019,Male,5-9 years,0,26264,0
Alaska,2,2019,Male,15-19 years,0,24595,0
Alaska,2,2019,Male,20-24 years,0,29922,0
Alaska,2,2019,Male,35-39 years,0,28231,0
Alaska,2,2019,Male,45-49 years,0,22960,0
Alaska,2,2019,Male,70-74 years,0,12695,0
Alaska,2,2020,Female,5-9 years,0,24960,0
Alaska,2,2020,Female,10-14 years,0,24173,0
Alaska,2,2020,Female,15-19 years,0,22045,0
Alaska,2,2020,Female,20-24 years,0,21700,0
Alaska,2,2020,Female,25-29 years,0,26098,0
Alaska,2,2020,Female,30-34 years,0,27206,0
Alaska,2,2020,Female,35-39 years,0,25440,0
Alaska,2,2020,Female,45-49 years,0,19439,0
Alaska,2,2020,Female,80-84 years,0,4415,0
Alaska,2,2020,Female,85+ years,0,4426,0
Alaska,2,2020,Male,0-1 years,0,4863,0
Alaska,2,2020,Male,5-9 years,0,26026,0
Alaska,2,2020,Male,10-14 years,0,26142,0
Alaska,2,2020,Male,15-19 years,0,24508,0
Alaska,2,2020,Male,20-24 years,0,29589,0
Alaska,2,2020,Male,25-29 years,0,31044,0
Alaska,2,2020,Male,45-49 years,0,22446,0
Alaska,2,2020,Male,50-54 years,0,22847,0
Alaska,2,2020,Male,85+ years,0,2656,0
Alaska,2,2021,Female,0-1 years,0,4677,0
Alaska,2,2021,Female,5-9 years,0,24830,0
Alaska,2,2021,Female,10-14 years,0,24275,0
Alaska,2,2021,Female,20-24 years,0,22259,0
Alaska,2,2021,Female,25-29 years,0,25275,0
Alaska,2,2021,Female,35-39 years,0,25740,0
Alaska,2,2021,Female,40-44 years,0,21807,0
Alaska,2,2021,Female,45-49 years,0,18888,0
Alaska,2,2021,Female,55-59 years,0,21268,0
Alaska,2,2021,Female,80-84 years,0,4722,0
Alaska,2,2021,Female,85+ years,0,4529,0
Alaska,2,2021,Male,0-1 years,0,4774,0
Alaska,2,2021,Male,20-24 years,0,30149,0
Alaska,2,2021,Male,25-29 years,0,30539,0
Alaska,2,2021,Male,40-44 years,0,24785,0
Alaska,2,2021,Male,70-74 years,0,14514,0
Arizona,4,1999,Female,0-1 years,0,37892,0
Arizona,4,1999,Female,70-74 years,19,93661,20.29
Arizona,4,1999,Female,75-79 years,17,79267,21.45
Arizona,4,1999,Male,60-64 years ,19,94340,20.14
Arizona,4,1999,Male,65-69 years,19,89859,21.14
Arizona,4,1999,Male,70-74 years,19,80805,23.51
Arizona,4,2000,Female,60-64 years ,16,107632,14.87
Arizona,4,2000,Female,75-79 years,16,81157,19.71
Arizona,4,2000,Male,0-1 years,0,40362,0
Arizona,4,2000,Male,35-39 years,18,199775,9.01
Arizona,4,2000,Male,65-69 years,20,90537,22.09
