States,States Code,Year,Sex,Age Groups,Count,Population,Crude Rate
Arizona,4,2000,Male,75-79 years,19,63866,29.75
Arizona,4,2001,Female,0-1 years,0,41474,0
Arizona,4,2001,Female,50-54 years,16,163266,9.8
Arizona,4,2001,Female,75-79 years,24,81815,29.33
Arizona,4,2001,Male,50-54 years,17,154977,10.97
Arizona,4,2001,Male,55-59 years,18,119927,15.01
Arizona,4,2001,Male,75-79 years,16,65155,24.56
Arizona,4,2002,Female,70-74 years,19,94272,20.15
Arizona,4,2002,Female,75-79 years,16,81972,19.52
Arizona,4,2002,Male,50-54 years,20,157231,12.72
Arizona,4,2002,Male,55-59 years,18,131000,13.74
Arizona,4,2002,Male,65-69 years,24,93610,25.64
Arizona,4,2002,Male,70-74 years,29,84441,34.34
Arizona,4,2003,Male,55-59 years,17,138883,12.24
Arizona,4,2003,Male,60-64 years ,22,112415,19.57
Arizona,4,2003,Male,70-74 years,19,85589,22.2
Arizona,4,2003,Male,75-79 years,16,67650,23.65
Arizona,4,2004,Female,45-49 years,18,193053,9.32
Arizona,4,2004,Male,55-59 years,16,147555,10.84
Arizona,4,2004,Male,60-64 years ,16,119218,13.42
Arizona,4,2004,Male,65-69 years,30,101180,29.65
Arizona,4,2004,Male,70-74 years,21,86571,24.26
Arizona,4,2004,Male,75-79 years,21,68943,30.46
Arizona,4,2005,Female,55-59 years,18,170691,10.55
Arizona,4,2005,Female,60-64 years ,19,141583,13.42
Arizona,4,2005,Female,70-74 years,16,97860,16.35
Arizona,4,2005,Female,75-79 years,19,83407,22.78
Arizona,4,2005,Male,55-59 years,21,158020,13.29
Arizona,4,2005,Male,60-64 years ,20,126700,15.79
Arizona,4,2005,Male,70-74 years,26,88724,29.3
Arizona,4,2005,Male,75-79 years,16,71503,22.38
Arizona,4,2006,Female,50-54 years,16,192766,8.3
Arizona,4,2006,Female,60-64 years ,17,148697,11.43
Arizona,4,2006,Female,65-69 years,23,122069,18.84
Arizona,4,2006,Female,80-84 years,16,65354,24.48
Arizona,4,2006,Male,0-1 years,0,48290,0
Arizona,4,2006,Male,50-54 years,19,180491,10.53
Arizona,4,2006,Male,55-59 years,30,168309,17.82
Arizona,4,2006,Male,60-64 years ,18,133575,13.48
Arizona,4,2006,Male,65-69 years,24,110786,21.66
Arizona,4,2006,Male,70-74 years,31,91078,34.04
Arizona,4,2006,Male,75-79 years,19,72775,26.11
Arizona,4,2007,Female,60-64 years ,22,159577,13.79
Arizona,4,2007,Female,65-69 years,17,128135,13.27
Arizona,4,2007,Female,70-74 years,17,102716,16.55
Arizona,4,2007,Female,75-79 years,16,84590,18.91
Arizona,4,2007,Male,0-1 years,0,48994,0
Arizona,4,2007,Male,50-54 years,21,187568,11.2
Arizona,4,2007,Male,55-59 years,19,170571,11.14
Arizona,4,2007,Male,60-64 years ,16,144258,11.09
Arizona,4,2007,Male,75-79 years,25,74034,33.77
Arizona,4,2008,Female,50-54 years,18,206018,8.74
Arizona,4,2008,Female,60-64 years ,19,167835,11.32
Arizona,4,2008,Female,65-69 years,19,137349,13.83
Arizona,4,2008,Female,75-79 years,19,84900,22.38
Arizona,4,2008,Female,80-84 years,18,66087,27.24
Arizona,4,2008,Male,45-49 years,18,211218,8.52
Arizona,4,2008,Male,50-54 years,25,194502,12.85
Arizona,4,2008,Male,55-59 years,22,172496,12.75
Arizona,4,2008,Male,60-64 years ,22,152579,14.42
Arizona,4,2008,Male,65-69 years,32,122428,26.14
Arizona,4,2008,Male,70-74 years,24,96416,24.89
Arizona,4,2008,Male,75-79 years,18,74853,24.05
Arizona,4,2009,Female,50-54 years,17,209314,8.12
Arizona,4,2009,Female,55-59 years,23,193794,11.87
Arizona,4,2009,Female,60-64 years ,17,175783,9.67
Arizona,4,2009,Female,65-69 years,25,144369,17.32
Arizona,4,2009,Female,70-74 years,21,109553,19.17
Arizona,4,2009,Female,75-79 years,20,85738,23.33
Arizona,4,2009,Male,45-49 years,16,213070,7.51
Arizona,4,2009,Male,50-54 years,16,198530,8.06
Arizona,4,2009,Male,55-59 years,24,175630,13.67
Arizona,4,2009,Male,60-64 years ,29,159621,18.17
Arizona,4,2009,Male,65-69 years,27,128972,20.93
Arizona,4,2009,Male,70-74 years,23,100288,22.93
Arizona,4,2009,Male,75-79 years,19,75334,25.22
Arizona,4,2010,Female,0-1 years,0,42369,0
Arizona,4,2010,Female,50-54 years,21,213631,9.83
Arizona,4,2010,Female,55-59 years,20,197461,10.13
Arizona,4,2010,Female,60-64 years ,22,185584,11.85
Arizona,4,2010,Female,70-74 years,21,113347,18.53
Arizona,4,2010,Male,45-49 years,20,212142,9.43
Arizona,4,2010,Male,50-54 years,36,203273,17.71
Arizona,4,2010,Male,55-59 years,24,179729,13.35
Arizona,4,2010,Male,60-64 years ,29,168295,17.23
Arizona,4,2010,Male,65-69 years,23,134482,17.1
Arizona,4,2010,Male,70-74 years,22,103431,21.27
Arizona,4,2010,Male,75-79 years,22,76500,28.76
Arizona,4,2010,Male,80-84 years,16,52129,30.69
Arizona,4,2011,Female,60-64 years ,28,193335,14.48
Arizona,4,2011,Female,65-69 years,21,154076,13.63
Arizona,4,2011,Female,75-79 years,29,87511,33.14
Arizona,4,2011,Male,45-49 years,19,208966,9.09
Arizona,4,2011,Male,55-59 years,22,183560,11.99
Arizona,4,2011,Male,60-64 years ,23,174666,13.17
Arizona,4,2011,Male,65-69 years,31,138390,22.4
Arizona,4,2011,Male,70-74 years,23,107120,21.47
Arizona,4,2011,Male,75-79 years,20,78337,25.53
Arizona,4,2011,Male,85+ years,17,40007,42.49
Arizona,4,2012,Female,55-59 years,16,205372,7.79
Arizona,4,2012,Female,60-64 years ,21,191391,10.97
Arizona,4,2012,Female,65-69 years,16,166169,9.63
Arizona,4,2012,Female,70-74 years,32,124416,25.72
Arizona,4,2012,Female,75-79 years,22,89575,24.56
Arizona,4,2012,Male,50-54 years,27,208660,12.94
Arizona,4,2012,Male,55-59 years,25,188509,13.26
Arizona,4,2012,Male,60-64 years ,33,172251,19.16
Arizona,4,2012,Male,65-69 years,24,150117,15.99
Arizona,4,2012,Male,70-74 years,22,111945,19.65
Arizona,4,2012,Male,75-79 years,23,80544,28.56
Arizona,4,2012,Male,80-84 years,19,55379,34.31
Arizona,4,2013,Female,0-1 years,0,41427,0
Arizona,4,2013,Female,5-9 years,0,222094,0
Arizona,4,2013,Female,55-59 years,22,208829,10.53
Arizona,4,2013,Female,60-64 years ,25,193292,12.93
Arizona,4,2013,Female,65-69 years,20,172309,11.61
Arizona,4,2013,Female,70-74 years,22,132528,16.6
Arizona,4,2013,Female,75-79 years,21,92510,22.7
Arizona,4,2013,Female,85+ years,17,72256,23.53
Arizona,4,2013,Male,55-59 years,30,192655,15.57
Arizona,4,2013,Male,60-64 years ,39,173092,22.53
Arizona,4,2013,Male,65-69 years,25,156291,16
Arizona,4,2013,Male,70-74 years,24,118803,20.2
Arizona,4,2013,Male,75-79 years,28,83846,33.39
Arizona,4,2013,Male,80-84 years,19,56514,33.62
Arizona,4,2014,Female,55-59 years,17,211520,8.04
Arizona,4,2014,Female,60-64 years ,24,196710,12.2
Arizona,4,2014,Female,65-69 years,30,179987,16.67
Arizona,4,2014,Female,70-74 years,16,138910,11.52
Arizona,4,2014,Female,75-79 years,21,96888,21.67
Arizona,4,2014,Female,85+ years,23,74347,30.94
Arizona,4,2014,Male,55-59 years,19,196673,9.66
Arizona,4,2014,Male,60-64 years ,27,175695,15.37
Arizona,4,2014,Male,65-69 years,38,163269,23.27
Arizona,4,2014,Male,70-74 years,29,124287,23.33
Arizona,4,2014,Male,75-79 years,23,87763,26.21
Arizona,4,2014,Male,80-84 years,20,57602,34.72
Arizona,4,2015,Female,55-59 years,16,214874,7.45
Arizona,4,2015,Female,60-64 years ,25,200739,12.45
Arizona,4,2015,Female,65-69 years,23,188355,12.21
Arizona,4,2015,Female,70-74 years,22,144569,15.22
Arizona,4,2015,Female,75-79 years,19,101036,18.81
Arizona,4,2015,Male,50-54 years,16,210736,7.59
Arizona,4,2015,Male,55-59 years,23,201410,11.42
Arizona,4,2015,Male,60-64 years ,26,179841,14.46
Arizona,4,2015,Male,65-69 years,23,170494,13.49
Arizona,4,2015,Male,70-74 years,25,129172,19.35
Arizona,4,2015,Male,75-79 years,19,90995,20.88
Arizona,4,2015,Male,80-84 years,20,59161,33.81
Arizona,4,2016,Female,55-59 years,23,217925,10.55
Arizona,4,2016,Female,60-64 years ,17,205531,8.27
Arizona,4,2016,Female,65-69 years,24,197567,12.15
Arizona,4,2016,Female,70-74 years,22,149233,14.74
Arizona,4,2016,Female,75-79 years,18,105816,17.01
Arizona,4,2016,Male,50-54 years,20,208313,9.6
Arizona,4,2016,Male,55-59 years,26,206040,12.62
Arizona,4,2016,Male,60-64 years ,29,184385,15.73
Arizona,4,2016,Male,65-69 years,32,177550,18.02
Arizona,4,2016,Male,70-74 years,28,133579,20.96
Arizona,4,2016,Male,75-79 years,27,94666,28.52
Arizona,4,2016,Male,80-84 years,19,60962,31.17
Arizona,4,2017,Female,0-1 years,0,39350,0
Arizona,4,2017,Female,60-64 years ,24,210783,11.39
Arizona,4,2017,Female,65-69 years,22,196730,11.18
Arizona,4,2017,Female,70-74 years,28,162044,17.28
Arizona,4,2017,Female,75-79 years,20,112137,17.84
Arizona,4,2017,Male,0-1 years,0,40629,0
Arizona,4,2017,Male,50-54 years,19,206172,9.22
Arizona,4,2017,Male,55-59 years,30,209039,14.35
Arizona,4,2017,Male,60-64 years ,28,189974,14.74
Arizona,4,2017,Male,65-69 years,30,175415,17.1
Arizona,4,2017,Male,70-74 years,25,145931,17.13
Arizona,4,2017,Male,75-79 years,31,99107,31.28
Arizona,4,2017,Male,80-84 years,22,63160,34.83
Arizona,4,2018,Female,55-59 years,21,220086,9.54
Arizona,4,2018,Female,60-64 years ,24,215272,11.15
Arizona,4,2018,Female,65-69 years,23,199692,11.52
Arizona,4,2018,Female,70-74 years,20,169630,11.79
Arizona,4,2018,Female,75-79 years,21,120162,17.48
Arizona,4,2018,Female,80-84 years,18,76928,23.4
Arizona,4,2018,Male,0-1 years,0,39454,0
Arizona,4,2018,Male,45-49 years,23,214019,10.75
Arizona,4,2018,Male,55-59 years,26,211868,12.27
Arizona,4,2018,Male,60-64 years ,22,195520,11.25
Arizona,4,2018,Male,65-69 years,34,176963,19.21
Arizona,4,2018,Male,70-74 years,41,152406,26.9
Arizona,4,2018,Male,75-79 years,26,105883,24.56
Arizona,4,2019,Female,0-1 years,0,37752,0
Arizona,4,2019,Female,55-59 years,16,221776,7.21
Arizona,4,2019,Female,60-64 years ,21,219108,9.58
Arizona,4,2019,Female,65-69 years,42,204494,20.54
Arizona,4,2019,Female,70-74 years,26,178209,14.59
Arizona,4,2019,Female,75-79 years,22,126707,17.36
Arizona,4,2019,Male,15-19 years,0,247804,0
Arizona,4,2019,Male,50-54 years,17,205641,8.27
Arizona,4,2019,Male,55-59 years,23,214484,10.72
Arizona,4,2019,Male,60-64 years ,32,200417,15.97
Arizona,4,2019,Male,65-69 years,27,180472,14.96
Arizona,4,2019,Male,70-74 years,35,159667,21.92
Arizona,4,2019,Male,75-79 years,36,111706,32.23
Arizona,4,2019,Male,80-84 years,21,69482,30.22
Arizona,4,2020,Female,50-54 years,16,207191,7.72
Arizona,4,2020,Female,55-59 years,16,222134,7.2
Arizona,4,2020,Female,60-64 years ,24,223887,10.72
Arizona,4,2020,Female,65-69 years,29,210592,13.77
Arizona,4,2020,Female,70-74 years,22,187778,11.72
Arizona,4,2020,Female,75-79 years,19,132472,14.34
Arizona,4,2020,Male,45-49 years,19,213931,8.88
Arizona,4,2020,Male,50-54 years,19,209679,9.06
Arizona,4,2020,Male,55-59 years,37,215534,17.17
Arizona,4,2020,Male,60-64 years ,32,206721,15.48
Arizona,4,2020,Male,65-69 years,34,186267,18.25
Arizona,4,2020,Male,70-74 years,36,167823,21.45
Arizona,4,2020,Male,75-79 years,31,116601,26.59
Arizona,4,2020,Male,80-84 years,16,72444,22.09
Arizona,4,2021,Female,60-64 years ,20,228167,8.77
Arizona,4,2021,Female,65-69 years,27,215017,12.56
Arizona,4,2021,Female,70-74 years,32,196831,16.26
Arizona,4,2021,Female,75-79 years,19,136781,13.89
Arizona,4,2021,Male,10-14 years,0,240498,0
Arizona,4,2021,Male,50-54 years,16,215039,7.44
Arizona,4,2021,Male,55-59 years,23,213542,10.77
Arizona,4,2021,Male,60-64 years ,25,211882,11.8
Arizona,4,2021,Male,65-69 years,34,190481,17.85
Arizona,4,2021,Male,70-74 years,42,174135,24.12
Arizona,4,2021,Male,75-79 years,35,119578,29.27
Arkansas,5,1999,Female,25-29 years,0,87684,0
Arkansas,5,1999,Male,0-1 years,0,18350,0
Arkansas,5,1999,Male,20-24 years,0,90577,0
Arkansas,5,2000,Female,0-1 years,0,17812,0
Arkansas,5,2000,Female,25-29 years,0,86956,0
Arkansas,5,2000,Male,0-1 years,0,18616,0
Arkansas,5,2001,Female,0-1 years,0,17859,0
Arkansas,5,2001,Male,0-1 years,0,19154,0
Arkansas,5,2001,Male,10-14 years,0,100140,0
Arkansas,5,2001,Male,85+ years,0,13557,0
Arkansas,5,2002,Female,0-1 years,0,18264,0
Arkansas,5,2002,Male,1-4 years,0,74487,0
Arkansas,5,2004,Female,0-1 years,0,18352,0
Arkansas,5,2004,Female,20-24 years,0,97880,0
Arkansas,5,2004,Female,35-39 years,0,90303,0
Arkansas,5,2004,Male,1-4 years,0,76375,0
Arkansas,5,2004,Male,70-74 years,19,41747,45.51
Arkansas,5,2005,Female,20-24 years,0,97189,0
Arkansas,5,2005,Male,0-1 years,0,19750,0
Arkansas,5,2006,Female,0-1 years,0,19226,0
Arkansas,5,2006,Female,15-19 years,0,97758,0
Arkansas,5,2006,Female,65-69 years,17,61563,27.61
Arkansas,5,2006,Male,0-1 years,0,20296,0
Arkansas,5,2006,Male,65-69 years,17,55119,30.84
Arkansas,5,2007,Female,0-1 years,0,19644,0
Arkansas,5,2007,Female,20-24 years,0,96034,0
Arkansas,5,2007,Female,70-74 years,17,51932,32.74
Arkansas,5,2007,Male,0-1 years,0,20886,0
Arkansas,5,2008,Male,0-1 years,0,20860,0
Arkansas,5,2009,Female,0-1 years,0,19025,0
Arkansas,5,2009,Female,20-24 years,0,97614,0
Arkansas,5,2010,Male,0-1 years,0,19598,0
Arkansas,5,2010,Male,70-74 years,16,47417,33.74
Arkansas,5,2011,Male,0-1 years,0,19419,0
Arkansas,5,2011,Male,1-4 years,0,80570,0
Arkansas,5,2012,Female,0-1 years,0,18491,0
Arkansas,5,2013,Female,60-64 years ,16,89637,17.85
Arkansas,5,2013,Male,55-59 years,21,93653,22.42
Arkansas,5,2014,Male,55-59 years,16,94729,16.89
Arkansas,5,2014,Male,85+ years,0,18091,0
Arkansas,5,2015,Male,55-59 years,16,95991,16.67
Arkansas,5,2015,Male,65-69 years,18,74654,24.11
Arkansas,5,2015,Male,70-74 years,19,54423,34.91
Arkansas,5,2016,Female,0-1 years,0,18256,0
Arkansas,5,2016,Male,0-1 years,0,19420,0
Arkansas,5,2016,Male,50-54 years,19,97302,19.53
Arkansas,5,2016,Male,55-59 years,17,97118,17.5
Arkansas,5,2017,Female,0-1 years,0,17882,0
Arkansas,5,2017,Female,25-29 years,0,99917,0
Arkansas,5,2017,Female,70-74 years,16,67412,23.73
Arkansas,5,2017,Male,65-69 years,20,75753,26.4
Arkansas,5,2018,Female,0-1 years,0,17898,0
Arkansas,5,2018,Female,10-14 years,0,99685,0
Arkansas,5,2018,Female,30-34 years,0,93812,0
Arkansas,5,2018,Female,65-69 years,21,84582,24.83
Arkansas,5,2018,Female,75-79 years,16,50199,31.87
Arkansas,5,2018,Male,65-69 years,16,76002,21.05
Arkansas,5,2019,Female,1-4 years,0,72707,0
Arkansas,5,2019,Male,0-1 years,0,18121,0
Arkansas,5,2019,Male,10-14 years,0,104841,0
Arkansas,5,2019,Male,25-29 years,0,101153,0
Arkansas,5,2019,Male,60-64 years ,17,90119,18.86
Arkansas,5,2019,Male,65-69 years,16,77156,20.74
Arkansas,5,2019,Male,70-74 years,23,62847,36.6
Arkansas,5,2020,Female,0-1 years,0,17029,0
Arkansas,5,2020,Female,60-64 years ,17,96958,17.53
Arkansas,5,2020,Female,70-74 years,18,74220,24.25
Arkansas,5,2020,Male,70-74 years,23,64960,35.41
Arkansas,5,2020,Male,75-79 years,16,43155,37.08
Arkansas,5,2021,Female,20-24 years,0,102801,0
Arkansas,5,2021,Male,0-1 years,0,17798,0
California,6,1999,Female,1-4 years,36,989757,3.64
California,6,1999,Female,5-9 years,47,1340635,3.51
California,6,1999,Female,10-14 years,27,1218255,2.22
California,6,1999,Female,20-24 years,22,1095927,2.01
California,6,1999,Female,25-29 years,32,1241325,2.58
California,6,1999,Female,30-34 years,41,1318261,3.11
California,6,1999,Female,35-39 years,41,1391548,2.95
California,6,1999,Female,40-44 years,44,1309691,3.36
California,6,1999,Female,45-49 years,53,1146993,4.62
California,6,1999,Female,50-54 years,65,977938,6.65
California,6,1999,Female,55-59 years,60,729172,8.23
California,6,1999,Female,60-64 years ,69,590736,11.68
California,6,1999,Female,65-69 years,76,527374,14.41
California,6,1999,Female,70-74 years,72,505536,14.24
California,6,1999,Female,75-79 years,97,442332,21.93
California,6,1999,Female,80-84 years,59,299796,19.68
California,6,1999,Female,85+ years,38,283620,13.4
California,6,1999,Male,1-4 years,49,1036743,4.73
California,6,1999,Male,5-9 years,44,1408253,3.12
California,6,1999,Male,10-14 years,43,1279635,3.36
California,6,1999,Male,15-19 years,26,1248484,2.08
California,6,1999,Male,20-24 years,22,1207242,1.82
California,6,1999,Male,25-29 years,45,1322659,3.4
California,6,1999,Male,30-34 years,50,1396298,3.58
California,6,1999,Male,35-39 years,59,1438823,4.1
California,6,1999,Male,40-44 years,72,1322124,5.45
California,6,1999,Male,45-49 years,85,1122016,7.58
California,6,1999,Male,50-54 years,84,942363,8.91
California,6,1999,Male,55-59 years,95,686730,13.83
California,6,1999,Male,60-64 years ,87,536409,16.22
California,6,1999,Male,65-69 years,99,458231,21.6
California,6,1999,Male,70-74 years,112,396863,28.22
California,6,1999,Male,75-79 years,99,324356,30.52
California,6,1999,Male,80-84 years,58,193155,30.03
California,6,1999,Male,85+ years,20,129644,15.43
California,6,2000,Female,1-4 years,33,976089,3.38
California,6,2000,Female,5-9 years,44,1325445,3.32
California,6,2000,Female,10-14 years,23,1262005,1.82
California,6,2000,Female,15-19 years,27,1182284,2.28
California,6,2000,Female,20-24 years,20,1144388,1.75
California,6,2000,Female,25-29 years,36,1229480,2.93
California,6,2000,Female,30-34 years,31,1306036,2.37
California,6,2000,Female,35-39 years,47,1382911,3.4
California,6,2000,Female,40-44 years,56,1333879,4.2
California,6,2000,Female,45-49 years,49,1185267,4.13
California,6,2000,Female,50-54 years,63,1030057,6.12
California,6,2000,Female,55-59 years,53,761209,6.96
California,6,2000,Female,60-64 years ,52,603439,8.62
California,6,2000,Female,65-69 years,72,527821,13.64
California,6,2000,Female,70-74 years,75,505873,14.83
California,6,2000,Female,75-79 years,74,453297,16.32
California,6,2000,Female,80-84 years,60,307966,19.48
California,6,2000,Female,85+ years,44,293029,15.02
California,6,2000,Male,1-4 years,41,1022128,4.01
California,6,2000,Male,5-9 years,38,1391980,2.73
California,6,2000,Male,10-14 years,34,1325664,2.56
California,6,2000,Male,15-19 years,22,1277698,1.72
California,6,2000,Male,20-24 years,32,1258133,2.54
California,6,2000,Male,25-29 years,37,1309119,2.83
California,6,2000,Male,30-34 years,46,1385574,3.32
California,6,2000,Male,35-39 years,71,1429498,4.97
California,6,2000,Male,40-44 years,63,1347785,4.67
California,6,2000,Male,45-49 years,84,1159885,7.24
California,6,2000,Male,50-54 years,99,991293,9.99
California,6,2000,Male,55-59 years,94,716298,13.12
California,6,2000,Male,60-64 years ,82,549353,14.93
California,6,2000,Male,65-69 years,82,457172,17.94
California,6,2000,Male,70-74 years,82,399183,20.54
California,6,2000,Male,75-79 years,79,329378,23.98
California,6,2000,Male,80-84 years,80,199435,40.11
California,6,2000,Male,85+ years,25,135295,18.48
California,6,2001,Female,1-4 years,29,959379,3.02
California,6,2001,Female,5-9 years,37,1303576,2.84
California,6,2001,Female,10-14 years,31,1301232,2.38
California,6,2001,Female,15-19 years,18,1191494,1.51
California,6,2001,Female,20-24 years,17,1193795,1.42
California,6,2001,Female,25-29 years,25,1216394,2.06
California,6,2001,Female,30-34 years,40,1324879,3.02
California,6,2001,Female,35-39 years,41,1368365,3
California,6,2001,Female,40-44 years,44,1356600,3.24
California,6,2001,Female,45-49 years,61,1217673,5.01
California,6,2001,Female,50-54 years,76,1081662,7.03
California,6,2001,Female,55-59 years,70,793756,8.82
California,6,2001,Female,60-64 years ,70,621021,11.27
California,6,2001,Female,65-69 years,72,532508,13.52
California,6,2001,Female,70-74 years,79,501653,15.75
California,6,2001,Female,75-79 years,74,455915,16.23
California,6,2001,Female,80-84 years,54,320865,16.83
California,6,2001,Female,85+ years,55,297706,18.47
California,6,2001,Male,1-4 years,46,1005562,4.57
California,6,2001,Male,5-9 years,46,1367558,3.36
California,6,2001,Male,10-14 years,31,1367635,2.27
California,6,2001,Male,15-19 years,23,1293087,1.78
California,6,2001,Male,20-24 years,26,1306724,1.99
California,6,2001,Male,25-29 years,33,1295367,2.55
California,6,2001,Male,30-34 years,57,1397761,4.08
California,6,2001,Male,35-39 years,56,1418540,3.95
California,6,2001,Male,40-44 years,92,1372812,6.7
California,6,2001,Male,45-49 years,81,1193750,6.79
California,6,2001,Male,50-54 years,91,1041193,8.74
California,6,2001,Male,55-59 years,94,746797,12.59
California,6,2001,Male,60-64 years ,96,566843,16.94
California,6,2001,Male,65-69 years,59,461182,12.79
California,6,2001,Male,70-74 years,95,402534,23.6
California,6,2001,Male,75-79 years,90,329515,27.31
California,6,2001,Male,80-84 years,42,210247,19.98
California,6,2001,Male,85+ years,32,139521,22.94
California,6,2002,Female,1-4 years,33,965356,3.42
California,6,2002,Female,5-9 years,46,1272793,3.61
California,6,2002,Female,10-14 years,31,1336075,2.32
California,6,2002,Female,15-19 years,16,1207430,1.33
California,6,2002,Female,20-24 years,26,1227867,2.12
California,6,2002,Female,25-29 years,36,1215239,2.96
California,6,2002,Female,30-34 years,38,1326750,2.86
California,6,2002,Female,35-39 years,52,1349545,3.85
California,6,2002,Female,40-44 years,54,1368021,3.95
California,6,2002,Female,45-49 years,58,1253259,4.63
California,6,2002,Female,50-54 years,65,1090021,5.96
California,6,2002,Female,55-59 years,66,862704,7.65
California,6,2002,Female,60-64 years ,72,644029,11.18
California,6,2002,Female,65-69 years,57,540433,10.55
California,6,2002,Female,70-74 years,82,495803,16.54
California,6,2002,Female,75-79 years,88,454928,19.34
California,6,2002,Female,80-84 years,51,333801,15.28
California,6,2002,Female,85+ years,54,302395,17.86
California,6,2002,Male,1-4 years,40,1012020,3.95
California,6,2002,Male,5-9 years,42,1334823,3.15
California,6,2002,Male,10-14 years,43,1403048,3.06
California,6,2002,Male,15-19 years,42,1308453,3.21
California,6,2002,Male,20-24 years,31,1339562,2.31
California,6,2002,Male,25-29 years,34,1288551,2.64
California,6,2002,Male,30-34 years,47,1394749,3.37
California,6,2002,Male,35-39 years,60,1395033,4.3
California,6,2002,Male,40-44 years,82,1387700,5.91
California,6,2002,Male,45-49 years,87,1231130,7.07
California,6,2002,Male,50-54 years,92,1047921,8.78
California,6,2002,Male,55-59 years,109,813760,13.39
California,6,2002,Male,60-64 years ,85,588994,14.43
California,6,2002,Male,65-69 years,89,467639,19.03
California,6,2002,Male,70-74 years,100,403587,24.78
California,6,2002,Male,75-79 years,87,328451,26.49
California,6,2002,Male,80-84 years,47,221013,21.27
California,6,2002,Male,85+ years,45,144055,31.24
California,6,2003,Female,1-4 years,39,974391,4
California,6,2003,Female,5-9 years,49,1245071,3.94
California,6,2003,Female,10-14 years,36,1356966,2.65
California,6,2003,Female,15-19 years,19,1231521,1.54
California,6,2003,Female,20-24 years,22,1253018,1.76
California,6,2003,Female,25-29 years,36,1224189,2.94
California,6,2003,Female,30-34 years,45,1319016,3.41
California,6,2003,Female,35-39 years,39,1334614,2.92
California,6,2003,Female,40-44 years,45,1378778,3.26
California,6,2003,Female,45-49 years,65,1281766,5.07
California,6,2003,Female,50-54 years,75,1116442,6.72
California,6,2003,Female,55-59 years,72,906873,7.94
California,6,2003,Female,60-64 years ,64,679049,9.42
California,6,2003,Female,65-69 years,89,553035,16.09
California,6,2003,Female,70-74 years,72,492274,14.63
California,6,2003,Female,75-79 years,92,452940,20.31
